0.0,28.92,2.52,28.13,6.45,18.45,14.61,22.0,31.73,29.07,5.56,7.98,9.26,17.06,12.62,17.61,15.93,23.48,26.76,6.42,10.53,3.15,23.29,22.85,22.86,21.46,20.27,11.77,22.65,7.88,25.55,21.71,33.13,6.95,6.36,19.59,29.28,19.93,23.94,10.21,1.97,7.79,5.21,23.44,4.8,26.97,9.72,2.77,2.28,26.73,24.73,27.41,23.84
29.79,0.0,30.94,12.49,21.19,13.17,37.12,7.46,6.12,9.61,23.93,32.32,23.1,14.93,20.46,24.44,17.04,7.84,2.27,28.67,32.85,26.55,4.71,8.6,8.98,42.07,13.24,25.96,6.82,28.2,7.42,6.66,4.27,33.29,32.71,25.99,11.08,9.08,5.89,28.95,29.63,36.84,24.82,4.98,25.08,8.77,36.06,30.61,29.7,11.09,45.34,3.37,6.83
2.51,30.89,0.0,30.47,9.28,20.78,8.53,24.34,34.06,30.06,6.18,8.78,8.31,19.4,11.68,16.67,14.99,25.81,29.1,8.75,9.11,5.49,27.35,23.81,25.19,20.04,22.6,10.83,25.98,6.94,26.55,24.05,35.47,4.34,3.72,18.64,30.28,22.26,24.9,8.79,3.09,5.53,5.0,26.99,7.14,27.97,8.3,0.97,3.44,29.06,23.3,28.46,24.8
27.47,12.72,29.14,0.0,18.87,10.85,43.08,14.16,15.52,24.04,21.61,27.56,29.05,12.61,26.42,30.4,23.0,5.45,10.55,24.22,38.81,24.23,10.67,14.56,5.76,48.03,10.92,20.94,13.58,34.15,20.52,8.26,16.93,34.72,34.14,31.95,24.25,11.94,13.81,34.91,27.31,33.79,22.5,10.74,22.76,21.94,37.49,29.48,28.79,1.61,51.29,14.3,12.79
6.81,20.86,9.32,20.06,0.0,10.9,18.41,12.12,23.66,19.18,3.14,12.1,7.97,7.18,11.34,16.33,14.65,15.41,18.69,10.53,14.41,8.41,14.94,12.95,14.79,25.27,10.38,4.06,12.76,6.87,15.66,13.37,25.06,10.83,10.24,18.31,19.39,10.04,14.05,10.98,8.24,14.69,4.03,16.14,6.94,17.08,13.6,8.99,6.07,18.66,28.54,17.52,13.95
19.16,12.88,20.82,12.09,10.85,0.0,34.03,4.6,15.69,19.35,13.59,21.68,24.51,2.32,21.88,25.86,18.45,7.43,10.72,18.03,29.99,15.91,7.25,6.84,6.82,40.92,1.21,12.92,5.25,26.73,15.84,5.67,17.09,26.4,25.82,27.4,19.57,3.69,7.82,29.67,19.0,25.48,14.48,7.4,14.44,17.26,29.18,21.16,18.34,10.69,44.18,14.27,6.34
11.2,33.99,9.8,39.95,15.56,27.73,0.0,29.29,39.78,33.16,12.46,18.98,14.59,31.8,14.38,15.02,18.09,34.91,34.81,16.08,2.15,15.69,30.45,26.91,36.05,12.26,25.65,17.11,29.08,8.59,29.64,32.28,41.18,5.32,5.62,21.72,33.37,29.89,28.0,5.45,13.28,5.93,11.07,30.09,14.09,31.06,3.83,9.16,9.98,38.16,15.52,31.55,27.9
23.28,7.45,24.94,12.61,12.49,4.61,32.32,0.0,13.24,13.35,15.23,25.8,18.29,6.24,15.66,19.64,12.23,7.96,8.27,20.14,28.04,20.03,2.96,2.42,7.34,37.26,4.32,21.15,0.69,23.39,9.84,3.1,14.65,28.48,27.9,21.18,13.57,1.67,3.27,24.14,23.11,32.03,16.12,2.89,18.56,11.25,31.26,25.81,24.89,11.21,40.53,5.78,1.79
32.07,5.4,33.73,14.76,23.46,15.45,42.59,13.67,0.0,9.21,26.2,34.59,28.56,17.21,25.93,29.91,22.51,10.11,6.39,30.94,38.32,28.83,10.18,14.07,11.26,47.54,15.51,31.42,13.09,33.66,11.46,12.85,3.32,38.75,38.17,31.46,11.65,16.53,13.32,34.42,31.91,38.39,27.09,10.25,27.35,9.33,41.53,34.07,31.25,13.36,50.8,7.93,12.3
30.11,9.52,31.77,23.68,19.67,19.58,36.69,13.01,9.45,0.0,22.41,32.64,22.67,15.52,20.03,24.01,16.61,18.63,18.53,26.97,32.42,26.87,14.17,10.63,19.77,41.64,19.05,25.53,12.8,27.76,5.62,16.0,5.9,32.86,32.27,25.56,3.05,14.37,9.01,28.52,29.95,36.41,23.3,13.81,25.4,2.99,35.63,30.18,29.27,21.88,44.91,6.86,11.62
