0.0,29.01,9.79,22.1,32.15,6.06,22.37,21.96,29.55,4.33,1.13,1.5,23.95,27.54,6.36,10.34,11.19,23.56,23.23,23.24,19.47,9.59,10.81,7.44,17.06,19.13,6.84,6.35,20.67,2.64,18.71,19.82,22.19,9.17,9.56,3.1,7.77,20.94,3.5,27.4,8.36,28.17,6.59,2.86,2.75,31.86,18.48,21.07
29.88,0.0,36.49,7.67,6.37,28.4,5.71,28.71,7.24,24.65,28.76,28.23,8.4,1.6,26.78,32.95,33.24,4.81,8.62,9.33,12.53,28.85,35.78,33.11,13.07,11.09,33.53,33.05,27.43,30.44,12.06,10.33,15.11,35.86,30.4,30.48,37.12,9.71,26.92,9.86,35.05,10.33,27.81,31.05,30.17,5.84,13.79,9.28
10.4,35.89,0.0,30.93,41.75,14.92,30.85,26.49,35.19,12.55,11.79,8.83,32.43,37.13,15.22,2.72,3.57,32.14,28.84,31.73,24.05,7.54,1.06,14.82,25.55,27.62,2.98,3.58,25.21,7.85,27.19,24.41,29.83,1.33,2.97,8.39,1.5,29.88,10.82,33.04,2.09,33.81,11.13,8.25,9.31,37.5,23.06,29.56
23.37,7.66,31.42,0.0,13.52,21.89,3.21,23.65,13.93,18.15,22.25,21.72,8.53,8.91,20.26,27.89,28.17,3.11,2.52,7.82,3.61,23.78,30.71,26.61,7.73,4.6,28.47,27.98,22.36,23.94,4.54,1.97,9.87,30.79,25.34,23.97,32.05,1.79,16.23,11.78,29.99,12.55,16.64,25.98,25.1,10.74,3.91,5.65
32.81,6.43,42.34,13.54,0.0,31.33,11.57,34.57,6.84,27.59,31.69,31.16,11.33,5.58,29.71,38.81,39.09,10.67,14.47,12.26,15.46,34.7,41.63,36.05,16.01,14.02,39.39,38.9,33.28,33.38,14.99,17.17,18.04,41.72,36.26,33.41,39.11,15.56,29.85,11.9,40.91,10.34,28.26,34.9,30.61,4.53,16.72,12.21
6.07,27.69,16.16,20.78,30.83,0.0,21.05,27.71,28.23,6.04,4.95,4.42,22.63,26.22,1.07,16.71,17.56,22.24,21.91,21.93,18.15,15.96,17.18,9.3,15.74,17.82,13.21,12.72,26.43,6.63,17.39,18.5,17.44,15.53,15.93,6.67,12.36,19.62,6.22,26.09,14.73,26.85,8.89,8.15,6.11,30.54,17.16,19.76
23.25,5.71,33.34,2.74,11.57,21.77,0.0,26.2,11.12,18.02,22.13,21.6,3.96,6.96,20.15,30.45,30.73,1.49,5.26,3.57,5.89,26.34,34.36,26.48,6.44,4.46,30.38,29.9,24.92,23.81,5.42,4.11,12.05,32.71,27.89,23.85,29.54,4.53,20.29,14.26,31.9,15.03,18.7,25.33,21.05,9.78,7.15,2.65
21.97,28.57,26.26,23.61,34.43,25.57,26.19,0.0,27.87,22.57,22.57,23.44,29.61,29.82,25.86,22.7,22.99,24.82,21.52,30.55,28.77,18.59,27.28,29.43,34.29,31.56,23.3,22.82,2.89,22.88,31.14,23.7,36.32,25.63,20.15,23.0,27.4,22.56,20.36,25.72,24.83,26.49,17.58,20.82,19.94,30.18,24.94,30.5
30.15,7.24,35.74,13.14,6.84,28.67,11.13,27.97,0.0,24.92,29.03,28.5,19.14,9.0,27.03,32.21,32.49,9.75,11.05,20.08,18.29,28.1,35.03,33.38,23.82,21.09,32.79,32.3,26.68,30.71,20.67,13.99,25.85,35.11,29.66,30.75,36.37,12.09,23.35,5.42,34.31,2.64,23.76,30.3,29.42,2.48,14.46,21.72
4.61,24.37,11.86,17.46,27.51,6.89,17.73,22.62,24.91,0.0,4.4,6.72,19.31,22.9,5.9,12.41,13.26,18.92,18.59,18.61,14.83,11.09,12.87,11.6,12.43,14.5,8.9,8.41,21.34,8.93,14.07,15.18,18.33,11.23,11.62,8.96,14.66,16.3,2.25,22.77,10.42,23.53,4.88,10.45,3.33,27.22,13.84,16.44
