in,Node
1,1428
2,494
3,456
4,1364
5,2751
6,1279
7,1231
8,486
9,2828
10,450
11,1185
12,2785
13,1921
14,1359
15,2743
16,1234
17,450
18,2499
19,1925
20,2439
21,2548
22,2398
23,424
24,581
25,1264
26,1264
27,2827
28,478
29,1188
30,2629
31,926
32,2497
33,1223
34,2421
35,629
36,1185
37,456
38,2829
39,2521
40,1202
41,451
42,1177
43,485
44,1233
45,1285
46,452
47,1232
48,1215
49,1189
50,1278
51,576
52,2373
53,1183
54,2705
55,1921
56,1188
57,1042
58,2465
59,2468
60,933
61,469
62,1152
63,1215
64,2520
65,1918
66,486
67,491
68,458
69,466
70,624
71,1179
72,2571
73,742
74,1322
75,1364
76,1145
77,496
78,2481
79,2466
80,2392
81,461
82,479
83,1264
84,1359
85,458
86,451
87,1948
88,1329
89,2387
90,1178
91,2626
92,467
93,629
94,2748
95,1266
96,1927
97,737
98,455
99,2477
100,2623
101,2623
102,1278
103,2775
104,1186
105,1250
106,483
107,2621
108,484
109,429
110,1184
111,1168
112,566
113,736
114,2666
115,2437
116,1354
117,2392
118,483
119,2436
120,2655
121,2448
122,2393
123,2623
124,436
125,1213
126,1212
127,482
128,482
129,483
130,483
131,483
132,482
133,482
134,482
135,482
136,1266
137,742
138,432
139,1369
140,2516
141,456
142,748
143,2469
144,429
145,2427
146,1264
147,1197
148,581
149,585
150,1208
151,451
152,487
153,449
154,482
155,2414
156,1186
157,2389
158,466
159,1265
160,465
161,1168
162,2611
163,457
164,1252
165,2394
166,447
167,608
168,2394
169,470
170,471
171,1341
172,350
173,424
174,488
175,961
176,1222
177,2482
178,1236
179,2497
180,1153
181,2567
182,482
183,1232
184,2401
185,757
186,431
187,784
188,2785
189,1266
190,2537
191,432
192,451
193,742
194,1188
195,481
196,1243
197,1938
198,1218
199,618
200,1948
201,560
202,1422
203,2829
204,1224
205,1168
206,2785
207,612
208,2755
209,350
210,454
211,2511
212,623
213,2466
214,2476
215,1351
216,1264
217,2659
218,1211
219,2341
220,485
221,1211
222,1938
223,466
224,2518
225,562
226,2496
227,458
228,2557
229,1190
230,2441
231,1244
232,2498
233,1250
234,432
235,2831
236,581
237,1231
238,763
239,493
240,2470
241,1290
242,1368
243,585
244,1363
245,1163
246,1278
247,1187
248,1157
249,2520
250,480
251,467
252,469
253,2387
254,2597
255,645
256,2394
257,2566
258,489
259,1258
260,1240
261,2708
262,2459
263,1353
264,481
265,764
266,1239
267,2356
268,586
269,1176
270,2434
271,2401
272,449
273,2456
274,1236
275,1244
276,2835
277,2836
278,350
279,790
280,1402
281,483
282,472
283,951
284,1189
285,458
286,457
287,1185
288,1197
289,1237
290,427
291,476
292,2519
293,2400
294,2780
295,470
296,751
297,840
298,1220
299,2829
300,2834
301,2592
302,2473
303,998
304,1196
305,1147
306,2456
307,1945
308,489
309,2561
310,2389
311,1242
312,1324
313,1245
314,591
315,451
316,472
317,2440
318,1947
319,1258
320,1322
321,2485
322,1233
323,2391
324,458
325,1925
326,469
327,2834
328,2823
329,458
330,2519
331,446
332,1190
333,1248
334,483
335,1167
336,1177
337,2470
338,2341
339,2835
340,431
341,471
342,463
343,1921
344,1256
345,2421
346,458
347,2621
348,2477
349,1265
350,2439
351,581
352,1379
353,471
354,456
355,2828
356,2655
357,2577
358,1944
359,2434
360,1250
361,2497
362,1948
363,1243
364,936
365,1277
366,1258
367,361
368,471
369,2798
370,2424
371,878
372,1304
373,1354
374,2834
375,561
376,2561
377,2562
378,1150
379,1166
380,1222
381,933
382,1184
383,562
384,2348
385,2660
386,751
387,459
388,2711
389,2400
390,1256
391,2427
392,444
393,1223
394,813
395,1215
396,2425
397,1939
398,1167
399,2664
