in,Node
1,1428
2,456
3,1364
4,1267
5,1231
6,489
7,2828
8,450
9,1185
10,2785
11,1921
12,1359
13,1317
14,449
15,2498
16,1919
17,2705
18,2648
19,2440
20,2548
21,2377
22,2398
23,995
24,1265
25,1264
26,2827
27,481
28,1188
29,2629
30,925
31,2472
32,1223
33,2428
34,629
35,1185
36,453
37,2580
38,1202
39,451
40,485
41,2655
42,1285
43,1285
44,452
45,1215
46,1184
47,2786
48,1189
49,1278
50,575
51,2373
52,1183
53,1921
54,1252
55,1042
56,2472
57,2468
58,934
59,470
60,1146
61,2453
62,1187
63,2521
64,2452
65,1919
66,486
67,484
68,458
69,1416
70,485
71,623
72,1177
73,2571
74,742
75,1266
76,1365
77,1047
78,496
79,2475
80,2465
81,2355
82,2358
83,476
84,1264
85,1359
86,458
87,451
88,1948
89,1279
90,1369
91,2387
92,1178
93,2628
94,2380
95,629
96,2747
97,1266
98,1928
99,777
100,2477
101,2623
102,1278
103,2616
104,1186
105,1224
106,1251
107,484
108,2631
109,429
110,445
111,1242
112,1168
113,593
114,741
115,2665
116,2437
117,1354
118,2392
119,484
120,2431
121,2655
122,2423
123,2393
124,2623
125,431
126,1213
127,1212
128,482
129,483
130,482
131,482
132,482
133,483
134,482
135,482
136,482
137,1266
138,738
139,449
140,1290
141,2498
142,456
143,1887
144,743
145,2401
146,429
147,2427
148,2434
149,1254
150,1197
151,458
152,585
153,1208
154,451
155,2390
156,449
157,482
158,1210
159,1186
160,2465
161,466
162,1264
163,466
164,1173
165,2602
166,457
167,1252
168,2342
169,445
170,611
171,437
172,1443
173,451
174,1353
175,351
176,423
177,490
178,1193
179,2484
180,1235
181,2497
182,1153
183,2571
184,478
185,2401
186,360
187,430
188,791
189,2785
190,1266
191,2548
192,428
193,451
194,742
195,1188
196,481
197,1247
198,1946
199,1219
200,607
201,1948
202,560
203,1422
204,2829
205,1299
206,1168
207,2785
208,612
209,2755
210,451
211,2564
212,629
213,2461
214,2476
215,1234
216,1264
217,2658
218,1212
219,485
220,1209
221,1946
222,466
223,562
224,2492
225,458
226,2557
227,1191
228,1341
229,1244
230,2498
231,1251
232,432
233,2756
234,576
235,763
236,493
237,2467
238,1290
239,585
240,1360
241,1165
242,1278
243,1186
244,1248
245,2520
246,476
247,465
248,469
249,2387
250,2597
251,645
252,2567
253,489
254,1258
255,1240
256,2708
257,2459
258,1353
259,481
260,1239
261,562
262,1177
263,2433
264,2401
265,449
266,1355
267,2456
268,1236
269,1313
270,2441
271,1185
272,2835
273,2830
274,478
275,350
276,789
277,1438
278,489
279,472
280,961
281,1189
282,457
283,586
284,2541
285,2438
286,951
287,2504
288,2780
289,436
290,1219
291,2829
292,2834
293,2590
294,2473
295,998
296,961
297,1146
298,1940
299,489
300,2561
301,2389
302,1242
303,1327
304,1244
305,591
306,451
307,472
308,2440
309,1972
310,1258
311,2390
312,1322
313,1210
314,2485
315,814
316,1233
317,2398
318,1925
319,436
320,2834
321,2747
322,458
323,2580
324,446
325,469
326,1190
327,1248
328,483
329,1167
330,1177
331,2475
332,2345
333,2835
334,429
335,481
336,463
337,1238
338,1887
339,1254
340,2441
341,458
342,2618
343,490
344,1265
345,2436
346,2561
347,581
348,1347
349,471
350,456
351,2749
352,2655
353,2580
354,1945
355,2573
356,2435
357,1245
358,620
359,2497
360,1244
361,932
362,1284
363,1256
364,471
365,2787
366,2424
367,876
368,814
369,1261
370,1353
371,2834
372,561
373,2561
374,2566
375,1150
376,1166
377,1222
378,933
379,1238
380,548
381,2348
382,2456
383,469
384,460
385,2735
386,1250
387,2400
388,1258
389,1432
390,2427
391,444
392,1224
393,813
394,1216
395,2425
396,1938
397,1157
398,2663
399,487
400,2476
401,1217
402,1359
403,1351
404,1176
405,465
406,1037
407,1173
408,1374
409,2459
410,1926
411,2787
412,1188
413,769
414,1188
415,458
416,1924
417,2831
418,1374
419,1361
420,2447
421,1352
422,2524
423,2595
424,1352
425,1162
426,2525
427,2398
428,1082
429,824
430,1208
431,623
432,432
433,922
434,2502
435,1925
436,1359
437,482
438,1248
439,451
440,2401
441,2387
442,2775
443,2550
444,2548
445,488
446,2553
447,1216
448,2502
449,1163
450,930
451,1188
452,1265
453,642
454,1354
455,2557
456,580
457,1225
458,2399
459,480
460,2498
461,2835
462,942
463,2447
464,2709
465,1439
466,491
467,2831
468,1045
469,1133
470,2471
471,2385
472,2525
473,609
474,2439
475,975
476,2391
477,1187
478,452
479,2501
480,2573
481,1245
482,484
483,2403
484,995
485,442
486,1192
487,1359
488,467
489,1148
490,746
491,1908
492,561
493,1217
494,2400
495,1359
496,455
497,1248
498,1157
499,455
500,2472
501,2567
502,562
503,481
504,2521
505,2427
506,1361
507,1184
508,1236
509,2426
510,1980
511,1166
512,352
513,462
514,2377
515,2596
516,2661
517,428
518,1182
519,1163
520,1176
521,471
522,1920
523,1156
524,457
525,350
526,477
527,2582
528,350
529,2831
530,480
531,1216
532,1157
533,2457
534,946
535,451
536,1204
537,496
538,482
539,2595
540,1235
541,470
542,1225
543,1182
544,921
545,1940
546,1148
547,2433
548,1265
549,473
550,2468
551,450
552,1947
553,1329
554,2827
555,1165
556,2597
557,1926
558,2437
559,1277
560,596
561,1909
562,1232
563,2584
564,1131
565,1223
566,1089
567,426
568,1235
569,2395
570,2524
571,1249
572,1188
573,1329
574,2500
575,1253
576,432
577,818
578,1152
579,1145
580,2834
581,826
582,1918
583,479
584,1167
585,1264
586,2742
587,1939
588,1225
589,482
590,494
591,651
592,1245
593,481
594,1280
595,2618
596,2500
597,1371
598,1187
599,482
600,1157
601,450
602,2400
603,2519
604,2469
605,911
606,2404
607,882
608,1256
609,1168
610,777
611,2562
612,430
613,446
614,1183
615,736
616,2723
617,2784
