0.0,29.68,2.48,7.08,3.82,31.03,5.5,22.64,4.69,16.9,13.21,17.64,16.15,4.25,23.67,5.48,23.28,3.0,6.74,21.54,4.88,21.04,9.95,8.0,22.5,8.24,26.66,13.51,32.18,6.75,5.78,20.57,2.97,18.78,20.11,22.43,9.57,9.58,3.16,25.87,5.49,20.77,3.49,27.56,8.41,27.48,9.56,25.36,23.01,27.12,31.79,26.74,23.54
30.1,0.0,31.06,35.33,31.78,6.27,22.34,28.58,21.74,15.35,19.99,23.94,16.67,21.98,9.56,27.2,11.09,27.18,27.55,41.69,31.86,19.75,32.52,22.83,6.68,28.1,6.43,35.57,3.6,32.63,32.52,20.75,30.99,9.17,8.65,16.78,33.75,29.5,30.48,46.03,26.79,9.37,23.13,8.33,34.3,7.95,35.45,5.97,5.47,13.01,4.64,2.42,6.38
2.69,31.06,0.0,4.6,1.33,33.33,6.65,22.11,7.44,19.2,12.69,17.11,15.62,8.01,25.97,4.95,25.58,5.3,6.21,20.43,3.13,20.52,8.84,10.3,26.47,6.55,28.07,12.4,34.48,4.56,4.02,20.04,2.93,21.08,22.41,24.73,8.46,8.47,2.94,24.76,4.96,23.07,6.56,28.97,4.85,28.89,8.45,26.77,25.31,29.42,33.2,28.71,24.92
7.08,34.63,4.92,0.0,3.63,39.97,10.23,25.68,11.01,23.59,16.26,17.44,19.19,10.28,30.36,8.52,29.97,9.69,6.54,14.9,3.18,24.09,3.26,14.69,30.05,5.99,31.64,6.79,41.12,2.22,2.45,23.61,7.14,25.47,26.8,29.12,2.28,3.54,7.33,19.23,8.54,29.66,9.66,32.55,0.57,32.46,2.27,30.34,31.92,33.81,36.77,32.28,28.49
3.8,31.93,1.48,3.63,0.0,34.66,7.53,22.98,8.31,20.53,13.56,17.98,16.49,8.88,27.3,5.82,26.91,6.63,4.57,18.31,1.83,21.39,6.72,11.63,27.35,5.24,28.94,10.2,35.81,3.26,2.71,20.91,3.84,22.4,23.73,26.06,6.34,6.3,4.26,22.64,5.84,24.39,7.43,29.85,3.89,29.76,6.33,27.64,26.63,30.75,34.07,29.58,25.79
31.68,5.46,33.3,37.9,34.64,0.0,25.76,34.12,25.16,16.79,25.53,29.47,22.2,25.4,9.92,32.73,11.45,28.76,33.08,47.23,37.4,25.28,38.05,24.41,12.78,33.63,10.61,41.1,4.26,38.17,38.05,26.28,32.57,13.93,14.42,17.14,39.28,35.04,32.06,51.56,32.32,14.9,28.23,11.3,39.83,10.92,40.98,19.45,10.5,13.37,5.64,7.88,11.92
7.15,22.56,6.82,11.09,7.54,25.74,0.0,20.27,0.81,9.79,10.85,15.27,13.78,1.37,18.38,1.88,17.99,8.83,3.91,23.19,7.63,18.68,11.6,5.71,15.39,5.56,19.54,15.08,26.89,8.4,8.28,18.2,8.52,14.53,13.0,21.95,11.22,8.64,8.1,27.52,3.12,13.65,1.92,20.45,10.06,20.36,11.21,18.24,17.72,21.83,24.68,19.63,16.42
22.65,28.65,22.32,26.59,23.04,33.99,19.75,0.0,20.54,26.55,12.6,9.22,13.21,21.1,30.02,18.46,31.55,25.97,18.81,32.93,23.13,4.71,23.76,25.85,24.07,19.36,25.66,26.8,35.14,23.9,23.78,4.24,24.02,31.62,24.71,37.24,26.72,20.74,23.6,37.26,18.05,23.68,21.37,26.57,25.56,26.48,26.71,24.36,25.94,33.46,30.79,26.3,22.51
5.15,21.96,7.6,11.04,8.32,25.14,0.81,21.06,0.0,9.19,11.63,16.05,14.57,0.41,17.78,2.25,17.39,8.02,4.7,23.07,7.58,19.46,11.55,5.12,14.79,6.34,18.94,15.03,26.29,8.35,8.23,18.99,9.3,13.93,12.4,21.14,11.17,11.18,8.89,27.4,3.91,13.05,1.64,19.85,10.01,19.77,11.16,17.64,17.12,21.23,24.08,19.03,15.82
17.74,16.51,19.36,23.96,20.7,16.76,9.99,26.37,9.39,0.0,17.78,21.72,14.45,9.63,9.41,11.43,9.01,14.82,13.88,39.57,22.33,17.53,27.98,10.47,6.41,15.52,12.86,34.02,17.92,24.78,24.67,18.53,18.63,5.55,4.02,16.63,27.61,27.61,18.11,43.9,13.09,3.78,10.78,13.76,24.22,13.68,27.59,11.56,8.74,12.85,20.42,12.94,9.74
13.22,20.3,12.89,16.39,13.61,25.64,10.32,13.02,11.11,18.21,0.0,4.16,4.25,11.67,21.67,9.04,23.2,16.54,9.39,22.3,13.7,8.07,13.13,16.42,15.72,9.94,17.31,16.17,26.8,14.47,14.36,10.95,14.59,23.27,16.37,28.89,14.36,10.11,14.18,26.63,8.62,15.33,11.94,18.22,16.13,18.14,14.52,16.01,17.6,25.12,22.45,17.95,14.17
17.48,23.91,17.15,17.27,17.87,29.25,14.58,9.23,15.36,21.81,4.13,0.0,8.47,15.93,25.28,13.29,26.81,20.79,13.64,23.18,17.95,7.64,14.0,20.67,19.32,12.15,20.92,17.05,30.4,17.56,18.01,7.16,18.85,26.88,19.97,32.5,15.23,10.99,18.43,27.51,12.88,18.94,16.19,21.83,17.63,21.74,15.4,19.62,21.2,28.72,26.05,21.56,17.77
15.74,16.9,15.41,19.68,16.13,22.24,12.84,12.94,13.62,14.81,4.35,8.29,0.0,14.19,18.27,11.55,19.8,19.06,11.9,26.05,16.22,5.93,16.87,22.29,12.32,12.45,13.91,19.92,23.39,16.98,16.87,6.93,17.11,19.87,12.96,25.49,18.1,13.86,16.69,30.38,11.14,11.93,14.46,14.82,18.65,14.73,19.8,12.61,14.19,21.72,19.05,14.55,10.76
4.6,22.27,7.47,11.0,8.19,25.44,1.44,21.69,0.44,9.5,12.27,16.69,15.2,0.0,18.09,2.88,17.7,7.47,5.33,23.02,7.53,20.1,11.5,4.54,15.09,6.98,19.25,14.98,26.6,8.3,8.19,19.62,9.17,14.23,12.71,20.59,11.13,11.13,7.04,27.36,4.54,13.36,1.1,20.16,9.97,20.07,11.12,17.95,17.42,21.54,24.38,19.33,16.13
24.1,9.96,25.72,30.32,27.06,10.21,18.17,30.18,17.57,9.2,21.59,25.54,18.27,17.81,0.0,19.62,2.24,21.18,29.15,43.29,28.69,21.34,34.12,16.83,8.84,29.7,16.81,37.16,11.36,31.14,31.03,22.34,24.99,6.34,8.74,8.08,33.97,31.1,24.47,47.62,28.39,9.4,20.64,17.72,30.58,17.64,33.95,15.51,4.15,4.3,13.87,9.82,7.98
5.41,27.48,5.08,9.35,5.8,32.82,1.88,18.53,2.25,11.23,9.11,13.53,12.04,2.81,19.83,0.0,19.43,8.72,2.63,21.45,5.89,16.94,9.86,7.16,16.83,4.14,24.49,13.34,33.97,6.65,6.54,16.46,6.78,15.97,14.44,22.79,9.48,9.49,6.36,25.78,1.38,15.09,3.02,25.39,8.32,25.31,9.47,23.19,24.77,23.27,29.62,25.13,21.34
23.98,11.15,25.61,30.2,26.94,11.4,18.06,31.37,17.46,9.09,22.78,26.72,19.46,17.7,2.24,19.5,0.0,21.06,21.95,44.48,28.58,22.53,34.23,16.71,6.34,30.88,18.0,38.35,12.55,31.03,30.91,23.53,24.88,6.23,7.17,5.94,33.85,33.86,24.36,48.81,21.16,7.79,20.53,18.91,30.46,18.82,33.84,16.7,4.24,3.76,15.06,11.01,9.17
3.65,27.49,5.27,9.87,6.61,28.85,10.52,25.97,6.34,14.72,16.55,20.97,19.48,5.9,21.49,8.82,21.1,0.0,10.07,25.48,8.25,24.38,13.9,5.82,20.32,11.58,24.48,19.93,30.0,10.69,10.58,23.91,4.54,16.6,17.93,20.25,13.52,13.53,4.03,29.82,8.83,18.59,5.14,25.38,10.13,25.3,13.51,23.18,20.83,24.94,29.61,24.56,21.36
6.82,27.73,6.49,7.05,4.56,33.07,3.91,18.79,4.7,13.68,9.37,13.79,12.3,5.26,29.11,2.62,21.88,10.13,0.0,19.15,3.87,17.2,6.13,9.61,23.15,1.11,24.75,11.04,34.23,4.36,4.14,16.72,8.19,18.42,16.89,25.55,7.18,4.73,7.77,23.48,1.24,22.76,5.53,25.65,6.02,25.57,7.17,23.45,25.03,32.55,29.88,25.38,21.6
21.49,41.81,20.53,15.11,18.44,47.15,22.81,32.84,23.59,39.72,22.49,23.07,26.37,22.85,43.18,21.1,44.71,25.82,19.12,0.0,16.76,29.58,12.9,27.57,37.23,18.57,38.82,14.77,48.3,15.41,15.86,30.77,23.88,38.35,37.87,41.16,13.01,15.01,23.46,5.05,21.11,36.84,22.24,39.73,15.48,39.64,13.05,37.52,39.1,46.63,43.96,39.46,35.67
4.93,31.62,3.13,3.18,1.83,36.96,7.22,22.67,8.0,16.99,13.25,17.67,16.18,7.27,27.66,5.51,27.27,8.49,3.87,16.43,0.0,21.08,4.84,11.98,27.04,3.44,28.63,8.32,38.11,1.45,0.91,20.6,5.55,22.76,20.2,25.57,4.46,4.49,6.13,20.76,5.52,26.65,6.65,29.54,2.61,29.45,4.45,27.33,28.91,31.1,33.76,29.27,25.48
21.03,19.7,20.7,24.97,21.43,25.04,18.13,4.72,18.92,17.61,8.23,7.61,5.91,19.48,21.07,16.85,22.6,24.35,17.2,29.93,21.51,0.0,20.76,25.09,15.12,17.75,16.71,23.8,26.19,22.28,22.17,1.84,22.4,22.67,15.76,28.29,25.1,17.74,21.99,34.26,16.44,14.73,19.75,17.62,23.94,17.53,25.09,15.41,16.99,24.52,21.85,17.35,13.56
9.75,32.98,8.79,3.26,6.71,38.32,11.07,24.01,11.86,20.84,13.66,14.24,17.54,11.12,34.35,9.37,31.12,14.09,7.38,13.0,5.03,20.75,0.0,15.84,28.4,6.83,29.99,4.94,39.48,3.67,4.13,21.95,12.14,26.61,29.04,29.42,1.4,2.0,11.72,17.34,9.38,28.01,10.5,30.9,3.28,30.82,1.39,28.69,30.27,37.8,35.13,30.63,26.84
8.39,23.06,10.01,14.61,11.35,24.42,5.74,30.71,5.14,10.29,21.29,25.71,21.64,4.58,17.06,7.18,16.67,5.47,14.81,30.22,12.98,24.72,18.63,0.0,15.89,16.32,20.05,24.67,25.57,15.43,15.32,28.64,9.28,12.17,13.5,17.38,18.26,18.26,8.76,34.55,13.57,14.16,4.7,20.95,14.87,20.87,18.25,18.75,16.4,20.51,25.18,20.13,16.93
23.77,6.87,26.5,30.76,27.22,12.22,15.67,24.02,15.07,6.7,15.43,19.38,12.11,15.31,8.26,22.64,8.26,20.85,22.99,37.13,27.3,15.18,27.96,16.5,0.0,23.54,10.65,31.0,13.38,28.07,27.96,16.19,24.67,4.73,2.19,15.48,29.19,24.94,24.15,41.47,22.23,2.66,16.46,11.56,29.74,11.48,30.88,9.35,2.55,11.7,10.0,5.12,1.55
8.3,28.24,7.97,6.52,5.24,33.58,5.56,19.29,6.34,14.0,9.87,11.78,12.8,6.91,29.61,4.11,22.2,11.62,1.11,18.62,3.44,17.7,5.69,11.25,23.66,0.0,25.25,10.51,34.73,3.78,3.71,17.23,9.67,18.73,17.2,27.03,6.65,3.8,9.25,22.95,2.28,23.27,7.02,26.16,5.49,26.07,6.64,23.95,25.53,33.06,30.39,25.89,22.1
26.67,7.34,28.3,31.91,29.63,19.36,18.91,25.17,18.31,11.92,16.58,20.52,13.26,18.55,15.39,23.79,16.92,23.75,24.14,38.28,28.45,16.33,29.11,19.4,9.44,24.69,0.0,32.15,7.2,29.22,29.11,17.33,27.57,16.98,10.84,22.61,30.34,26.09,27.05,42.61,23.37,9.96,19.71,1.96,30.88,2.73,32.03,1.68,11.31,18.84,7.51,4.56,7.88
15.28,32.33,14.31,8.9,12.23,37.67,16.59,23.37,17.38,30.24,13.01,13.59,16.9,16.64,33.7,14.89,35.23,19.61,12.91,16.92,10.55,20.1,5.64,21.36,27.75,12.36,29.34,0.0,38.83,9.2,9.65,21.3,17.66,35.3,28.4,40.92,6.87,6.2,17.25,21.25,14.9,27.36,16.03,30.25,9.26,30.17,7.03,28.04,29.63,37.15,34.48,29.98,26.2
32.96,2.79,34.58,37.35,35.92,4.26,24.35,30.61,23.75,18.07,22.02,25.96,18.69,23.99,11.2,29.22,12.73,30.04,29.57,43.72,33.89,21.77,34.54,25.69,14.05,30.12,7.2,37.59,0.0,34.65,34.54,22.77,33.85,15.21,11.16,18.42,35.77,31.53,33.34,48.05,28.81,16.18,25.14,7.89,36.32,5.59,37.47,8.51,7.98,14.65,2.12,4.97,13.2
7.69,32.39,4.57,2.22,3.26,37.73,7.99,23.45,8.78,17.76,14.02,17.73,16.95,8.04,28.43,6.29,28.04,11.01,4.31,15.27,1.45,21.85,3.68,12.76,27.81,3.76,29.4,7.16,38.89,0.0,0.72,21.38,9.06,23.53,20.97,26.34,3.31,3.08,8.64,19.6,6.3,27.42,7.42,30.31,1.65,30.23,3.29,28.1,29.68,31.88,34.54,30.04,26.25
5.84,32.35,4.02,2.45,2.71,37.69,7.95,23.41,8.74,17.73,13.99,18.19,16.92,8.0,28.39,6.25,28.0,9.0,4.14,15.73,0.91,21.82,4.14,12.72,27.77,3.71,29.37,7.62,38.85,0.72,0.0,21.34,6.44,23.5,20.93,26.31,3.76,3.78,6.63,20.06,6.26,27.38,7.39,30.27,1.88,30.19,3.75,28.07,29.65,31.84,34.5,30.0,26.22
20.56,20.7,20.23,24.5,20.95,26.04,17.66,4.25,18.44,18.61,10.5,7.13,6.91,19.01,22.07,16.37,23.6,23.88,16.72,30.84,21.04,1.84,21.67,26.09,16.12,17.27,17.71,24.71,27.2,21.8,21.69,0.0,21.93,23.67,16.76,29.29,24.63,18.65,21.51,35.17,15.96,15.73,19.28,18.62,23.47,18.54,24.62,16.41,17.99,25.52,22.85,18.35,14.56
2.97,31.01,2.72,7.32,4.06,32.36,8.03,23.48,8.82,18.23,14.06,18.48,16.99,7.12,25.0,6.33,24.61,4.33,7.58,22.99,5.53,21.89,11.41,9.33,23.83,9.09,27.99,15.56,33.51,8.2,6.41,21.42,0.0,20.11,21.44,23.76,11.03,11.04,0.44,27.33,6.34,22.1,6.36,28.89,7.57,28.81,11.02,26.69,24.34,28.45,33.12,28.07,24.87
19.68,12.92,21.3,25.9,22.64,13.16,14.25,31.17,13.65,5.28,22.58,26.53,19.26,13.89,5.81,15.7,5.42,16.76,18.14,41.51,24.27,22.34,29.92,12.41,4.72,19.79,17.66,35.96,14.32,26.72,26.61,23.34,20.57,0.0,4.24,7.36,29.55,29.55,20.05,45.84,17.35,4.57,16.22,18.57,26.16,18.49,29.53,16.36,5.14,9.25,16.83,12.78,6.23
20.82,8.84,22.45,27.04,23.78,15.93,13.07,24.75,12.47,4.1,16.15,20.1,12.83,12.71,8.57,14.52,8.18,17.9,16.96,37.86,25.42,15.91,28.68,13.55,2.19,24.26,11.58,31.73,17.08,27.87,27.75,16.91,21.72,4.25,0.0,15.79,30.69,25.67,21.2,42.19,16.17,1.33,13.87,12.48,27.3,12.4,30.68,10.28,4.08,12.02,11.64,6.76,3.19
22.69,17.01,24.32,28.91,25.65,17.26,21.73,37.23,20.92,11.57,28.64,32.59,25.32,20.53,8.32,22.42,6.0,19.77,29.12,44.53,27.29,28.39,32.94,17.68,15.89,30.62,23.86,38.97,18.41,29.74,29.62,29.4,23.59,7.37,10.16,0.0,32.56,32.57,23.07,48.86,27.87,10.78,19.67,24.77,29.17,24.69,32.55,22.56,13.14,8.38,20.92,16.88,15.03
