in,Node
1,1428
2,2778
3,2785
4,1188
5,2596
6,1186
7,2631
8,2623
9,2623
10,2629
11,2524
12,2525
13,2524
14,2523
15,2516
16,2520
17,2517
18,2525
19,2787
20,1183
21,2595
22,2595
23,2521
24,2593
25,2595
26,2568
27,2571
28,2567
29,2627
30,2567
31,2562
32,2568
33,2552
34,2562
35,2551
36,2548
37,495
38,2561
39,2544
40,2561
41,1247
42,494
43,484
44,480
45,494
46,2787
47,1185
48,2526
49,2496
50,2511
51,2485
52,2482
53,2482
54,491
55,1042
56,491
57,483
58,483
59,484
60,489
61,489
62,489
63,489
64,476
65,473
66,472
67,1184
68,469
69,469
70,477
71,476
72,2787
73,1182
74,471
75,478
76,470
77,471
78,486
79,482
80,482
81,482
82,478
83,478
84,485
85,481
86,481
87,2787
88,2474
89,488
90,486
91,488
92,2467
93,2475
94,2470
95,2467
96,2472
97,2472
98,1247
99,2517
100,2503
101,2498
102,2504
103,2498
104,2476
105,2476
106,2476
107,2502
108,2500
109,2501
110,2469
111,2497
112,2472
113,2472
114,2472
115,2469
116,1244
117,2573
118,2581
119,2590
120,2591
121,2434
122,2582
123,2582
124,1248
125,2572
126,2459
127,1248
128,2610
129,2616
130,2457
131,2456
132,2439
133,2440
134,2435
135,2435
136,2434
137,2400
138,2433
139,2431
140,2437
141,2426
142,2432
143,2456
144,2427
145,2426
146,2430
147,2442
148,2399
149,2401
150,2389
151,2391
152,2464
153,468
154,467
155,2380
156,2386
157,1145
158,1148
159,2382
160,2389
161,2385
162,2385
163,2398
164,1157
165,2401
166,2400
167,1157
168,2387
169,2387
170,2385
171,2387
172,2373
173,2377
174,2377
175,1153
176,2377
177,1153
178,2369
179,481
180,481
181,458
182,458
183,485
184,485
185,481
186,481
187,471
188,451
189,458
190,1146
191,466
192,465
193,466
194,465
195,1132
196,466
197,1131
198,458
199,458
200,458
201,457
202,451
203,457
204,449
205,451
206,469
207,436
208,449
209,469
210,469
211,469
212,431
213,449
214,451
215,1168
216,451
217,451
218,454
219,450
220,428
221,448
222,428
223,430
224,429
225,425
226,447
227,443
228,424
229,429
230,443
231,1166
232,446
233,2403
234,2352
235,2343
236,350
237,453
238,456
239,455
240,455
241,352
242,455
243,459
244,461
245,455
246,459
247,2348
248,452
249,2394
250,2394
251,2392
252,2392
253,2355
254,2394
255,2450
256,763
257,2441
258,2425
259,2404
260,925
261,2421
262,2421
263,2403
264,2833
265,2834
266,2834
267,2837
268,2829
269,2834
270,2829
271,2829
272,2829
273,2828
274,2745
275,2749
276,2831
277,2831
278,2831
279,2754
280,2755
281,2743
282,2743
283,2738
284,2737
285,2736
286,2726
287,2667
288,2667
289,2646
290,2657
291,2661
292,2660
293,2658
294,2657
295,2664
296,2663
297,777
298,2655
299,922
300,1233
301,2356
302,2712
303,2708
304,744
305,1363
306,1358
307,735
308,827
309,2709
310,2734
311,1422
312,747
313,1939
314,1948
315,1939
316,1948
317,2827
318,2835
319,1948
320,1948
321,2830
322,817
323,1972
324,1979
325,1945
326,1945
327,1929
328,1940
329,1925
330,1926
331,1924
332,1919
333,1916
334,2786
335,1919
336,1918
337,1910
338,1921
339,1920
340,1921
341,1887
342,1911
343,2776
344,1868
345,1439
346,1927
347,1420
348,1432
349,1378
350,2778
351,1364
352,1364
353,1359
354,1360
355,1359
356,1358
357,1352
358,1354
359,1354
360,1361
361,1354
362,1342
363,1351
364,1354
365,1354
366,1353
367,1341
368,1342
369,998
370,1214
371,995
372,1236
373,576
374,1233
375,1232
376,1232
377,1232
378,1236
379,1236
380,1235
381,1352
382,1235
383,1232
384,1213
385,1231
386,1211
387,1211
388,1231
389,1222
390,1235
391,1234
392,2787
393,1210
394,975
395,1209
396,934
397,933
398,933
399,933
400,933
401,1194
402,1206
403,1204
404,1212
405,1196
406,644
407,1203
408,1194
409,1202
410,2785
411,1202
412,1181
413,1192
414,962
415,961
416,1192
417,1317
418,1314
419,1230
420,1220
421,1220
422,1218
423,1221
424,1225
425,1227
426,1224
427,2622
428,1216
429,620
430,623
431,1215
432,629
433,1300
434,629
435,1337
436,1313
437,1321
438,1371
439,1329
440,1322
441,1329
442,1374
443,1369
444,1280
445,1278
446,1266
447,1266
448,573
449,1266
450,1278
451,1285
452,1277
453,1265
454,1264
455,1264
456,1264
457,1264
458,1303
459,1189
460,1223
461,1187
462,1189
463,1189
464,1257
465,1256
466,1258
467,585
468,1188
469,1256
470,1189
471,1188
472,1187
473,1186
474,1188
475,1252
476,1256
477,1177
478,1177
479,1177
480,1177
481,912
482,1176
483,1176
484,561
485,913
486,1180
487,1190
488,1190
489,1190
490,914
491,1188
492,2561
493,2502
494,1248
495,2473
496,1943
497,1187
498,2500
499,448
500,1322
501,1243
502,1187
503,492
504,2427
505,2456
506,484
507,1165
508,1278
509,1231
510,2521
511,1188
512,2535
513,2597
514,427
515,1263
516,1210
517,458
518,2577
519,814
520,2439
521,2787
522,478
523,457
524,2656
525,1280
526,2709
527,430
528,2439
529,1179
530,442
531,1237
532,2661
533,480
534,490
535,493
536,2584
537,2665
538,1926
539,469
540,961
541,746
542,452
543,946
544,1237
545,1921
546,456
547,2497
548,1939
549,2622
550,1210
551,2444
552,472
553,1202
554,2785
555,1443
556,1222
557,1432
558,2525
559,642
560,2453
561,2472
562,1146
563,1354
564,2749
565,2785
566,2778
567,1220
568,882
569,2660
570,587
571,458
572,2787
573,2786
574,1177
575,1925
576,2372
577,2473
578,2433
579,1224
580,2567
581,1918
582,2457
583,738
584,2459
585,476
586,1938
587,1225
588,1215
589,2743
590,495
591,482
592,2662
593,1267
594,457
595,734
596,951
597,2834
598,1352
