0.0,28.94,2.72,8.92,7.93,34.98,12.57,17.63,1.43,23.63,26.64,23.96,3.45,23.19,23.11,21.23,22.08,22.26,7.29,27.1,22.0,32.03,6.96,5.8,20.19,29.35,7.35,2.73,23.43,9.44,15.31,4.72,8.03,5.3,3.32,27.17,7.08,27.29,6.45,9.66,2.99,2.62,26.5,24.47,26.59,23.91
29.56,0.0,30.75,34.27,32.16,10.82,18.8,23.6,28.46,9.3,3.31,10.57,26.76,4.36,7.49,40.84,7.98,6.36,27.63,7.54,5.61,3.94,32.3,32.17,25.6,9.78,25.2,26.4,5.75,33.09,20.71,26.5,35.76,22.53,22.58,7.66,34.13,6.74,26.44,35.01,29.28,28.68,11.74,44.09,2.43,5.91
2.67,30.2,0.0,5.19,9.83,37.26,11.92,16.99,3.07,25.9,28.92,26.23,5.73,27.67,24.37,19.88,23.34,24.54,5.06,28.39,24.28,34.3,5.61,3.68,19.55,30.65,6.71,5.21,24.69,8.1,14.66,4.08,5.59,5.39,6.32,28.46,4.64,28.58,5.8,8.32,1.29,3.62,28.78,23.12,28.18,25.17
7.59,33.37,5.17,0.0,17.27,43.4,15.1,17.47,10.52,30.1,35.06,30.43,13.17,30.84,27.54,14.07,26.51,29.91,5.42,31.57,28.48,40.45,1.5,1.74,22.72,33.82,7.75,8.22,27.86,1.64,16.79,7.25,3.2,8.35,9.02,31.64,0.54,31.76,8.97,1.85,5.23,7.16,32.98,17.31,31.35,28.34
7.82,30.94,9.95,17.3,0.0,36.98,20.34,25.4,6.99,26.65,28.64,24.85,3.67,25.18,25.11,28.81,24.07,24.26,15.06,29.1,24.0,34.02,15.34,15.21,27.96,31.35,15.12,10.27,25.43,17.83,23.08,12.49,15.36,12.03,10.28,29.17,14.3,29.29,14.22,18.04,10.31,9.98,25.77,32.05,28.59,25.91
35.77,11.01,37.64,44.43,38.38,0.0,28.97,33.77,34.68,14.4,9.97,15.67,32.97,14.02,17.65,51.01,18.15,17.25,37.79,14.73,15.27,6.7,42.47,42.34,35.76,13.06,35.36,32.62,17.48,43.25,30.88,36.66,42.32,30.58,32.63,16.83,41.99,12.46,36.6,45.17,37.99,38.84,16.84,54.25,12.11,16.07
12.58,18.92,12.49,16.0,20.44,28.95,0.0,4.6,13.68,21.41,20.6,22.68,16.34,16.38,13.09,22.38,12.05,15.46,9.36,17.11,17.63,25.99,14.04,13.91,9.55,19.36,6.93,11.47,13.41,14.62,2.14,8.23,17.29,9.58,11.18,17.18,15.87,17.3,8.17,14.94,11.02,10.41,23.85,25.62,16.89,13.89
17.82,23.46,17.73,17.31,25.68,33.49,4.66,0.0,18.93,25.95,25.15,27.22,21.58,20.92,17.63,23.43,16.6,20.0,14.61,21.65,22.17,30.54,18.34,18.39,6.37,23.91,12.18,16.71,17.95,15.68,2.53,13.47,18.35,14.82,16.42,21.72,18.57,21.84,13.42,15.99,16.26,15.66,28.4,26.68,21.43,18.43
1.3,28.28,3.37,10.73,6.08,34.33,13.76,18.82,0.0,22.97,25.98,23.3,2.8,22.53,22.45,23.03,21.42,21.61,8.49,26.45,21.35,31.37,8.77,8.63,21.39,28.7,8.55,4.54,22.77,11.25,16.5,5.92,8.06,7.23,4.55,26.52,7.73,26.64,7.64,11.47,3.73,3.65,25.85,26.28,25.94,23.25
24.19,9.3,26.05,33.41,26.79,14.48,21.26,26.06,23.09,0.0,6.14,2.69,21.39,4.62,9.95,43.3,10.44,9.55,30.09,17.58,5.25,11.53,31.44,31.31,28.06,19.83,27.66,21.03,9.77,33.93,23.17,28.96,30.74,19.0,21.04,17.65,30.41,17.77,19.91,34.15,26.41,23.56,4.07,46.55,10.2,8.37
27.51,3.31,29.37,36.17,30.11,9.8,20.71,25.51,26.41,6.13,0.0,7.4,24.71,5.76,9.39,42.75,9.89,8.99,29.53,17.02,7.01,5.56,34.21,34.07,27.5,19.27,27.1,24.35,9.22,34.99,22.61,28.4,34.06,22.32,24.36,17.09,33.73,9.94,28.34,36.91,29.73,30.58,8.58,45.99,5.63,7.81
24.65,10.37,26.52,33.88,23.91,15.55,22.33,27.12,23.56,2.69,7.2,0.0,21.85,5.49,11.01,44.36,11.51,6.78,31.15,18.64,5.2,12.59,31.91,31.78,29.12,20.89,28.72,21.5,10.84,34.4,24.23,21.51,31.21,19.47,21.51,18.71,30.88,18.83,20.38,34.62,26.88,24.03,2.5,47.61,11.26,9.43
4.36,26.87,6.22,13.58,3.8,32.92,16.61,21.67,3.26,21.56,24.57,21.89,0.0,21.12,21.05,25.88,20.01,20.2,11.34,25.04,19.94,29.96,11.61,11.48,24.23,27.29,11.4,5.08,21.36,14.1,19.35,8.77,10.91,6.83,5.09,25.11,10.58,25.23,10.49,14.32,6.58,4.93,24.44,29.12,24.53,21.84
23.87,4.35,25.73,32.13,26.47,13.9,16.66,21.46,22.77,4.62,5.55,5.48,21.07,0.0,5.35,38.7,5.84,2.76,25.49,12.98,1.28,10.94,30.16,30.03,23.46,15.23,23.06,20.71,5.17,30.95,18.57,24.36,33.62,20.39,20.72,13.05,31.99,13.17,24.3,32.87,27.14,26.54,8.8,41.95,5.1,3.77
23.63,7.61,24.82,28.34,26.23,17.64,12.87,17.67,22.53,10.1,9.29,11.37,20.83,4.09,0.0,34.91,1.03,2.06,21.7,9.19,4.27,14.68,26.37,26.24,19.67,11.44,19.27,20.47,2.04,27.16,14.78,20.57,29.83,16.6,16.65,9.26,28.2,9.38,20.51,29.08,23.36,22.75,12.54,38.16,5.48,1.58
21.18,40.76,19.86,14.28,30.06,50.79,22.41,23.31,23.3,43.25,42.45,44.52,25.96,38.22,34.93,0.0,33.9,37.3,18.2,38.95,39.47,47.84,15.31,15.36,30.09,41.21,20.54,21.01,35.25,12.58,22.63,20.03,15.19,21.14,21.81,39.02,15.54,39.14,21.76,12.9,19.08,19.95,45.7,4.12,38.73,35.73
