0.0,28.76,16.36,9.15,32.66,8.15,20.18,5.03,9.88,8.41,32.01,29.77,5.44,7.8,34.7,30.06,17.8,15.93,4.46,23.52,5.23,25.63,3.41,6.73,21.28,4.78,19.37,20.72,22.48,7.26,25.98,21.72,4.74,7.14,28.55,16.41,18.28,30.36,7.2,20.85,22.08,3.96,8.78,15.62,25.29,5.3,22.01,3.3,26.57,8.55,20.59,9.8,2.98,2.43,26.1,24.5,27.76,18.43
29.63,0.0,17.74,35.79,8.59,35.71,41.09,27.66,27.56,30.93,6.11,10.33,23.65,31.88,6.44,7.81,25.07,18.42,23.06,7.72,27.71,12.14,26.79,28.3,42.2,32.83,22.07,9.6,7.97,28.89,7.71,6.05,26.65,33.78,4.0,21.81,37.0,12.46,25.97,9.37,14.74,24.2,35.42,22.33,46.2,27.93,9.46,25.99,8.74,35.19,17.24,36.44,31.12,29.94,10.3,45.42,3.17,14.02
15.94,17.77,0.0,19.59,20.23,19.51,24.89,11.46,11.36,14.73,23.54,17.35,13.23,22.42,26.23,17.63,8.87,0.72,14.1,18.44,11.51,22.85,19.67,12.1,26.0,16.63,6.91,9.94,12.6,12.69,13.56,15.87,18.11,17.58,20.08,5.13,20.8,17.93,9.77,9.71,25.46,14.9,19.22,6.13,30.0,11.73,12.14,14.72,14.15,18.99,27.96,20.24,14.92,13.74,21.02,29.22,15.38,17.78
7.3,35.01,19.24,0.0,37.48,2.77,13.24,7.91,6.12,3.22,40.79,34.59,10.25,13.07,43.48,34.88,17.73,18.81,11.13,30.35,8.11,31.62,10.32,6.4,14.35,3.22,22.25,27.18,29.85,5.85,30.8,28.55,11.84,1.68,37.33,19.29,11.35,35.18,10.08,26.95,28.07,9.74,1.84,17.68,18.35,8.18,29.38,9.55,31.39,0.32,26.57,1.64,5.37,7.48,32.93,17.57,32.63,25.26
33.15,8.6,20.05,38.1,0.0,38.02,43.4,29.97,29.87,33.24,7.73,2.87,25.33,35.4,4.42,2.25,27.38,20.73,24.75,16.5,30.02,20.91,30.31,30.61,44.51,35.14,24.38,13.22,15.88,31.2,7.44,12.83,30.17,36.09,11.59,23.02,39.31,6.34,28.28,12.99,23.52,25.88,37.73,24.64,48.51,30.24,15.42,26.0,9.69,37.5,26.01,38.75,33.43,32.25,19.07,47.73,6.31,21.05
8.15,36.85,21.08,2.62,39.32,0.0,12.68,10.71,8.97,6.02,42.63,36.43,13.04,18.21,45.32,36.72,18.15,20.65,13.92,37.53,10.91,34.41,11.16,9.2,13.79,7.39,24.07,29.02,31.69,8.65,32.64,34.95,14.63,4.52,39.17,22.09,10.79,37.02,12.88,28.79,30.86,12.54,4.31,18.09,17.8,10.98,31.22,12.35,33.23,3.03,29.37,2.38,6.27,10.27,40.1,17.01,34.47,28.06
19.97,40.83,25.06,13.3,43.3,12.63,0.0,19.13,17.39,14.44,46.61,40.41,21.46,27.46,49.3,40.7,22.13,24.63,22.34,41.51,19.33,45.92,24.71,17.62,2.91,15.81,28.05,33.0,35.67,17.07,36.62,38.93,23.05,13.74,43.15,29.48,4.15,41.0,21.3,32.77,39.28,20.96,12.95,22.07,6.9,19.4,35.2,20.77,37.21,14.09,37.79,11.89,17.65,18.69,44.08,6.12,38.45,36.48
5.11,27.58,11.8,7.92,30.04,10.38,18.95,0.0,5.76,5.32,33.35,27.15,2.81,11.59,36.04,27.44,13.24,11.38,3.69,28.25,0.68,27.04,8.84,1.77,20.06,4.97,14.82,19.75,22.41,2.29,23.36,18.75,7.28,5.92,29.89,11.86,17.06,27.74,2.64,19.52,23.49,4.07,7.55,11.07,24.06,0.45,21.95,3.88,23.96,7.33,22.0,8.57,4.09,2.9,30.83,23.28,25.19,23.86
10.77,27.57,11.79,6.15,30.03,8.96,17.53,5.76,0.0,2.9,33.35,27.15,8.21,17.25,36.03,27.43,8.87,11.37,9.09,28.24,6.33,32.66,14.49,4.11,18.64,5.0,14.79,19.74,22.4,3.86,23.36,25.67,12.78,4.49,29.88,16.22,14.11,27.73,3.99,19.51,35.26,9.72,6.13,8.81,22.64,5.42,21.94,9.54,23.95,5.89,27.52,7.15,7.14,8.42,30.82,21.86,25.18,26.21
9.25,30.58,14.81,3.22,33.05,6.02,14.59,7.39,2.9,0.0,36.36,30.16,9.73,15.73,39.05,30.44,11.88,14.38,10.61,31.25,7.6,31.1,12.97,3.57,15.7,3.52,21.74,22.75,25.42,3.14,26.37,28.03,11.32,2.61,32.9,18.78,12.7,30.74,5.4,22.52,27.55,9.22,3.19,11.82,19.7,4.12,24.95,9.04,26.96,2.96,26.05,3.69,5.83,6.96,33.83,18.92,28.2,24.74
