in,Node
1,1428
2,494
3,456
4,1364
5,2502
6,2743
7,1266
8,489
9,2749
10,450
11,1185
12,2787
13,1921
14,1317
15,449
16,1919
17,2504
18,1919
19,2705
20,2440
21,2537
22,2398
23,1048
24,1264
25,1265
26,2827
27,478
28,1188
29,2629
30,926
31,2472
32,1189
33,2404
34,630
35,1185
36,453
37,2521
38,1202
39,451
40,2381
41,1177
42,485
43,2655
44,1285
45,452
46,1232
47,1352
48,1215
49,1184
50,2787
51,1189
52,1280
53,575
54,2387
55,1183
56,1921
57,1252
58,2595
59,2519
60,1042
61,2468
62,933
63,469
64,1157
65,459
66,1187
67,2520
68,2443
69,1919
70,2831
71,489
72,491
73,458
74,1351
75,485
76,629
77,1179
78,2571
79,739
80,1266
81,1408
82,1147
83,495
84,2474
85,2466
86,2352
87,2357
88,476
89,1264
90,1359
91,457
92,451
93,1948
94,1322
95,1329
96,2387
97,914
98,2567
99,2381
100,629
101,2746
102,1266
103,1928
104,777
105,490
106,2623
107,1279
108,2775
109,1186
110,1251
111,483
112,2630
113,484
114,430
115,1242
116,1168
117,593
118,744
119,2666
120,1354
121,2395
122,484
123,2430
124,1233
125,2445
126,2369
127,2564
128,436
129,1232
130,1212
131,483
132,483
133,482
134,482
135,482
136,482
137,482
138,483
139,1266
140,654
141,449
142,1369
143,2509
144,456
145,1921
146,743
147,2469
148,424
149,2433
150,560
151,1264
152,1192
153,458
154,585
155,1206
156,451
157,2464
158,449
159,975
160,1186
161,2391
162,466
163,1264
164,465
165,1168
166,2459
167,457
168,1252
169,445
170,610
171,2394
172,437
173,1442
174,471
175,1353
176,351
177,425
178,1920
179,488
180,961
181,1222
182,1222
183,2485
184,1235
185,2497
186,1153
187,2567
188,478
189,801
190,1232
191,2434
192,763
193,429
194,791
195,2785
196,1266
197,2548
198,428
199,800
200,451
201,742
202,1188
203,481
204,1247
205,1938
206,1219
207,603
208,1948
209,573
210,1421
211,1302
212,1168
213,2785
214,609
215,2755
216,451
217,2564
218,612
219,2466
220,2476
221,1235
222,1258
223,2658
224,1211
225,485
226,1213
227,1946
228,466
229,2508
230,561
231,2489
232,2571
233,1190
234,2428
235,1244
236,2498
237,1250
238,1190
239,430
240,578
241,1213
242,493
243,2468
244,1290
245,2709
246,585
247,2660
248,1367
249,1165
250,1266
251,1186
252,1167
253,2430
254,2525
255,476
256,465
257,469
258,2387
259,2596
260,629
261,2627
262,489
263,1257
264,1240
265,2712
266,2459
267,2787
268,1354
269,481
270,764
271,1239
272,586
273,1177
274,2433
275,2401
276,449
277,2456
278,1314
279,960
280,1244
281,2835
282,2837
283,477
284,789
285,1438
286,483
287,961
288,1189
289,457
290,747
291,590
292,1185
293,2440
294,1197
295,1237
296,443
297,472
298,2504
299,470
300,829
301,1218
302,2829
303,2829
304,2604
305,2473
306,998
307,1194
308,1147
309,1945
310,490
311,2561
312,2389
313,1242
314,1328
315,1250
316,587
317,451
318,472
319,2440
320,1946
321,1259
322,2390
323,1322
324,2504
325,1233
326,2391
327,1925
328,469
329,2834
330,2749
331,2519
332,2348
333,444
334,469
335,1248
336,483
337,1167
338,1177
339,2463
340,360
341,2835
342,431
343,471
344,463
345,1238
346,1887
347,1254
348,2421
349,458
350,2622
351,490
352,1265
353,2439
354,2544
355,581
356,1345
357,477
358,456
359,2662
360,2574
361,1945
362,2434
363,1245
364,620
365,2472
366,1948
367,1185
368,1979
369,933
370,1284
371,1938
372,1258
373,471
374,2650
375,884
376,815
377,1301
378,1353
379,2831
380,561
381,2548
382,2566
383,1047
384,1166
385,933
386,1242
387,558
388,2348
389,2660
390,746
391,2457
392,469
393,460
394,2711
395,1251
396,2433
397,1258
398,2590
399,443
