0.0,2.25,6.82,6.13,5.16,27.78,19.91,2.71,4.16,1.55,2.32,26.95,22.15,6.07,4.21,7.59,11.25,5.07,21.53,27.99,6.14,23.74,4.89,27.9,6.29,24.25,3.52,21.15,4.83,10.15,10.42,11.2,9.96,7.04,15.76,26.96,28.33,21.3,28.68,4.05,10.42,24.07,21.57,31.35,3.5,29.56,3.38,9.9,22.01,3.86,15.13,24.96,3.21,7.97,25.11,19.67,8.11,24.52,17.24,19.79,17.79,15.83,25.12,7.21,28.37,28.76,28.98,29.21,28.86,29.01,18.65,2.72,25.26,15.98,32.47,5.28,18.37,8.91,24.52,31.1,8.32,26.27,24.33,17.59,6.57,28.91,38.17,30.31,18.98,3.52,8.82,5.93,5.35,11.05,30.39,7.02,16.1,13.9,26.35,13.08,19.23,29.43,2.77,21.12,5.1,2.59,4.14,23.12,5.79,27.43,21.31,22.79,5.05,6.3,27.32,3.7,22.62,23.26,28.98,7.44,7.95,9.83,28.26,2.87,6.43,12.04,7.54,22.41,24.21,21.31,22.9,27.38,4.55,4.9,2.94,8.56,24.48,20.63,4.55,4.64,8.0,7.37,15.82,27.48,8.58,26.06,8.36,8.43,32.63,21.87,35.69,14.98,19.66,17.62,10.35,26.63,24.12,3.55,27.22,33.8,4.08,24.65,7.25,5.94,27.11,32.79,27.01,29.21,9.03,29.64,9.92,22.68,35.0,22.69,4.29,11.41,20.09,4.7,24.59,30.08,5.32,4.23,19.13,20.61,7.53,11.41,2.65,16.51,17.14,18.67,3.14,25.13,26.19,8.73,6.22,8.56,21.29,23.07,4.55,18.38,5.58,5.85,3.0,4.75,10.07,18.48,2.47,3.35,6.97,32.5,8.83,2.82,17.46,7.2,2.48,18.89,17.65,4.08,3.12,28.82,28.06,2.62,2.08,16.42,4.58,23.23,21.52,12.55,4.68,10.93,17.89,31.38,18.45,8.7,2.66,18.6,18.95,1.89,2.6,29.46,9.18,3.82,30.95,30.39,22.75,16.54,26.8,25.49,29.61,29.08,4.96,21.57,11.29,11.21,6.94,5.59,18.84,15.54,32.77,12.08,19.87,5.37,10.27,8.23,31.65,22.58,15.79,21.63,33.43,30.17,4.09,1.46,1.53,23.97,26.85,6.4,10.59,11.99,21.54,4.78,18.59,18.32,9.77,11.72,5.84,18.48,11.21,31.52,27.93,19.53,29.17,7.36,2.71,23.55,9.63,15.81,2.13,7.52,7.47,3.47,25.63,8.4,7.2,9.88,2.86,2.43,26.17,24.98,26.67
2.24,0.0,4.46,3.69,4.88,25.39,17.55,0.95,2.91,4.04,4.35,24.56,19.76,7.24,5.16,7.85,10.39,5.76,21.79,25.59,5.28,21.35,3.09,25.5,5.43,21.89,5.66,18.75,3.03,10.41,10.68,10.34,10.22,6.18,13.37,24.56,25.93,21.56,27.87,5.16,10.68,21.67,19.18,28.96,1.07,27.17,4.81,9.03,22.27,5.48,14.27,22.57,5.13,8.23,22.75,17.28,8.37,24.77,16.38,17.4,15.4,9.9,22.73,3.83,25.97,26.37,26.59,26.81,26.46,26.62,17.79,4.63,22.87,15.12,30.07,6.45,18.63,6.31,22.13,28.71,8.58,23.88,21.94,15.2,6.83,26.51,35.78,27.91,18.12,5.63,7.96,4.18,2.68,11.31,27.99,3.64,15.24,13.04,23.96,12.22,18.37,27.04,4.93,21.38,5.89,2.23,4.64,20.76,5.8,25.03,21.57,20.39,6.22,4.5,24.93,4.85,20.22,20.87,28.17,7.7,8.2,7.47,25.87,5.01,4.63,12.22,7.79,20.02,21.82,18.92,23.16,26.57,5.24,3.12,1.49,8.81,24.74,18.23,2.75,3.19,8.26,7.19,14.96,25.08,7.72,23.67,8.62,7.57,30.24,19.48,33.3,14.12,17.27,17.88,10.61,24.24,21.72,4.03,27.47,31.41,5.29,22.26,5.45,4.14,24.72,30.4,24.61,26.82,8.17,27.24,9.06,21.82,32.61,20.29,6.31,9.61,17.7,6.61,22.2,27.69,3.51,6.38,16.74,20.86,7.79,10.55,1.97,15.65,14.79,17.81,1.47,25.39,26.62,12.88,3.91,8.82,20.54,20.67,5.74,15.99,4.53,4.95,4.14,2.94,9.21,16.09,0.87,1.69,7.23,30.11,9.09,3.92,15.07,7.34,3.59,16.49,16.79,5.22,4.22,26.43,27.25,4.53,0.7,14.03,2.13,20.84,19.13,10.19,2.55,10.07,15.49,28.98,17.59,6.16,4.69,16.2,18.09,4.31,0.63,27.06,9.44,5.74,28.56,28.0,20.35,14.14,24.41,23.1,27.22,26.69,4.42,19.18,11.55,10.35,7.2,3.78,17.98,14.68,30.38,12.34,20.13,4.39,10.08,8.49,29.26,20.19,14.93,20.77,31.04,27.78,2.29,2.65,4.03,21.58,24.46,7.29,10.85,12.25,21.79,6.45,17.72,15.93,10.03,11.98,8.0,16.09,11.47,29.13,25.53,18.67,26.78,6.49,0.7,21.15,9.89,14.95,4.15,11.04,5.67,1.43,23.24,8.66,3.77,10.14,4.29,1.47,25.36,25.24,24.28
7.48,4.35,0.0,7.15,4.85,22.77,13.74,4.55,6.69,6.56,6.93,21.94,17.15,12.65,5.28,15.37,18.42,13.29,29.31,22.98,13.31,18.73,5.91,22.89,13.46,18.09,10.15,16.14,4.02,17.93,18.21,18.37,17.74,14.21,10.75,21.95,23.32,29.09,24.07,10.77,18.2,19.06,16.56,26.34,4.52,24.55,10.18,17.07,29.79,10.48,22.3,19.95,9.84,15.75,18.94,14.66,15.89,32.3,24.41,14.78,12.78,10.82,20.82,7.28,23.36,23.75,23.98,24.2,23.85,24.0,25.83,9.34,20.25,23.15,27.46,13.97,26.16,9.76,19.52,26.09,16.1,21.26,19.32,12.58,14.36,23.9,33.16,25.3,26.15,8.64,15.99,7.63,6.13,18.84,25.38,7.1,23.27,21.07,21.34,20.25,26.4,24.42,6.51,28.9,7.89,4.33,11.55,16.95,1.75,22.42,29.09,17.78,13.74,5.31,22.31,6.2,17.61,18.25,24.36,15.23,13.34,3.66,23.25,9.05,5.03,19.74,15.32,17.4,19.2,16.3,27.9,22.77,12.77,1.66,5.24,16.34,32.26,15.62,6.05,6.51,15.78,4.61,22.99,22.47,15.75,21.05,16.14,15.6,27.62,16.86,30.68,22.15,14.65,25.4,18.13,21.62,19.11,10.96,32.42,28.8,6.65,19.64,8.27,6.96,22.1,27.79,22.0,24.2,16.2,24.63,17.09,29.32,29.99,17.68,8.92,11.33,15.08,11.32,19.58,25.07,6.49,7.72,14.13,28.39,15.31,18.58,5.72,23.5,10.98,25.84,5.01,32.91,22.81,14.87,7.36,16.34,17.93,18.06,11.75,13.37,12.75,13.02,5.02,5.66,17.24,13.47,4.64,5.14,14.75,27.49,16.61,9.53,12.45,3.25,9.9,13.88,24.82,5.63,10.03,23.81,23.45,9.25,4.68,11.42,5.55,18.22,16.51,6.38,6.01,18.1,12.88,26.37,25.62,15.87,7.3,13.59,26.12,6.93,3.95,24.45,13.89,10.45,25.94,25.38,17.74,11.53,21.8,20.48,24.6,24.59,12.6,16.56,19.07,18.38,14.72,6.61,26.01,22.71,27.76,15.49,27.65,12.54,17.44,16.02,26.64,17.57,22.96,28.8,28.42,25.16,3.75,5.58,6.46,18.96,21.84,3.2,18.37,19.78,29.32,11.99,25.76,13.31,17.55,15.13,9.34,15.52,18.99,26.52,22.92,26.7,24.16,14.53,4.47,18.54,17.41,22.98,7.48,13.75,4.9,4.44,20.62,13.89,7.22,17.67,9.57,5.48,21.56,32.76,21.66
6.09,3.7,7.11,0.0,7.64,21.99,20.2,2.79,1.29,7.62,7.51,22.99,16.37,7.57,7.92,5.97,7.14,4.45,22.13,22.2,2.16,21.54,2.45,22.11,2.79,24.55,6.8,20.41,3.78,10.75,8.81,5.6,10.55,3.53,10.98,26.12,22.54,21.9,24.72,5.59,11.01,25.08,18.13,27.39,2.66,23.77,5.47,5.76,22.61,5.92,11.02,25.92,5.89,5.32,23.27,13.88,8.7,25.11,13.13,14.01,12.01,9.64,21.16,1.38,24.4,28.02,27.78,27.0,26.65,27.81,14.54,5.39,19.47,11.87,26.68,6.78,18.97,2.95,22.32,25.32,5.92,24.43,18.55,16.79,7.17,23.12,34.21,24.52,14.86,8.26,3.94,0.53,1.1,11.65,26.43,1.19,11.99,9.79,22.39,8.97,15.12,26.56,9.07,21.71,11.4,5.16,4.2,23.41,8.45,21.64,21.9,18.82,6.55,3.79,25.2,10.11,18.65,19.3,25.01,8.04,8.54,10.12,24.3,6.15,4.36,12.55,4.72,18.45,22.05,15.52,23.49,23.42,5.58,5.31,2.23,9.15,25.08,14.84,2.54,1.72,8.59,9.95,11.71,23.52,4.46,20.28,8.95,4.32,28.67,17.91,31.73,10.86,16.48,18.21,10.94,22.67,21.91,3.86,27.81,29.84,10.38,22.44,4.14,2.18,21.33,27.01,21.22,23.43,4.84,25.67,5.93,18.57,29.22,16.9,8.19,9.35,19.29,7.38,20.63,24.29,3.17,10.56,13.35,21.2,8.13,7.29,2.33,12.4,17.44,14.56,2.18,25.72,22.23,13.21,0.26,9.15,17.18,17.28,6.02,12.6,2.15,2.42,9.4,2.97,5.96,14.92,3.0,2.0,7.56,26.71,7.18,4.36,16.65,9.99,4.18,13.1,13.54,10.49,4.58,23.04,24.1,5.3,3.39,10.64,2.0,19.27,17.56,12.84,1.15,6.82,12.11,27.41,14.33,2.8,8.14,12.81,14.83,7.8,3.59,27.25,9.78,6.5,25.17,24.61,18.78,15.73,22.84,21.53,23.83,25.12,2.32,17.61,11.88,7.1,5.31,2.59,14.73,11.43,26.98,12.67,20.46,1.95,6.28,6.61,27.69,18.62,11.68,17.51,29.47,24.39,4.12,5.64,7.33,20.01,22.89,9.94,11.18,12.59,22.13,6.78,14.47,12.54,6.61,12.31,12.22,17.67,11.8,27.56,23.96,15.41,23.39,3.56,3.01,21.34,10.22,11.7,7.32,11.37,5.24,2.78,19.85,9.0,0.62,10.48,4.95,2.72,22.21,25.58,24.79
5.68,5.08,4.77,11.5,0.0,26.75,15.59,5.6,10.28,4.76,5.13,25.92,21.13,10.85,1.45,13.57,16.62,11.49,27.52,26.96,11.51,22.72,7.09,26.87,11.66,19.94,8.35,20.12,7.03,16.14,16.41,16.57,15.94,12.41,14.74,25.93,27.3,27.29,25.92,8.97,16.4,23.04,20.55,30.32,5.7,28.53,8.38,15.27,28.0,8.68,20.5,23.93,8.04,13.95,20.79,18.64,14.09,30.5,22.61,18.77,16.77,14.81,22.66,8.46,27.34,27.73,27.96,28.18,27.83,27.99,24.03,7.54,24.23,21.35,31.44,12.17,24.36,14.28,23.5,30.08,14.3,25.25,23.31,16.56,12.56,27.88,37.14,29.28,24.35,6.84,14.19,11.3,7.31,17.04,29.36,8.29,21.47,19.27,25.33,18.45,24.6,28.41,4.71,27.1,4.11,3.29,9.75,18.8,3.53,26.4,27.29,21.76,11.94,8.5,26.3,2.86,21.59,22.23,26.21,13.43,11.54,5.34,27.23,7.25,9.32,17.94,13.52,21.38,23.18,20.28,26.1,24.62,10.97,6.23,6.14,14.54,30.46,19.6,6.75,10.01,13.98,3.53,21.19,26.45,13.95,25.03,14.34,13.8,31.6,20.84,34.67,20.35,18.63,23.6,16.33,25.6,23.09,9.16,30.62,32.78,3.19,23.62,9.44,8.14,26.09,31.77,25.98,28.18,14.4,28.61,15.29,28.05,33.98,21.66,7.13,15.31,19.07,9.53,23.56,29.05,7.51,3.97,18.11,26.59,13.51,16.78,5.39,21.89,12.83,24.04,6.19,31.11,24.66,13.08,11.59,14.54,21.91,22.04,9.96,17.35,10.95,11.22,2.4,6.94,15.44,17.46,5.52,6.32,12.95,31.47,14.82,7.73,16.43,2.7,8.1,17.86,23.02,3.01,8.23,27.8,25.3,7.45,4.9,15.4,6.78,22.2,20.5,4.97,7.19,16.3,16.86,30.35,23.82,14.07,5.5,17.57,24.32,5.13,4.8,28.43,12.09,8.65,29.93,29.37,21.72,15.51,25.78,24.47,28.58,26.44,10.8,20.55,17.27,16.58,12.92,7.78,24.21,20.91,31.74,13.69,25.85,10.74,15.64,14.22,30.62,21.55,21.16,27.0,32.41,29.15,6.8,4.08,4.66,22.94,25.82,1.91,16.57,17.98,27.52,10.19,23.96,17.3,15.75,13.34,7.54,17.37,17.19,30.5,26.9,24.9,28.15,12.73,5.35,22.52,15.61,21.18,5.68,11.95,8.88,5.67,24.6,12.09,8.4,15.87,7.77,5.34,23.41,30.97,25.65
28.55,25.42,23.24,22.12,26.89,0.0,26.51,25.63,26.1,27.63,28.0,18.36,11.38,31.33,26.35,28.82,21.27,27.23,40.15,0.98,24.46,9.96,20.18,4.66,25.59,26.27,31.21,8.83,20.1,34.48,27.94,22.26,31.77,26.38,13.1,8.97,3.32,39.92,22.56,29.34,30.87,13.51,8.45,5.72,22.14,2.55,29.23,25.82,40.63,31.55,19.54,14.34,30.9,27.62,20.83,9.79,32.46,43.14,22.08,17.02,13.06,13.62,18.71,21.34,8.75,8.63,8.39,7.04,6.88,8.42,23.49,30.41,3.59,20.81,6.93,30.54,36.99,23.2,10.75,3.71,27.67,5.27,6.75,21.12,30.92,2.39,8.69,3.3,23.39,29.7,21.96,25.11,21.6,32.24,6.55,21.38,16.31,18.31,17.77,17.2,24.06,4.42,27.57,39.74,28.96,25.86,27.95,25.17,24.58,2.35,39.93,13.88,30.31,18.51,6.21,27.27,16.49,15.52,21.45,31.79,32.29,22.59,19.67,30.12,17.97,32.56,27.57,16.93,6.63,10.12,41.49,20.97,29.33,22.54,27.9,32.9,43.1,12.52,20.08,25.83,32.35,26.49,20.65,9.17,22.18,2.57,28.67,23.2,6.03,20.91,6.22,19.81,19.49,32.9,31.54,15.31,10.34,27.43,45.83,7.04,27.71,10.87,20.52,20.62,3.62,4.94,4.3,3.67,24.06,7.62,26.04,21.2,9.47,6.68,29.99,13.68,22.13,32.39,16.93,4.07,19.3,28.79,16.36,39.22,31.88,21.66,27.3,15.39,28.11,23.5,22.92,43.75,18.7,33.98,25.46,32.91,9.81,5.24,29.83,12.14,25.91,26.07,26.08,19.89,21.13,17.93,25.71,22.5,31.32,6.96,28.39,28.11,17.22,25.3,27.93,10.06,22.48,26.7,28.34,1.81,22.05,30.31,25.75,13.65,21.47,17.32,20.57,24.92,22.33,21.76,15.11,5.78,23.28,22.99,28.37,11.68,23.78,28.0,25.02,5.98,33.53,31.51,3.94,4.86,18.29,23.9,18.22,18.0,2.6,20.5,26.08,14.26,32.56,21.52,28.15,20.25,23.67,20.38,5.35,33.22,38.49,24.96,25.64,29.45,8.14,14.27,20.62,26.04,7.98,3.16,23.79,26.64,27.53,17.56,10.03,25.31,30.32,30.81,40.15,30.54,18.03,15.55,26.3,33.25,30.4,22.79,30.54,5.23,18.13,23.94,3.63,23.84,25.54,9.77,33.98,20.97,28.55,34.69,18.58,21.56,4.14,32.75,25.41,34.23,28.71,27.64,19.76,43.6,5.84
20.45,17.32,13.77,20.11,15.56,27.01,0.0,17.52,19.66,19.53,19.9,12.91,18.37,25.61,18.25,28.34,33.48,26.25,42.28,27.21,26.28,17.56,18.87,27.12,26.43,5.43,23.11,19.73,17.27,30.9,31.17,31.33,30.71,27.17,14.38,15.21,20.93,42.05,11.96,23.73,31.16,13.35,20.68,19.6,17.49,23.53,23.15,30.03,42.76,23.45,31.75,13.21,22.8,28.71,6.84,22.01,28.86,45.26,34.29,11.46,12.62,15.25,8.71,20.25,16.62,17.01,17.24,18.18,18.08,17.26,35.7,22.3,24.49,33.02,31.69,26.93,39.12,22.73,17.62,25.68,29.07,19.72,19.7,8.91,27.32,28.13,26.42,22.46,35.6,21.6,28.96,20.59,19.1,31.8,18.64,20.06,28.52,30.52,13.44,29.41,36.27,20.45,19.47,41.87,16.94,17.29,24.52,1.54,13.77,23.21,42.05,14.5,26.71,18.57,17.73,19.17,10.79,11.46,12.26,28.19,26.31,11.75,15.44,22.02,18.29,32.7,28.28,10.6,19.36,19.23,40.87,10.66,25.73,16.14,18.21,29.3,45.23,11.66,19.02,19.47,28.75,15.27,32.86,15.73,28.71,21.94,29.11,28.56,20.88,11.63,23.94,32.02,7.67,38.37,31.09,14.88,17.7,23.93,45.39,22.06,19.61,16.43,21.23,19.93,20.89,25.36,20.47,28.44,29.17,17.89,30.05,33.41,29.1,20.92,21.89,15.53,6.95,24.29,12.79,21.46,19.45,20.69,11.22,41.35,28.28,33.87,18.69,27.6,2.74,35.71,17.98,45.87,10.71,27.84,20.33,29.31,22.04,21.3,24.72,13.06,25.71,25.98,17.98,18.62,30.21,9.94,17.6,18.11,27.71,29.63,29.58,22.5,10.01,13.91,22.86,22.28,34.69,18.6,22.99,24.44,11.34,22.21,17.64,13.46,18.51,10.17,11.37,14.92,18.97,31.07,12.35,19.63,35.49,28.84,20.27,13.73,35.99,19.89,16.91,19.18,26.85,23.41,22.66,29.62,8.56,10.11,13.04,12.97,22.63,12.49,25.56,13.54,32.03,33.73,27.69,19.57,35.88,32.58,25.75,28.46,40.62,25.51,30.41,28.98,19.9,13.42,32.83,38.24,21.69,24.73,16.71,18.54,19.43,9.61,15.1,13.91,31.34,32.74,42.28,24.95,30.24,12.34,30.52,28.1,22.3,7.28,31.95,19.78,16.18,36.15,28.4,27.49,17.43,17.67,30.38,33.17,20.45,26.72,18.09,17.4,24.86,26.86,20.18,30.63,22.54,18.45,9.45,45.73,18.87
2.64,0.95,4.51,2.78,5.77,25.43,17.6,0.0,2.33,4.77,6.65,24.6,19.81,6.47,6.05,7.09,9.63,5.0,21.03,25.64,4.52,21.4,3.1,25.55,4.67,21.94,5.94,18.8,3.14,9.65,9.92,9.58,9.45,5.42,13.42,24.61,25.98,20.8,27.92,5.0,9.91,21.72,19.23,29.01,0.42,27.22,4.61,8.27,21.51,5.06,13.51,22.62,5.03,7.46,22.8,17.33,7.6,24.01,15.62,17.45,15.45,9.98,22.77,2.92,26.02,26.42,26.64,26.86,26.51,26.67,17.03,4.53,22.92,14.36,30.12,5.68,17.87,5.4,22.18,28.76,7.82,23.93,21.99,15.25,6.07,26.56,35.83,27.96,17.35,7.4,7.2,3.27,1.77,10.55,28.04,2.73,14.48,12.28,24.01,11.46,17.61,27.09,5.49,20.62,7.83,3.29,3.88,20.81,5.85,25.08,20.8,20.44,5.45,4.58,24.98,5.61,20.27,20.92,28.22,6.94,7.44,7.52,25.92,5.29,4.7,11.45,7.03,20.07,21.87,18.97,22.39,26.62,4.48,3.17,0.73,8.05,23.98,18.28,2.76,2.42,7.49,8.08,14.2,25.13,6.95,23.72,7.86,6.81,30.29,19.52,33.35,13.35,17.31,17.12,9.84,24.29,21.77,3.54,26.71,31.46,6.81,22.31,5.68,3.78,24.77,30.45,24.66,26.87,7.41,27.29,8.3,21.06,32.66,20.34,7.33,9.69,17.75,6.95,22.25,27.73,3.83,6.95,16.79,20.1,7.03,9.78,1.21,14.89,14.83,17.05,0.65,24.62,26.67,12.11,3.0,8.06,19.67,20.72,4.98,16.03,3.77,4.19,4.9,3.05,8.45,16.14,0.38,0.78,6.46,30.15,8.33,3.5,15.11,7.39,3.32,16.54,16.03,5.98,3.72,26.48,27.3,4.44,0.63,14.08,1.21,20.89,19.18,10.24,1.64,9.31,15.54,29.03,16.82,5.25,7.28,16.25,17.32,6.94,0.99,27.11,8.68,5.64,28.61,28.05,20.4,14.19,24.46,23.15,27.27,26.74,3.66,19.23,10.78,9.59,6.43,4.19,17.22,13.92,30.42,11.57,19.36,3.62,9.32,7.73,29.3,20.23,14.17,20.0,31.09,27.83,2.4,4.06,4.76,21.63,24.5,7.34,10.09,11.49,21.03,5.69,16.96,15.98,9.27,11.22,8.56,16.13,10.7,29.18,25.58,17.9,26.83,5.73,0.25,21.2,9.13,14.19,6.46,10.28,5.75,1.03,23.29,7.9,2.86,9.38,4.09,0.97,25.41,24.48,24.33
4.84,2.91,6.66,1.29,6.96,26.04,19.74,2.34,0.0,6.36,6.26,23.56,23.38,5.78,9.36,6.4,7.57,2.78,20.34,26.24,2.46,21.97,3.03,26.15,2.61,24.09,5.55,20.84,4.36,8.96,9.23,7.52,8.76,3.36,11.56,26.55,26.58,20.11,25.3,4.33,9.22,25.51,18.56,33.56,2.21,27.82,4.22,6.22,20.82,4.67,11.45,26.35,4.64,5.62,24.95,14.46,6.91,23.32,13.56,14.59,12.59,10.22,21.73,2.37,29.15,28.45,28.21,27.43,27.08,28.24,14.97,4.14,23.52,12.3,30.72,4.99,17.18,3.62,22.75,29.36,6.23,24.86,22.59,17.4,5.38,27.16,40.38,28.56,15.3,7.0,5.14,1.26,1.5,9.86,32.6,2.18,12.42,10.22,22.97,9.4,15.55,26.99,7.81,19.93,10.15,4.48,2.94,22.96,8.0,25.68,20.11,19.4,4.76,4.79,25.63,8.86,19.23,19.87,25.59,6.25,6.75,9.67,24.87,4.9,4.94,10.84,4.55,19.02,22.48,22.13,21.7,24.0,3.79,4.86,1.56,7.36,23.29,15.42,3.12,0.46,6.8,9.27,12.14,29.69,4.9,24.32,7.16,4.75,34.84,18.48,31.93,11.3,17.06,16.43,9.15,27.31,22.34,2.6,26.02,36.02,9.13,22.88,5.13,3.17,25.37,31.05,25.6,27.47,5.35,31.85,6.24,19.0,33.26,20.94,6.94,9.92,19.9,6.12,21.2,28.33,3.75,9.31,13.93,19.41,6.34,7.73,1.65,12.83,16.98,14.99,1.71,23.93,22.8,11.42,1.51,7.36,17.61,21.32,4.77,13.17,1.87,2.14,8.15,3.55,6.39,18.29,2.21,1.54,5.77,30.75,7.64,3.11,17.26,9.53,2.93,13.68,13.97,9.24,3.33,27.08,24.67,4.05,2.6,11.22,1.84,19.84,18.14,12.38,0.83,7.25,12.68,33.59,14.77,3.47,6.89,13.39,15.27,6.55,3.13,27.68,7.99,5.25,29.21,28.65,19.36,16.34,23.42,22.11,27.87,25.7,1.74,18.19,10.09,7.53,5.74,3.59,15.16,11.86,31.02,10.88,18.67,1.67,6.59,7.04,33.86,19.19,12.11,17.95,35.65,28.43,3.67,5.77,6.08,20.58,29.06,8.31,9.39,10.8,20.34,4.99,14.9,13.12,6.92,10.52,10.97,18.28,10.01,33.74,30.14,15.85,27.43,3.67,2.22,21.77,8.43,12.13,6.06,9.58,5.82,2.33,23.89,7.21,2.06,8.69,3.7,2.04,22.78,23.79,25.22
1.42,4.82,6.26,7.43,4.6,27.22,19.35,5.34,6.21,0.0,0.87,26.39,21.59,6.78,3.65,9.51,12.55,7.42,23.45,27.43,7.45,23.18,6.83,27.34,7.6,23.69,4.28,20.59,6.77,12.07,12.34,12.5,11.87,8.34,15.2,26.4,27.77,23.22,28.12,4.9,12.33,23.51,21.01,30.79,5.45,29.0,4.31,11.2,23.93,4.62,16.43,24.4,3.97,9.88,24.55,19.11,10.02,26.43,18.54,19.23,17.23,15.27,24.56,8.51,27.81,28.2,28.43,28.65,28.3,28.45,19.96,3.47,24.7,17.29,31.91,8.1,20.29,10.21,23.97,30.54,10.23,25.71,23.77,17.03,8.49,28.35,37.61,29.75,20.28,2.33,10.13,7.23,7.39,12.97,29.83,8.33,17.4,15.2,25.79,14.38,20.53,28.87,1.82,23.04,4.15,4.54,5.68,22.56,5.23,26.87,23.22,22.23,7.87,8.25,26.76,3.14,22.06,22.7,28.42,9.36,7.47,9.27,27.7,3.18,8.37,13.87,9.45,21.85,23.65,20.75,22.04,26.82,6.9,6.69,4.39,10.47,26.4,20.07,6.49,5.94,9.91,6.81,17.12,26.92,9.88,25.5,10.28,9.73,32.07,21.31,35.13,16.28,19.1,19.53,12.26,26.07,23.56,5.1,26.55,33.25,3.13,24.09,11.61,7.88,26.55,32.23,26.45,28.65,10.34,29.08,11.22,23.98,34.44,22.13,3.06,15.78,19.53,5.46,24.03,29.52,7.26,3.32,18.58,22.52,9.45,12.71,4.1,17.82,16.59,19.97,6.42,27.04,25.63,9.01,7.52,10.47,22.37,22.51,5.89,17.82,6.88,7.15,2.44,6.69,11.37,17.92,4.0,6.07,8.88,31.94,10.75,3.66,16.9,6.64,4.03,18.33,18.95,3.52,4.16,28.26,27.5,3.38,3.61,15.87,6.52,22.67,20.96,11.99,6.72,12.24,17.33,30.82,19.75,10.01,1.24,18.04,20.25,0.38,4.54,28.9,8.02,4.58,30.39,29.83,22.19,15.98,26.24,24.93,29.05,28.52,6.73,21.01,13.2,12.52,8.85,7.53,20.14,16.85,32.21,9.63,21.78,6.68,11.57,10.15,31.09,22.02,17.09,22.93,32.87,29.61,6.03,1.96,0.22,23.41,26.29,5.84,12.5,13.91,23.45,6.12,19.89,17.76,11.68,9.27,4.93,17.92,13.12,30.97,27.37,20.83,28.61,8.66,5.09,22.99,11.54,17.11,0.88,7.88,9.35,5.41,25.07,8.03,8.5,11.8,3.71,3.88,25.61,26.9,26.11
