in,Node
1,1428
2,456
3,1364
4,2503
5,1266
6,1231
7,486
8,2827
9,1176
10,454
11,2785
12,1921
13,1354
14,1234
15,449
16,2504
17,1912
18,2706
19,2440
20,2537
21,2377
22,2398
23,995
24,1264
25,1264
26,2827
27,478
28,1188
29,2625
30,926
31,2472
32,1189
33,2404
34,1189
35,629
36,1185
37,453
38,2580
39,1202
40,451
41,2381
42,2655
43,1277
44,452
45,1232
46,1216
47,1184
48,2786
49,1189
50,1280
51,577
52,2377
53,1183
54,1921
55,1252
56,2519
57,1042
58,2465
59,933
60,469
61,1147
62,1181
63,2525
64,2442
65,1919
66,486
67,491
68,451
69,466
70,624
71,1177
72,2657
73,2566
74,742
75,1322
76,1365
77,1145
78,493
79,2474
80,2475
81,2464
82,2392
83,2357
84,479
85,1278
86,1359
87,458
88,451
89,1948
90,1279
91,1329
92,2387
93,914
94,2628
95,629
96,2747
97,1266
98,1929
99,737
100,455
101,490
102,2623
103,1267
104,2616
105,1186
106,1250
107,483
108,2631
109,429
110,1242
111,1168
112,573
113,744
114,2660
115,2437
116,2370
117,480
118,2436
119,1233
120,2423
121,2371
122,2623
123,431
124,1232
125,1204
126,483
127,483
128,483
129,482
130,483
131,483
132,482
133,1266
134,432
135,1279
136,2498
137,456
138,1887
139,748
140,2469
141,424
142,2427
143,558
144,2434
145,1256
146,1198
147,458
148,581
149,585
150,451
151,2390
152,2413
153,449
154,482
155,1210
156,1186
157,2391
158,466
159,1264
160,465
161,1166
162,2612
163,457
164,1256
165,2342
166,445
167,608
168,2394
169,436
170,1443
171,471
172,1353
173,351
174,423
175,488
176,961
177,1220
178,2482
179,1235
180,2497
181,1153
182,2567
183,478
184,1232
185,2401
186,360
187,429
188,777
189,2785
190,1263
191,2532
192,428
193,454
194,742
195,1188
196,481
197,1243
198,1946
199,1225
200,605
201,2439
202,1948
203,573
204,1422
205,2829
206,1302
207,1172
208,2785
209,612
210,2755
211,350
212,454
213,2507
214,629
215,2468
216,2476
217,1350
218,1264
219,2658
220,1211
221,2341
222,485
223,1213
224,1938
225,466
226,2522
227,585
228,2556
229,1190
230,1250
231,2498
232,1251
233,432
234,2833
235,576
236,1213
237,763
238,497
239,2470
240,1280
241,1360
242,1163
243,1266
244,1186
245,1248
246,2520
247,480
248,465
249,469
250,2387
251,2597
252,644
253,2394
254,2567
255,489
256,1257
257,1240
258,2708
259,2459
260,1354
261,481
262,1240
263,586
264,1176
265,2434
266,2401
267,449
268,2663
269,1122
270,2456
271,2465
272,1236
273,1314
274,960
275,1244
276,2835
277,2840
278,789
279,1437
280,489
281,961
282,1189
283,457
284,573
285,2487
286,2438
287,951
288,2504
289,2780
290,436
291,751
292,827
293,1218
294,2829
295,2834
296,2601
297,2473
298,998
299,1196
300,1146
301,2456
302,1945
303,489
304,2561
305,2389
306,1248
307,1327
308,1244
309,587
310,451
311,472
312,2440
313,1946
314,1259
315,2464
316,1322
317,1214
318,2495
319,814
320,2391
321,458
322,1925
323,469
324,2834
325,2503
326,446
327,449
328,1248
329,483
330,1167
331,1177
332,2475
333,2345
334,2835
335,431
336,481
337,459
338,1238
339,1921
340,1256
341,2421
342,458
343,490
344,1265
345,2435
346,2543
347,1349
348,457
349,2747
350,2655
351,2577
352,1941
353,1353
354,2435
355,1264
356,614
357,2497
358,1243
359,1979
360,936
361,1284
362,1342
363,1256
364,451
365,2787
366,884
367,814
368,1320
369,1354
370,2834
371,561
372,2548
373,2566
374,1047
375,1166
376,1222
377,946
378,1184
379,548
380,2348
381,746
382,2456
383,469
384,460
385,2734
386,2400
387,1258
388,2427
389,442
390,1224
391,813
392,1215
393,2425
394,1939
395,1157
396,2663
397,2462
398,2601
399,802
400,482
401,1353
402,1176
403,466
404,430
405,1184
406,1233
407,2457
408,1926
409,2469
410,1236
411,739
412,1947
413,1332
414,1951
415,2754
416,1371
417,1361
418,2447
419,1352
420,2523
421,2595
422,2834
423,1235
424,2387
425,1009
426,817
427,1203
428,1924
429,2427
430,1925
431,1360
432,482
433,2385
434,1248
435,469
436,2399
437,2397
438,2674
439,505
440,2548
441,488
442,2553
443,1224
444,2499
445,1153
446,928
447,1188
448,1265
449,642
450,1354
451,1168
452,616
453,1221
454,907
455,491
456,480
457,1979
458,1233
459,2432
460,2711
461,1435
462,1237
463,489
464,2831
465,2596
466,1939
467,2473
468,2385
469,2525
470,609
471,2439
472,2391
473,1187
474,2501
475,2582
476,1245
477,1253
478,352
479,1868
480,1192
481,1359
482,467
483,1182
484,1911
485,561
486,1225
487,1216
488,2468
489,2741
490,452
491,1231
492,1369
493,1342
494,2567
495,585
496,494
497,2382
498,426
499,457
500,747
501,2562
502,477
503,1352
504,2373
505,1133
506,2476
507,1045
508,881
509,1907
510,2498
511,1046
512,736
513,472
514,1167
515,623
516,1225
517,481
518,1248
519,1188
520,1157
521,455
522,771
523,602
524,1265
525,1352
526,1359
527,2657
528,2572
529,2831
530,1183
531,442
532,1188
533,1168
534,1972
535,495
536,2561
537,1235
538,2660
539,2523
540,1248
541,428
542,2401
543,2420
544,2630
545,2521
546,1193
547,1145
548,1189
549,1331
550,360
551,995
552,1212
553,1218
554,1188
555,471
556,2566
557,470
558,2525
559,1173
560,462
561,349
562,2568
563,2457
564,1226
565,1256
566,1374
567,1155
568,489
569,2394
570,1940
571,1137
572,478
573,2403
574,475
575,1167
576,458
577,1265
578,2476
579,458
580,768
581,2519
582,2785
583,2787
584,746
585,1182
586,482
587,1263
588,1166
589,2457
590,2431
591,2500
592,2399
593,1196
594,1113
595,471
596,1153
597,2400
598,449
599,482
600,2595
601,1149
602,1089
603,2426
604,448
