in,Node
1,1428
2,1339
3,471
4,2572
5,597
6,921
7,456
8,1232
9,1364
10,2503
11,2743
12,1267
13,1231
14,486
15,2828
16,1176
17,454
18,2787
19,1921
20,1359
21,1317
22,449
23,2504
24,1919
25,2440
26,2548
27,2377
28,2398
29,995
30,1265
31,1264
32,2827
33,478
34,1186
35,2629
36,932
37,2469
38,1189
39,2404
40,1189
41,629
42,1185
43,454
44,2834
45,2521
46,1218
47,451
48,468
49,1177
50,466
51,2655
52,1284
53,452
54,1232
55,1216
56,2786
57,1189
58,1278
59,575
60,2377
61,1183
62,2664
63,1921
64,1252
65,2595
66,360
67,1042
68,2472
69,934
70,469
71,1157
72,2452
73,1187
74,2525
75,2443
76,1918
77,489
78,491
79,458
80,485
81,629
82,2571
83,742
84,1320
85,1365
86,1047
87,496
88,2474
89,2466
90,2360
91,2358
92,476
93,1264
94,1359
95,458
96,451
97,1948
98,1369
99,1329
100,2387
101,914
102,2628
103,2380
104,629
105,2748
106,1266
107,1441
108,777
109,455
110,2479
111,2623
112,1290
113,2775
114,1186
115,611
116,1250
117,483
118,2631
119,429
120,1242
121,1168
122,593
123,2525
124,744
125,2665
126,2437
127,1354
128,2392
129,483
130,2431
131,2655
132,2445
133,2393
134,2623
135,436
136,1232
137,1218
138,482
139,482
140,482
141,482
142,482
143,482
144,483
145,1266
146,449
147,1369
148,2498
149,456
150,1887
151,747
152,2500
153,429
154,2427
155,559
156,2401
157,1254
158,1197
159,458
160,581
161,585
162,1208
163,451
164,2460
165,449
166,1210
167,1186
168,2389
169,466
170,1264
171,466
172,1168
173,2602
174,457
175,1252
176,2342
177,447
178,611
179,437
180,471
181,1341
182,351
183,424
184,486
185,961
186,1220
187,1222
188,2482
189,2497
190,1153
191,2567
192,483
193,802
194,1232
195,2434
196,763
197,431
198,784
199,2785
200,1259
201,508
202,432
203,451
204,818
205,1188
206,481
207,1243
208,1946
209,1218
210,618
211,2435
212,1948
213,563
214,1421
215,2829
216,1300
217,1172
218,2785
219,609
220,2755
221,343
222,454
223,2513
224,612
225,2467
226,2476
227,1351
228,1256
229,2659
230,1211
231,361
232,481
233,1214
234,1946
235,466
236,2518
237,562
238,2496
239,2557
240,1190
241,1244
242,2498
243,1250
244,432
245,2756
246,578
247,1213
248,764
249,494
250,2470
251,1280
252,1165
253,1278
254,1187
255,1249
256,2525
257,476
258,465
259,469
260,2387
261,2597
262,644
263,2628
264,489
265,1257
266,1248
267,2711
268,2459
269,1354
270,481
271,805
272,1150
273,586
274,2433
275,2401
276,449
277,1355
278,2456
279,1236
280,1230
281,2441
282,960
283,1185
284,2835
285,2836
286,349
287,789
288,1437
289,483
290,472
291,961
292,1189
293,457
294,747
295,1183
296,2438
297,1197
298,1237
299,476
300,2504
301,2621
302,436
303,748
304,840
305,1220
306,2829
307,2834
308,2604
309,2476
310,1010
311,1194
312,1147
313,2456
314,1945
315,489
316,2561
317,2389
318,1242
319,1328
320,1244
321,591
322,451
323,472
324,2440
325,1948
326,1258
327,2388
328,1322
329,1209
330,2485
331,814
332,1233
333,2391
334,458
335,1925
336,469
337,2834
338,2749
339,2503
340,446
341,449
342,1190
343,1248
