0.0,29.21,10.4,17.16,12.39,18.83,15.91,4.46,26.92,5.21,23.69,3.6,7.15,21.36,4.89,17.69,9.38,21.53,8.02,11.62,4.46,21.76,5.09,6.94,5.83,18.1,29.38,7.47,2.47,23.29,9.16,9.86,2.46,5.31,20.52,3.31,27.81,6.85,20.76,9.79,26.33,23.03,26.1,24.76,27.1,23.7
29.83,0.0,36.01,15.33,19.23,24.5,17.37,21.42,3.26,26.66,11.05,27.03,27.69,41.24,31.1,18.6,33.12,8.52,28.38,34.55,30.3,5.9,25.48,32.56,32.47,35.72,9.58,25.25,29.94,6.04,33.12,29.27,29.95,26.91,8.59,22.84,8.31,34.62,18.82,35.41,7.36,4.73,11.71,44.64,1.73,5.84
10.34,34.75,0.0,21.69,16.86,17.46,19.55,12.72,36.45,9.68,32.11,15.27,7.61,13.68,5.96,21.33,1.67,27.89,6.91,1.8,16.06,32.75,13.78,3.01,3.35,10.42,34.96,9.89,10.1,28.84,1.49,3.02,12.05,8.32,30.3,10.91,33.39,1.44,28.33,0.61,31.9,32.06,34.52,17.08,32.97,29.25
18.03,15.95,28.73,0.0,17.58,22.85,15.72,9.64,12.94,12.27,9.72,15.24,14.59,39.69,23.82,16.95,27.71,5.81,16.37,25.58,18.51,7.51,13.69,25.27,25.19,34.07,15.88,15.05,12.06,9.79,27.5,28.19,18.15,13.2,4.73,11.05,14.31,24.03,19.24,28.13,12.82,8.78,12.13,43.09,13.6,10.2
12.4,19.34,15.9,17.98,0.0,5.03,3.25,10.56,21.04,7.94,22.95,16.32,8.98,22.67,12.38,5.92,14.54,12.48,9.66,15.98,17.11,17.34,14.91,13.84,13.75,17.14,19.55,6.54,11.22,13.43,14.55,10.69,13.1,8.19,14.89,10.94,17.98,15.91,30.72,15.3,16.49,16.65,23.61,26.07,17.56,13.84
19.03,24.05,17.31,22.69,5.11,0.0,8.85,17.19,25.75,14.57,27.66,22.94,15.61,24.07,19.01,6.56,15.95,17.19,12.4,17.39,23.73,22.04,21.54,20.47,20.38,18.55,24.26,13.16,17.85,18.14,15.95,12.1,19.72,14.82,19.6,17.57,22.69,19.3,35.43,16.7,21.2,21.36,28.32,27.47,22.27,18.55
15.5,16.63,20.4,15.27,3.62,8.89,0.0,13.66,18.32,11.04,20.24,19.42,12.08,25.63,15.48,4.02,17.51,9.76,12.76,18.94,20.21,14.62,18.01,16.94,16.85,20.1,16.83,9.64,14.32,10.71,17.51,13.65,16.2,11.29,12.18,14.04,15.26,19.01,28.01,19.79,13.78,13.93,20.89,29.03,14.84,11.12
4.92,21.44,12.28,9.41,11.08,17.52,14.6,0.0,20.98,3.08,17.75,7.92,5.39,23.17,7.36,16.38,11.26,13.77,7.17,13.5,8.17,15.54,6.27,8.82,8.73,19.91,21.62,5.85,2.45,15.53,11.04,11.74,8.91,4.0,12.77,1.55,20.05,10.89,19.24,11.67,18.56,16.81,20.16,26.57,19.34,15.94
27.79,3.01,37.93,13.16,21.14,26.41,19.28,21.22,0.0,28.57,7.8,24.99,29.61,43.16,33.01,20.51,35.03,10.43,30.29,36.47,28.26,7.58,23.44,34.47,34.38,37.63,12.59,27.16,24.93,9.36,35.04,31.18,27.91,28.82,10.5,24.63,18.01,33.78,15.57,37.32,10.37,6.53,8.45,46.56,4.74,7.76
5.14,26.74,10.04,12.01,8.01,14.45,11.53,3.04,28.43,0.0,20.35,9.05,2.78,21.0,5.12,13.31,9.02,19.87,4.42,11.26,9.84,18.14,7.65,6.58,6.49,17.74,26.94,3.09,2.97,20.82,8.8,9.5,5.83,0.93,22.29,3.0,25.37,8.65,21.26,9.43,23.89,24.04,22.76,24.4,24.95,21.23
24.39,10.6,35.09,9.76,22.6,27.87,20.74,17.82,7.59,20.45,0.0,21.59,31.06,44.61,30.17,21.97,34.07,11.88,31.75,31.94,24.86,5.45,20.04,31.63,31.54,39.08,21.03,28.62,21.53,10.82,33.85,32.63,24.51,21.38,8.4,21.23,19.46,30.38,8.02,34.48,17.98,5.31,2.34,48.01,11.38,9.21
4.36,27.15,15.06,15.11,16.44,22.88,19.96,6.24,24.86,9.26,21.63,0.0,11.21,26.02,10.15,21.74,14.05,19.47,12.68,11.91,4.84,19.7,2.65,11.61,11.52,22.76,27.32,11.52,4.83,21.24,13.83,14.52,4.49,9.36,18.47,5.08,25.75,10.36,18.7,14.46,24.27,20.97,24.04,29.42,25.05,21.65
5.66,27.68,7.66,14.36,8.96,15.4,12.48,5.39,29.38,2.76,22.7,11.15,0.0,18.62,2.74,14.26,6.64,20.82,2.21,8.88,11.94,25.68,8.93,4.2,4.08,15.36,27.89,2.59,5.25,21.77,6.42,4.9,7.93,1.29,23.23,5.77,26.32,6.27,23.49,7.05,24.83,24.99,31.95,22.02,25.9,22.18
21.33,41.18,13.86,39.82,22.72,23.88,25.97,23.71,42.87,20.67,44.79,26.26,18.6,0.0,16.95,27.75,13.16,34.31,17.9,13.87,27.05,39.17,24.77,15.44,15.62,6.39,41.38,20.88,21.09,35.26,12.5,14.36,23.04,19.31,36.73,21.9,39.81,15.91,39.32,13.25,38.33,38.48,45.44,3.74,39.39,35.67
4.95,31.16,5.84,17.26,12.43,18.87,15.95,8.29,32.85,5.25,27.68,9.1,3.19,16.8,0.0,17.73,4.83,24.29,2.94,7.06,9.89,25.75,9.35,2.18,1.27,13.54,31.36,5.93,5.67,25.24,4.61,4.79,5.88,3.9,26.71,6.48,29.79,3.53,23.91,5.24,28.31,28.46,30.09,20.2,29.37,25.65
17.33,18.35,22.23,16.99,6.44,6.51,4.01,15.49,20.04,12.87,21.96,21.24,13.91,28.09,17.31,0.0,19.96,11.48,14.59,21.4,22.03,16.34,19.84,18.77,18.68,22.56,18.55,11.46,16.15,12.43,20.99,16.11,18.02,13.12,13.9,15.87,16.98,20.84,29.73,21.62,15.5,15.65,22.61,31.49,16.56,12.84
9.19,33.48,1.67,20.54,15.71,16.19,18.28,11.57,35.18,8.53,30.96,14.12,6.46,12.75,4.81,20.05,0.0,26.62,5.76,2.89,14.91,31.47,12.63,3.3,3.48,9.49,33.69,8.74,8.95,27.57,0.43,1.94,10.9,7.17,29.03,9.76,32.12,2.85,27.18,0.86,30.63,30.79,33.37,16.15,31.7,27.98
22.16,8.51,29.05,7.67,12.26,17.54,10.4,13.76,10.21,19.69,12.12,19.37,20.73,34.28,24.13,11.63,26.16,0.0,21.41,27.59,22.64,5.64,17.82,25.59,25.5,28.75,10.7,18.29,19.3,2.6,26.16,22.3,22.28,19.94,3.09,15.17,9.13,27.66,19.89,28.44,7.65,5.82,12.78,37.68,6.73,3.01
8.85,28.32,6.97,14.81,9.59,11.94,13.11,7.17,30.02,4.39,23.15,12.77,2.21,17.93,2.58,14.89,5.96,21.45,0.0,8.19,13.56,26.31,11.28,3.47,3.25,14.67,28.52,3.08,7.6,22.41,5.74,3.75,9.55,3.57,23.87,7.39,26.95,5.52,25.83,6.37,25.47,25.62,32.59,21.33,26.54,22.82
