in,Node
1,1428
2,494
3,456
4,1232
5,1365
6,2502
7,2743
8,1266
9,486
10,2828
11,450
12,1185
13,2785
14,1912
15,1354
16,2743
17,1317
18,450
19,2504
20,1919
21,2439
22,2552
23,2398
24,1048
25,1264
26,1264
27,2827
28,481
29,1186
30,2596
31,926
32,2497
33,1223
34,2421
35,629
36,1185
37,454
38,2521
39,1217
40,451
41,2655
42,1285
43,455
44,1232
45,1216
46,1184
47,1189
48,1278
49,577
50,2373
51,1183
52,1924
53,1253
54,2595
55,360
56,2519
57,1042
58,2468
59,933
60,469
61,1153
62,2451
63,1187
64,2521
65,1913
66,485
67,484
68,458
69,630
70,1179
71,2571
72,739
73,1266
74,1365
75,1145
76,493
77,2474
78,2464
79,2392
80,463
81,479
82,1264
83,1359
84,458
85,451
86,1972
87,1329
88,1369
89,2387
90,914
91,2626
92,629
93,2747
94,1278
95,1441
96,777
97,1124
98,2483
99,2623
100,1279
101,2616
102,1186
103,1250
104,484
105,2631
106,2394
107,429
108,1184
109,1168
110,573
111,744
112,2665
113,2437
114,1354
115,483
116,2436
117,2655
118,2423
119,2369
120,2623
121,436
122,1232
123,1212
124,482
125,483
126,482
127,483
128,482
129,483
130,482
131,483
132,483
133,1259
134,449
135,1279
136,2504
137,456
138,1887
139,748
140,2469
141,424
142,2427
143,559
144,2401
145,1264
146,1192
147,458
148,585
149,451
150,468
151,449
152,482
153,1210
154,1186
155,2389
156,466
157,1264
158,465
159,1168
160,2602
161,457
162,1252
163,447
164,608
165,2394
166,437
167,471
168,1339
169,351
170,424
171,1920
172,488
173,961
174,1222
175,2482
176,2497
177,1157
178,2571
179,478
180,802
181,2572
182,360
183,430
184,780
185,2785
186,1263
187,2535
188,428
189,814
190,451
191,742
192,1188
193,481
194,1243
195,1938
196,1218
197,607
198,1948
199,563
200,1421
201,1224
202,2785
203,612
204,2755
205,350
206,454
207,2564
208,629
209,2467
210,2476
211,2663
212,1350
213,1256
214,2659
215,1211
216,485
217,1209
218,1938
219,466
220,2517
221,562
222,2493
223,458
224,2571
225,1190
226,1244
227,2498
228,1250
229,432
230,2756
231,576
232,493
233,2470
234,1287
235,1363
236,1163
237,1278
238,1187
239,1248
240,2525
241,480
242,465
243,469
244,2387
245,2597
246,629
247,2394
248,2567
249,489
250,1257
251,1248
252,2711
253,2459
254,2786
255,1354
256,481
257,1240
258,562
259,2433
260,2401
261,449
262,1355
263,2456
264,1236
265,1313
266,1244
267,2835
268,2840
269,789
270,1927
271,483
272,472
273,961
274,1189
275,458
276,457
277,563
278,492
279,1185
280,962
281,476
282,2830
283,2519
284,2780
285,469
286,840
287,1220
288,2829
289,2834
290,2599
291,2473
292,997
293,961
294,1144
295,2456
296,1945
297,492
298,2561
299,2389
300,1242
301,1321
302,1245
303,591
304,451
305,472
306,2440
307,1946
308,1258
309,2390
310,1329
311,2485
312,814
313,1233
314,2398
315,458
316,1940
317,469
318,2834
319,2580
320,444
321,469
322,1248
323,483
324,1157
325,1177
326,2470
327,2341
328,2868
329,431
330,481
331,461
332,1924
333,1256
334,2421
335,458
336,2618
337,2477
338,1265
339,2435
340,2544
341,581
342,1378
343,456
344,2655
345,2580
346,1944
347,2435
348,1250
349,623
350,2497
351,1948
352,1243
353,1979
354,932
355,1284
356,1342
357,1939
358,1256
359,471
360,2422
361,814
362,1263
363,1354
364,2834
365,561
366,2548
367,2562
368,1145
369,1166
370,1234
371,933
372,1238
373,562
374,461
375,2660
376,459
377,1258
378,2427
379,426
380,1224
381,816
382,1216
383,2425
384,1938
385,1157
386,1360
387,2664
388,2460
389,2476
390,2584
391,1217
392,925
393,1354
394,483
395,2420
396,1136
397,1176
398,1188
399,465
