0.0,5.86,3.97,3.39,23.54,30.23,29.12,30.51,30.47,30.2,15.69,27.08,8.49,26.15,24.91,20.46,4.69,6.34,24.02,15.48,5.72,8.93,23.63,8.57,18.02,3.87,25.91,7.86,7.65,29.61,18.87,4.33,3.33,13.86,22.4,32.94,3.97,20.87,9.28,30.07,9.72,18.16,35.19,22.59,5.5,26.07,24.86,21.27,1.72,25.01,3.27,18.98,20.35,6.55,5.72,4.2,29.67,18.53,3.19,25.11,26.21,13.28,10.35,25.16,5.6,24.72,5.11,30.38,29.17,6.65,2.9,4.54,22.9,6.11,2.67,3.62,7.29,32.02,8.97,2.46,18.33,7.63,22.98,7.18,17.0,4.13,28.16,4.06,7.63,5.34,14.41,21.29,9.27,24.92,3.82,11.94,22.24,4.69,15.72,19.09,7.81,7.77,2.85,18.4,3.28,7.74,29.17,22.4,9.04,30.69,21.23,5.57,22.53,27.59,21.28,29.42,7.07,5.69,21.79,10.96,10.76,7.44,6.42,18.66,15.91,33.09,12.19,6.31,18.75,10.88,22.13,4.98,22.36,15.27,21.21,34.23,29.44,17.96,15.94,26.86,6.52,16.29,11.07,23.56,23.15,22.46,21.24,20.18,9.49,11.44,5.06,20.28,19.56,6.93,6.76,20.14,3.1,18.45,19.99,23.52,9.49,9.98,2.35,7.97,5.07,6.65,23.52,7.45,19.33,20.48,9.88,2.78,3.02,27.19,25.0,27.2,18.08
5.92,0.0,2.78,2.62,28.31,33.49,32.85,32.99,33.04,32.96,17.49,31.96,9.31,28.91,31.71,21.33,7.72,11.86,27.94,16.3,6.54,14.08,29.72,9.4,18.89,9.2,35.71,1.85,1.35,32.36,23.65,1.99,2.53,14.69,27.78,35.7,9.02,25.65,6.93,33.17,4.07,18.98,37.95,25.35,0.73,28.83,30.5,26.04,4.32,27.77,8.79,19.85,14.77,11.45,11.28,1.97,32.42,13.77,5.76,19.53,30.98,7.62,11.17,19.58,10.11,27.48,1.72,33.14,31.93,4.51,8.52,9.72,29.84,6.93,6.24,6.19,1.7,34.78,3.4,3.72,23.1,12.77,29.0,2.44,15.57,9.76,30.92,7.41,11.56,7.49,8.83,26.06,3.66,29.69,6.86,6.36,27.01,9.2,10.14,14.04,8.63,11.69,7.62,23.17,8.8,4.22,31.9,26.37,2.77,33.45,28.55,10.16,27.3,30.4,22.71,32.18,7.89,5.29,26.56,5.38,11.58,2.71,10.02,13.9,16.48,35.85,6.61,10.9,23.52,5.31,28.08,11.36,27.13,16.09,22.03,40.95,32.2,18.78,16.76,33.58,11.67,10.71,5.49,29.26,25.88,27.23,15.66,21.06,4.39,5.86,10.62,24.2,24.33,1.1,0.73,20.96,5.21,23.22,20.87,26.25,3.91,4.41,6.82,4.44,6.42,5.49,28.85,11.37,24.1,24.4,3.26,2.97,5.11,31.96,19.42,30.01,22.85
4.35,2.23,0.0,2.35,27.5,33.8,33.16,33.31,33.35,33.27,16.82,31.04,9.62,29.22,32.02,24.42,8.24,10.19,27.98,16.61,6.85,12.89,30.03,9.71,21.98,7.53,29.87,3.97,3.48,32.68,22.83,3.54,3.13,15.0,28.09,36.01,7.93,24.83,8.27,33.48,5.41,19.29,38.26,25.66,2.32,29.14,30.81,25.23,4.16,28.08,7.12,22.94,16.94,9.78,9.61,0.3,32.74,9.98,6.23,21.7,30.17,5.37,11.48,21.74,10.42,27.79,3.06,33.45,32.24,5.85,6.86,10.03,26.86,7.24,6.71,6.66,3.66,35.09,5.66,2.5,22.29,11.59,29.31,3.78,18.13,8.09,31.23,5.74,11.59,7.81,10.99,25.25,5.84,28.88,7.64,5.94,26.2,11.01,12.3,16.21,8.94,11.73,5.95,22.35,7.13,3.84,32.21,26.68,3.51,33.76,25.19,10.47,26.49,30.71,25.24,32.49,8.2,6.82,25.75,7.54,11.9,4.05,10.33,10.13,17.05,36.16,5.08,11.21,22.71,7.47,26.09,9.69,26.31,16.4,22.34,38.19,32.51,19.09,17.07,30.82,10.48,12.87,7.66,29.57,26.19,26.42,17.82,24.14,6.09,4.4,8.95,24.23,23.52,3.29,2.79,21.27,3.44,22.4,23.95,26.56,6.07,6.67,5.15,4.0,6.94,7.78,29.16,11.41,23.29,24.44,4.73,2.97,5.6,31.15,21.58,30.32,22.04
3.38,2.62,2.01,0.0,26.75,31.95,31.31,31.46,31.51,31.42,14.97,30.43,7.77,27.37,30.17,23.67,6.39,9.44,27.22,14.76,5.0,12.14,28.18,7.86,21.23,6.78,29.12,4.42,3.92,30.83,22.08,1.54,0.95,13.15,26.24,34.16,7.18,24.08,8.56,31.63,5.79,17.44,36.42,23.82,2.7,27.29,28.97,24.47,2.38,26.23,6.37,22.18,17.55,9.03,8.86,2.24,30.89,17.81,4.38,22.31,29.42,6.91,9.63,22.35,8.58,25.94,2.14,31.6,30.39,3.44,6.1,8.18,26.11,5.39,4.86,4.81,4.48,33.25,6.17,1.3,21.54,10.83,27.46,4.16,16.28,7.34,29.38,4.99,10.84,5.96,11.6,24.5,6.22,28.13,5.8,9.13,25.45,10.26,12.91,16.81,7.1,10.97,5.2,21.6,6.38,5.31,30.36,24.83,6.24,31.92,24.44,8.63,25.74,28.86,24.48,30.64,6.35,4.97,24.99,8.15,10.05,4.43,8.48,17.94,15.2,34.31,6.55,9.36,21.96,8.08,26.54,8.94,25.56,14.55,20.49,37.44,30.66,17.24,15.22,30.07,9.73,13.48,8.27,27.72,24.34,25.67,18.43,23.39,6.47,5.87,8.2,23.48,22.77,4.12,3.17,19.42,2.81,21.65,23.2,24.72,6.68,7.18,4.4,5.54,5.09,5.93,27.31,10.66,22.53,23.68,7.08,0.69,3.75,30.4,22.19,28.48,21.29
24.24,29.19,27.35,26.77,0.0,10.06,8.95,10.34,10.29,12.65,24.3,6.9,25.64,13.59,4.74,7.88,18.04,24.27,5.73,24.09,20.33,21.21,5.69,26.65,8.67,25.07,3.53,32.4,32.19,15.74,7.68,28.29,27.28,21.0,9.83,16.72,20.53,3.46,28.03,9.9,30.14,20.29,19.18,12.4,30.58,11.55,4.68,6.13,27.04,15.81,23.76,7.53,42.75,24.82,25.97,27.58,13.86,27.14,21.8,47.51,3.79,37.58,25.19,47.56,16.69,15.52,29.65,21.18,15.53,29.7,22.15,17.51,4.39,28.21,21.43,19.94,31.82,22.83,33.51,25.52,7.31,21.7,5.92,31.72,25.61,22.44,12.47,25.68,19.74,19.12,38.93,4.95,31.93,1.66,21.6,36.44,1.71,18.33,37.12,27.71,27.92,19.88,24.25,9.38,23.01,31.12,10.47,9.68,33.58,16.06,6.64,16.36,1.01,10.39,5.64,14.17,20.86,29.08,3.28,36.61,24.63,31.37,16.62,27.27,24.53,17.72,36.74,15.76,8.14,35.42,7.53,23.29,3.85,23.88,29.4,14.06,16.7,26.72,18.83,6.69,21.81,35.01,34.55,6.25,10.34,1.26,43.64,7.6,30.24,37.11,25.31,6.45,5.91,31.46,31.3,28.33,25.26,6.15,7.39,9.54,34.02,31.66,24.52,30.74,19.42,28.75,6.36,17.85,7.64,9.29,34.42,26.25,23.04,3.55,47.4,9.93,8.27
30.63,33.94,33.74,32.06,9.79,0.0,1.01,0.62,0.57,2.75,23.35,2.68,24.69,4.61,5.25,14.27,24.43,30.66,14.57,23.14,27.73,27.6,5.24,25.69,15.06,31.46,10.74,35.03,34.83,6.08,14.07,32.11,31.38,20.04,8.88,6.13,26.92,7.29,27.08,0.59,29.18,19.34,10.05,8.44,33.22,3.94,4.04,12.52,31.11,5.21,30.15,13.92,41.8,31.21,32.36,33.97,3.96,26.19,30.81,46.56,12.62,36.63,24.24,46.6,23.08,7.52,32.29,10.75,5.87,28.75,28.54,23.9,6.5,27.25,27.82,30.35,34.46,9.43,31.4,31.44,13.7,27.32,7.13,31.23,24.65,28.83,3.85,32.07,26.13,25.51,37.98,8.0,30.97,11.45,27.99,35.48,9.94,24.72,36.16,26.75,26.97,26.27,30.64,14.32,29.4,36.9,1.46,8.73,36.22,5.67,8.62,22.75,9.68,2.57,8.23,4.5,27.27,28.12,6.61,35.66,23.67,30.42,23.01,26.32,23.57,7.13,35.78,22.15,14.53,34.49,7.9,29.68,6.17,22.93,28.45,6.49,6.32,25.76,17.87,3.04,27.43,34.05,33.6,5.29,9.39,9.43,42.68,13.99,29.29,36.15,31.7,15.78,12.3,34.1,33.94,27.37,31.65,12.54,9.5,6.8,34.94,30.7,30.91,37.51,30.11,27.79,5.51,24.24,14.03,18.13,37.06,31.45,30.18,12.39,46.44,3.23,14.66
29.99,33.31,33.1,31.43,9.15,1.01,0.0,1.64,1.59,3.77,22.71,2.05,24.05,6.26,4.62,13.63,23.8,30.02,13.93,22.5,27.1,26.96,4.6,25.06,14.42,30.82,10.1,34.4,34.19,7.85,13.43,31.48,30.74,19.41,8.24,7.15,26.29,6.65,26.44,0.69,28.55,18.7,13.65,10.81,32.58,4.58,3.41,11.88,30.47,6.25,29.52,13.28,41.16,30.57,31.73,33.33,5.73,25.55,30.17,45.92,11.99,35.99,23.6,45.97,22.44,8.15,31.65,12.38,7.64,28.11,27.91,23.26,5.76,26.62,27.19,29.71,33.82,10.45,30.76,30.8,13.07,26.69,6.9,30.6,24.02,28.2,5.48,31.44,25.5,24.87,37.34,7.76,30.34,10.81,27.36,34.85,9.31,24.08,35.53,26.12,26.34,25.63,30.0,13.68,28.77,36.27,2.52,8.09,35.58,6.69,8.38,22.11,9.05,3.2,7.99,6.27,26.63,27.49,5.97,35.02,23.04,29.78,22.37,25.68,22.94,8.14,35.15,21.51,13.89,33.85,7.66,29.04,5.54,22.29,27.81,8.53,8.09,25.13,17.24,2.41,26.79,33.42,32.96,4.66,8.75,8.79,42.05,13.36,28.65,35.52,31.07,15.15,11.67,33.47,33.3,26.74,31.02,11.91,9.26,6.61,34.3,30.07,30.27,36.87,29.48,27.16,4.77,23.6,13.4,17.49,36.42,30.82,29.54,11.75,45.81,3.87,14.03
30.88,33.44,33.33,31.56,10.26,0.62,1.64,0.0,0.05,2.78,22.85,3.15,24.18,4.64,5.73,14.74,22.85,30.92,15.04,22.64,27.23,27.84,4.7,25.19,15.53,31.71,11.24,34.53,34.32,6.11,14.54,31.61,30.87,19.54,8.37,6.17,27.18,7.76,26.57,1.21,28.68,18.83,10.08,7.85,32.71,3.47,4.51,12.99,30.61,5.14,30.41,10.23,41.3,31.47,32.62,33.55,3.99,25.69,30.3,46.06,13.09,36.13,23.73,46.1,21.5,7.05,31.78,10.78,5.91,28.25,28.8,22.32,5.89,26.75,30.79,29.84,33.96,9.47,30.89,30.93,14.17,27.56,6.52,30.73,24.15,29.09,3.88,32.33,26.39,28.76,37.47,7.39,30.47,11.92,24.41,34.98,10.41,24.97,35.66,26.25,26.47,26.52,30.89,13.82,29.66,36.4,1.49,8.22,35.71,5.7,8.01,21.17,10.15,2.1,7.62,4.54,26.76,27.62,7.08,35.16,23.17,29.92,21.43,25.82,23.07,7.16,35.28,20.57,15.0,33.98,7.29,29.94,5.63,22.42,27.94,6.52,6.35,25.26,17.37,3.51,27.67,33.55,33.09,4.79,8.89,9.9,42.18,14.46,28.79,35.65,31.96,16.25,12.77,33.6,33.44,26.87,31.91,13.01,8.89,6.21,34.43,30.2,31.17,37.01,29.61,27.29,4.9,24.49,14.5,18.6,36.55,30.95,29.67,12.86,45.94,2.76,15.13
30.93,33.49,33.38,31.61,10.3,0.57,1.59,0.05,0.0,2.74,22.89,3.2,24.23,4.6,5.78,14.79,22.9,30.96,15.09,22.68,27.28,27.89,4.75,25.24,15.58,31.76,11.29,34.58,34.37,6.06,14.59,31.66,30.92,19.59,8.42,6.12,27.23,7.81,26.62,1.17,28.73,18.88,10.03,7.92,32.76,3.43,4.56,13.04,30.65,5.1,30.46,10.28,41.34,31.52,32.67,33.6,3.94,25.73,30.35,46.11,13.14,36.17,23.78,46.15,21.55,7.0,31.83,10.73,5.86,28.3,28.85,22.37,5.94,26.8,30.84,29.89,34.01,9.42,30.94,30.98,14.22,27.61,6.57,30.78,24.2,29.14,3.83,32.38,26.44,28.81,37.52,7.44,30.52,11.97,24.46,35.03,10.46,25.02,35.71,26.3,26.52,26.57,30.94,13.87,29.71,36.45,1.45,8.27,35.76,5.65,8.06,21.21,10.2,2.05,7.66,4.49,26.81,27.67,7.13,35.21,23.22,29.97,21.48,25.86,23.12,7.11,35.33,20.62,15.05,34.03,7.34,29.98,5.68,22.47,27.99,6.47,6.31,25.31,17.42,3.56,27.71,33.6,33.14,4.84,8.94,9.95,42.23,14.51,28.84,35.7,32.01,16.3,12.82,33.65,33.48,26.92,31.96,13.06,8.94,6.29,34.48,30.25,31.21,37.06,29.66,27.34,4.95,24.54,14.55,18.65,36.6,31.0,29.72,12.91,45.99,2.71,15.18
30.75,33.31,33.86,31.44,12.83,2.75,3.77,2.78,2.74,0.0,22.72,5.56,24.06,4.4,9.09,17.31,22.72,30.78,17.61,22.51,27.11,27.7,7.15,25.06,17.11,31.58,13.78,34.41,34.2,3.32,17.11,31.48,30.75,19.42,8.66,3.39,27.04,13.09,26.45,3.35,28.56,18.71,5.89,8.4,32.59,4.24,6.92,15.56,30.48,5.46,30.27,15.59,41.17,31.33,32.48,34.09,1.4,25.56,25.07,45.93,15.66,36.0,23.61,45.98,21.36,7.43,31.66,9.04,3.11,28.12,28.66,22.18,7.29,26.62,27.94,24.62,33.83,6.69,30.77,32.03,16.74,27.43,7.93,30.6,24.03,28.95,2.29,32.19,26.25,23.79,37.35,8.79,30.35,14.49,24.27,34.85,12.98,24.84,35.53,26.13,26.34,26.39,30.76,13.68,29.52,36.27,2.25,8.51,35.59,2.93,9.54,21.03,12.72,3.06,9.02,1.76,26.64,27.5,8.67,35.03,23.04,29.79,21.29,25.69,22.94,4.38,35.16,20.43,17.57,33.86,8.69,29.8,8.05,22.3,27.82,4.91,3.56,25.13,17.25,5.92,27.53,33.42,32.97,6.69,9.17,12.47,42.05,17.03,28.66,35.53,31.82,18.82,15.34,33.47,33.31,26.74,31.77,15.58,9.92,7.08,34.31,30.07,31.03,36.88,24.09,27.17,6.31,24.36,17.07,21.17,36.43,30.83,29.55,15.43,45.82,3.47,17.7
