in,Node
1,1428
2,456
3,1364
4,2743
5,1322
6,1231
7,486
8,2828
9,454
10,1185
11,2787
12,1921
13,1354
14,2743
15,1230
16,450
17,2504
18,1919
19,2646
20,2440
21,2537
22,2377
23,2398
24,1048
25,1264
26,1264
27,2827
28,478
29,1188
30,2629
31,926
32,2469
33,1189
34,2404
35,1189
36,630
37,1185
38,456
39,2521
40,1202
41,451
42,2655
43,1285
44,452
45,1232
46,1352
47,1215
48,1184
49,1189
50,1278
51,575
52,2376
53,1183
54,1921
55,1253
56,2595
57,2594
58,1042
59,2468
60,930
61,469
62,1153
63,2453
64,1215
65,2520
66,1918
67,489
68,491
69,458
70,630
71,1179
72,2571
73,742
74,1322
75,1365
76,1047
77,493
78,2474
79,2464
80,2352
81,2357
82,479
83,1278
84,1359
85,458
86,451
87,1948
88,1329
89,1279
90,2387
91,1180
92,2567
93,2743
94,629
95,2745
96,1266
97,1441
98,746
99,2479
100,2623
101,1278
102,2775
103,1186
104,1251
105,484
106,2631
107,484
108,429
109,445
110,1184
111,1168
112,593
113,2525
114,741
115,2660
116,2437
117,2394
118,479
119,2436
120,2655
121,2449
122,2371
123,2623
124,431
125,1213
126,1220
127,482
128,483
129,482
130,483
131,482
132,482
133,483
134,482
135,483
136,1266
137,432
138,1279
139,2509
140,456
141,1887
142,747
143,2469
144,429
145,2433
146,560
147,2434
148,1254
149,1192
150,458
151,585
152,1205
153,451
154,487
155,449
156,1210
157,1186
158,2391
159,466
160,1264
161,466
162,1168
163,2610
164,457
165,1252
166,2742
167,2352
168,445
169,608
170,437
171,471
172,1341
173,350
174,425
175,1921
176,488
177,961
178,1220
179,2482
180,2497
181,1153
182,2567
183,478
184,1232
185,2572
186,757
187,431
188,779
189,2785
190,1266
191,2535
192,428
193,817
194,1188
195,481
196,1243
197,1931
198,1225
199,607
200,2582
201,1948
202,563
203,1421
204,2829
205,1223
206,1172
207,2785
208,609
209,2755
210,350
211,454
212,2513
213,612
214,2466
215,2476
216,1235
217,1264
218,2659
219,1211
220,481
221,1209
222,1946
223,466
224,2515
225,561
226,2492
227,2571
228,1190
229,1312
230,1244
231,2498
232,1250
233,432
234,2756
235,576
236,763
237,493
238,2470
239,1280
240,1360
241,1165
242,1278
243,1186
244,1248
245,2524
246,472
247,467
248,469
249,2387
250,2438
251,2596
252,630
253,2567
254,489
255,1257
256,1240
257,2667
258,2711
259,2459
260,1354
261,481
262,1239
263,586
264,2433
265,2401
266,449
267,2456
268,1229
269,970
270,1185
271,2835
272,2836
273,349
274,789
275,1438
276,483
277,472
278,961
279,1189
280,457
281,747
282,563
283,2490
284,1185
285,962
286,427
287,476
288,2517
289,2400
290,436
291,750
292,827
293,1220
294,2829
295,2834
296,2592
297,2473
298,998
299,1196
300,1147
301,2456
302,1941
303,489
304,2548
305,2389
306,1248
307,1327
308,1245
309,587
310,451
311,472
312,2440
313,1948
314,1259
315,2390
316,1322
317,1210
318,2509
319,1233
320,2391
321,458
322,1925
323,449
324,2834
325,2503
326,446
327,469
328,950
329,1248
330,483
331,1157
332,1177
333,2470
334,2343
335,2835
336,471
337,461
338,1239
339,1921
340,1254
341,2421
342,2618
343,490
344,1265
345,2436
346,2544
347,1378
348,456
349,2655
350,2580
351,1944
352,2572
353,2434
354,1247
355,614
356,2472
357,1243
358,925
359,1277
360,1339
361,1258
362,451
363,2787
364,2650
365,884
366,1320
367,1354
368,2831
369,561
370,2561
371,2562
372,1145
373,1166
374,1222
375,933
376,1184
377,548
378,461
379,2660
380,746
381,469
382,459
383,1250
384,2400
385,1258
386,2427
387,445
388,1223
389,813
390,1216
391,2425
392,1939
393,934
394,1157
395,2663
396,487
397,946
398,2476
399,1218
400,1354
401,2403
402,1152
403,1188
404,489
405,1111
406,1173
407,2459
408,2829
409,1331
410,2395
411,818
412,1948
413,1329
414,454
415,2562
416,1374
417,1235
418,1204
419,2432
420,1352
421,2522
422,2595
423,2829
424,1351
425,913
426,2438
427,479
428,2425
429,623
430,2429
431,735
432,1925
433,1366
434,482
435,1209
436,1248
437,1278
438,449
439,2401
440,2387
441,2775
442,507
443,2561
444,486
445,2557
446,1216
447,2499
448,1182
449,1907
450,2831
451,824
452,747
453,436
454,1168
455,2457
456,1152
457,2399
458,494
459,1232
460,350
461,440
462,450
463,2709
464,1430
465,1237
466,484
467,2596
468,1044
469,2472
470,2387
471,360
472,1047
473,2726
474,2391
475,1187
476,455
477,2497
478,2755
479,1247
480,484
481,816
482,995
483,442
484,1192
485,1359
486,1358
487,1150
488,746
489,561
490,1225
491,1181
492,2472
493,2736
494,452
495,1157
496,1369
497,1342
498,2565
499,562
500,481
501,2595
502,2525
503,1188
504,1183
505,802
506,2568
507,2387
508,1157
509,1280
510,2400
511,1196
512,1926
513,1217
514,1354
515,2344
516,352
517,2584
518,1254
519,1215
520,483
521,609
522,1918
523,1212
524,930
525,1916
526,471
527,2754
528,466
529,482
530,2829
531,425
532,2500
533,2566
534,2499
535,1186
536,1184
537,1353
538,482
539,1359
540,2469
541,1361
542,1258
543,2432
544,2661
545,595
546,1090
547,2597
548,1979
549,1009
550,1167
551,2517
552,2377
553,457
554,1265
555,482
556,629
557,818
558,2438
559,1248
560,1940
561,1162
562,1243
563,2573
564,2348
565,462
566,2500
567,1168
568,1163
569,799
570,491
571,481
572,1222
573,467
574,613
575,1924
576,947
577,1182
578,470
579,1247
580,1189
581,1150
582,1868
583,1265
584,437
585,1352
586,1972
587,1205
588,480
589,458
590,2389
591,2603
592,2595
593,2385
594,1926
595,455
596,2782
597,2595
598,2433
599,1189
600,430
601,1249
602,451
603,1270
604,1176
605,1945
606,2400
607,2524
608,789
609,1131
610,734
611,2472
612,1374
