in,Node
1,1428
2,1198
3,449
4,623
5,1157
6,2831
7,2782
8,928
9,1256
10,483
11,2430
12,1352
13,465
14,2509
15,766
16,998
17,817
18,2639
19,745
20,1927
21,562
22,494
23,456
24,1364
25,2501
26,2743
27,1278
28,489
29,2828
30,450
31,1185
32,2787
33,1921
34,1354
35,2743
36,1234
37,449
38,1916
39,2498
40,1919
41,2648
42,2439
43,2548
44,2398
45,581
46,1264
47,1264
48,2827
49,481
50,1188
51,2630
52,925
53,2472
54,1223
55,2404
56,630
57,1188
58,456
59,2829
60,2580
61,1202
62,451
63,468
64,1186
65,485
66,1233
67,1280
68,1280
69,452
70,1232
71,1215
72,1184
73,1189
74,1280
75,577
76,2376
77,1183
78,1921
79,1252
80,2595
81,360
82,1042
83,2465
84,933
85,469
86,1144
87,1187
88,2525
89,2442
90,1918
91,2831
92,486
93,491
94,458
95,485
96,624
97,1179
98,2657
99,2571
100,742
101,1322
102,1365
103,1146
104,496
105,2474
106,2466
107,2392
108,2357
109,476
110,1264
111,1352
112,458
113,451
114,1948
115,1369
116,2387
117,914
118,2628
119,2382
120,2740
121,612
122,2747
123,1266
124,1438
125,777
126,455
127,490
128,2623
129,1279
130,2459
131,1186
132,612
133,1251
134,484
135,2631
136,484
137,2394
138,430
139,1242
140,1168
141,593
142,2525
143,741
144,2666
145,2437
146,2394
147,928
148,483
149,2431
150,2655
151,2423
152,2368
153,2623
154,436
155,1232
156,1212
157,482
158,482
159,482
160,482
161,482
162,482
163,482
164,1266
165,742
166,432
167,1279
168,2504
169,455
170,456
171,1887
172,747
173,2469
174,429
175,2427
176,2434
177,1254
178,1192
179,458
180,585
181,451
182,2384
183,449
184,483
185,1210
186,1186
187,2389
188,466
189,1264
190,466
191,1168
192,2611
193,457
194,1256
195,2403
196,447
197,608
198,437
199,471
200,352
201,424
202,1920
203,1193
204,1222
205,1222
206,2482
207,1235
208,2497
209,1153
210,2567
211,478
212,1232
213,2572
214,360
215,430
216,784
217,2785
218,1263
219,508
220,428
221,817
222,1188
223,481
224,1247
225,1938
226,1218
227,622
228,2435
229,1948
230,560
231,1422
232,2829
233,1299
234,1172
235,2785
236,612
237,2755
238,343
239,454
240,2564
241,629
242,2467
243,2476
244,2663
245,1234
246,1256
247,2659
248,2641
249,1211
250,361
251,482
252,1214
253,1947
254,466
255,2516
256,562
257,2485
258,458
259,2557
260,1190
261,1314
262,1250
263,2498
264,1251
265,432
266,2833
267,576
268,1232
269,763
270,493
271,2470
272,1287
273,585
274,1363
275,1165
276,1266
277,1187
278,1248
279,2525
280,475
281,467
282,469
283,2387
284,2596
285,644
286,2628
287,483
288,1257
289,1248
290,2712
291,2459
292,1354
293,481
294,764
295,1239
296,2356
297,562
298,2433
299,2401
300,449
301,2456
302,1229
303,2429
304,1185
305,2837
306,350
307,789
308,1927
309,489
310,472
311,951
312,1189
313,457
314,747
315,563
316,2526
317,1185
318,1197
319,428
320,2504
321,2400
322,2621
323,470
324,750
325,840
326,1218
327,2829
328,2834
329,2599
330,2476
331,998
332,1194
333,1146
334,2456
335,1945
336,489
337,2561
338,2389
339,1244
340,1324
341,1244
342,587
343,449
344,472
345,2440
346,1946
347,1259
348,2465
349,1320
350,1210
351,2485
352,814
353,1233
354,2391
355,458
356,1925
357,2834
358,2749
359,2503
360,446
361,449
362,1190
363,1248
364,483
365,1167
366,1177
367,2475
368,2343
369,2835
370,431
371,471
372,461
373,1238
374,1921
375,1256
376,2445
377,458
378,490
379,1265
380,2439
381,2544
382,1345
383,471
384,2828
385,2662
386,2572
387,1946
388,1353
389,2434
390,1247
391,622
392,2497
393,745
394,1244
395,933
396,1277
397,1339
398,1256
399,471
400,2787
401,2424
402,877
403,1307
404,1353
405,2831
406,561
407,2561
408,2566
409,1145
410,1166
411,1222
412,933
413,1238
414,558
415,2348
416,2660
417,469
418,460
419,1251
420,1435
421,426
422,813
423,2425
424,2482
425,1360
426,2460
427,2476
428,925
429,482
430,1352
431,1188
432,430
433,1184
434,495
435,2457
436,2831
437,1330
438,2787
439,1236
440,1352
441,2349
442,557
443,458
444,1924
445,2754
446,1235
447,1201
448,2442
449,1236
450,2522
451,2595
452,2858
453,1351
454,950
455,2736
456,478
457,818
458,1196
459,609
460,448
461,735
462,1940
463,1167
464,482
465,1248
466,1277
467,477
468,425
469,2595
470,481
471,2500
472,471
473,1212
474,1216
475,2502
476,1153
477,925
478,1188
479,1233
480,877
481,826
482,436
483,1166
484,2642
485,2457
486,1154
487,1183
488,475
489,2498
490,2835
491,472
492,449
493,2709
494,1439
495,1237
496,484
497,1220
498,2596
499,1939
500,1215
501,605
502,1256
