0.0,29.15,2.6,3.85,1.18,4.53,27.85,6.25,10.52,3.03,23.32,22.49,22.82,21.26,7.87,9.67,11.33,9.64,20.22,19.58,6.89,5.85,19.79,3.63,18.75,20.03,23.23,3.93,9.91,2.16,8.18,7.3,27.02,7.1,20.81,9.81,25.13,23.03,26.1,25.05,26.77
29.88,0.0,30.96,32.21,28.82,21.36,3.35,28.6,32.18,26.84,4.52,7.63,10.44,41.2,22.3,27.58,34.46,35.32,16.31,8.61,32.56,32.54,25.52,31.29,8.93,8.39,17.37,22.78,29.01,29.82,35.86,25.99,7.33,34.51,18.39,35.48,6.22,4.85,11.78,44.99,2.08
2.6,30.44,0.0,1.32,4.23,7.51,30.06,8.46,9.33,5.25,27.53,23.78,25.03,20.06,10.08,7.49,5.88,11.56,22.43,21.79,4.19,3.88,19.18,3.33,20.96,22.24,25.45,6.31,8.72,3.06,5.64,6.68,28.34,4.56,23.03,6.17,26.46,25.24,28.32,23.85,28.49
3.85,31.69,1.28,0.0,5.48,8.76,31.31,9.71,7.24,6.5,28.78,25.03,26.28,17.98,11.33,6.4,4.65,12.81,23.68,23.04,3.11,2.79,20.43,4.01,22.21,23.49,26.7,7.56,6.65,4.31,4.41,7.93,29.59,3.33,24.28,4.94,27.71,26.49,29.57,21.76,29.74
0.92,28.9,3.55,4.8,0.0,4.75,27.61,6.01,11.39,2.79,23.07,22.25,22.58,22.13,7.63,10.53,12.19,9.19,19.98,19.33,7.76,6.71,20.66,3.89,18.5,19.79,22.99,4.14,10.78,2.6,9.13,8.16,26.77,8.05,20.57,10.67,24.89,22.79,25.86,25.91,26.53
4.99,21.27,7.88,9.13,4.84,0.0,21.8,8.02,12.28,7.74,18.36,14.61,16.76,22.95,4.62,8.76,13.09,13.3,18.78,13.41,8.65,8.63,18.37,10.51,13.73,12.16,21.79,1.42,11.67,6.61,13.41,5.56,19.14,10.6,19.37,11.57,17.25,16.7,20.05,26.74,18.89
28.72,2.98,30.46,31.72,27.66,22.04,0.0,27.44,34.97,25.68,6.81,10.42,8.06,43.99,21.14,30.37,37.25,34.16,13.93,10.24,35.36,35.34,28.31,30.13,10.94,12.01,14.99,23.46,31.8,28.66,35.43,28.79,10.32,34.96,16.01,38.27,9.21,7.36,9.4,47.78,5.06
6.89,26.61,8.63,9.89,5.83,8.08,25.31,0.0,17.72,3.6,20.78,19.95,20.28,28.45,5.7,16.86,18.52,12.33,14.7,17.04,14.09,14.07,26.37,8.3,16.21,17.49,17.71,7.47,17.1,6.83,13.6,13.88,24.48,13.13,15.3,17.0,22.59,20.49,22.14,32.24,24.23
10.31,32.32,9.04,7.4,11.75,12.57,35.01,15.02,0.0,14.67,29.41,25.67,31.21,12.06,16.26,6.06,2.45,20.99,27.77,27.97,4.37,4.56,21.04,13.74,27.14,28.5,30.78,10.89,2.73,12.49,3.77,9.42,30.22,3.53,28.36,1.93,28.34,29.74,36.65,15.85,30.38
3.68,26.84,5.42,6.67,2.26,6.06,25.55,3.26,14.5,0.0,21.01,20.19,20.52,25.24,5.57,13.65,15.31,9.12,17.92,17.27,10.87,10.85,23.16,5.09,16.44,17.73,20.93,5.45,13.89,3.62,10.38,10.67,24.71,9.92,18.51,13.79,22.83,20.73,23.8,29.03,24.47
24.0,4.4,28.33,29.58,22.94,18.73,6.6,22.71,29.55,20.96,0.0,5.0,4.47,38.57,16.41,24.95,31.83,29.44,9.21,4.83,29.94,29.92,22.89,25.41,5.15,4.82,13.83,20.15,26.38,23.94,33.23,23.37,12.73,31.88,14.86,32.85,10.85,0.55,8.24,42.36,4.75
23.01,7.56,24.08,25.34,21.95,14.49,10.25,21.72,25.3,19.97,3.82,0.0,10.56,34.33,15.43,20.7,27.58,28.45,12.55,6.78,25.69,25.67,18.65,24.42,7.1,3.18,17.48,15.91,22.13,22.95,28.99,19.12,8.49,27.63,18.5,28.61,6.6,4.15,11.89,38.12,5.54
23.52,9.77,25.26,26.51,22.46,16.83,7.75,22.23,34.34,20.48,4.48,10.17,0.0,43.74,15.93,30.11,35.15,28.95,6.48,5.04,30.71,30.69,28.06,24.93,5.73,6.66,7.33,18.25,31.54,23.45,30.22,28.53,17.89,29.76,8.35,33.63,16.01,4.2,2.95,47.53,10.42
21.22,41.0,19.95,18.31,22.66,23.48,43.69,25.93,12.04,25.58,38.09,34.35,44.0,0.0,27.17,18.33,13.66,31.9,38.67,38.87,15.28,15.46,29.72,24.65,38.04,37.18,41.68,21.8,14.61,23.39,15.0,20.33,38.9,14.82,39.26,13.15,37.02,38.42,45.33,4.74,39.06
8.58,22.58,10.32,11.57,7.51,4.61,21.28,7.29,19.4,5.54,16.75,15.92,16.25,30.14,0.0,18.55,20.21,14.01,13.35,13.01,15.77,15.75,28.06,9.99,12.18,13.47,19.68,4.98,18.79,8.51,15.28,15.56,20.45,14.81,17.26,18.69,18.57,16.47,19.54,33.92,20.2
10.56,27.12,7.4,6.4,11.21,8.76,29.81,14.2,6.06,13.91,24.21,20.46,30.12,18.31,13.38,0.0,8.38,20.23,26.95,20.64,3.94,4.13,15.83,12.98,20.96,23.29,37.04,9.11,3.75,11.72,8.7,3.35,25.02,5.49,27.54,6.86,23.13,24.54,31.45,22.1,25.17
8.42,34.59,5.85,4.65,12.71,13.53,37.28,15.98,2.45,11.06,31.68,27.93,32.17,13.5,17.22,8.39,0.0,20.32,28.73,28.93,4.48,4.73,23.31,8.58,28.1,30.77,31.74,11.85,4.71,8.88,1.4,10.39,32.49,3.24,29.32,1.59,30.6,32.01,38.92,17.28,32.64
4.92,32.93,7.06,8.31,4.85,8.2,31.63,9.35,14.64,6.81,27.09,26.27,26.6,25.38,11.65,13.79,15.45,0.0,24.0,23.36,11.01,9.96,23.91,7.91,22.52,23.81,27.01,7.59,14.03,6.62,12.64,11.41,30.79,12.95,24.59,13.93,28.91,26.81,29.88,29.17,30.55
20.95,16.03,22.69,23.94,19.89,19.02,14.02,14.79,31.77,17.91,9.48,12.11,6.47,42.51,13.69,30.92,32.58,26.39,0.0,5.74,28.14,28.12,34.32,22.36,4.65,9.19,6.94,18.36,31.16,20.89,27.65,27.93,23.39,27.19,6.54,31.06,21.5,9.2,11.36,46.3,16.69
20.05,11.77,21.79,23.04,18.98,13.15,9.76,18.76,30.87,17.0,5.22,6.79,4.72,41.6,12.46,21.71,31.67,25.48,5.08,0.0,27.24,27.22,27.99,21.46,0.65,3.86,7.99,14.58,30.26,19.98,26.75,18.51,17.69,26.28,9.02,30.15,15.8,4.94,8.01,45.39,8.35
6.22,32.01,4.1,3.11,6.88,9.08,34.7,11.53,4.4,11.19,29.1,25.35,27.72,15.14,12.77,3.94,4.48,17.51,24.28,24.48,0.0,0.43,20.75,10.26,23.65,28.19,27.29,7.4,3.74,9.0,4.47,5.94,29.91,1.93,24.87,3.07,28.03,29.43,31.01,18.93,30.06
5.9,32.2,3.79,2.79,6.56,9.27,34.89,11.72,4.59,9.09,29.29,25.54,27.91,15.33,12.96,4.13,5.4,15.41,24.47,24.67,0.43,0.0,20.93,6.73,23.84,28.37,27.48,7.59,3.99,6.9,4.72,5.73,30.1,2.18,25.06,3.88,28.21,29.62,31.2,19.12,30.25
19.81,25.28,19.59,20.85,20.46,17.85,27.97,23.6,20.79,23.15,22.37,18.62,28.28,29.81,22.87,16.19,23.07,29.47,34.14,28.43,21.2,21.18,0.0,22.23,28.75,21.45,35.2,18.36,17.62,20.97,25.96,14.63,23.18,23.14,36.22,24.12,21.29,22.69,29.61,33.6,23.33
3.89,33.0,4.0,4.02,3.93,10.08,29.93,8.33,13.08,5.11,25.39,26.34,24.9,23.82,9.95,12.23,8.58,9.32,22.3,21.65,9.45,9.43,21.74,0.0,20.82,22.11,25.31,7.51,12.47,1.49,7.57,9.24,29.09,7.26,22.89,12.37,27.21,25.11,28.18,27.6,31.05
19.65,11.97,21.39,22.64,18.58,13.46,9.96,18.36,30.47,16.6,5.42,7.09,4.92,41.2,12.06,22.02,31.28,25.08,4.65,0.65,26.84,26.82,28.3,21.06,0.0,4.17,8.13,14.88,29.86,19.58,26.35,18.81,17.99,25.88,9.15,29.76,16.11,5.14,8.21,44.99,12.62
20.75,8.27,22.49,23.74,19.68,12.24,12.67,19.46,28.14,17.71,4.7,3.17,7.64,37.16,13.16,23.54,30.42,26.18,9.62,3.86,27.94,27.92,21.48,22.16,4.18,0.0,10.91,13.66,24.97,20.68,27.45,21.95,11.52,26.98,11.94,30.86,9.64,4.09,10.93,40.95,7.17
23.5,16.9,25.24,26.49,22.43,21.56,14.89,17.33,34.32,20.45,13.69,17.3,7.39,45.05,19.63,33.46,35.12,28.93,6.92,8.0,30.69,30.67,35.19,24.91,8.14,10.91,0.0,20.91,33.71,23.43,30.2,30.48,25.03,29.73,1.9,33.6,23.14,13.76,8.17,48.84,17.55
4.37,22.44,6.92,8.18,4.22,1.42,25.85,7.4,11.02,7.22,21.31,15.78,20.81,21.75,4.98,9.11,11.82,12.68,18.25,17.57,7.39,7.37,18.41,7.29,16.74,13.33,21.26,0.0,10.41,6.0,12.14,5.91,20.31,9.33,18.84,10.3,18.42,21.03,25.68,25.54,20.06
10.74,28.71,7.64,6.65,11.16,11.99,31.4,14.43,2.73,14.09,25.8,22.05,31.7,14.63,15.67,3.75,4.71,20.41,27.18,27.38,3.73,3.99,17.42,13.16,26.55,24.88,30.19,10.3,0.0,11.9,4.97,6.45,26.6,3.73,27.77,3.19,24.72,26.12,33.04,18.42,26.76
2.16,29.61,3.0,4.25,2.49,6.67,28.31,6.71,12.08,3.49,23.78,22.95,23.28,22.81,8.33,11.22,12.88,9.81,20.68,20.04,8.45,8.43,20.73,1.49,19.21,20.49,23.69,6.07,11.46,0.0,7.96,8.24,27.48,7.49,21.28,11.36,25.59,23.49,26.57,26.6,27.23
7.88,36.06,5.31,4.4,9.51,13.86,38.75,13.74,3.79,10.52,33.15,29.4,30.31,14.91,15.36,8.02,1.4,16.84,27.71,27.07,4.47,4.72,24.78,7.55,26.24,32.24,30.72,12.18,4.97,8.34,0.0,10.71,33.96,2.9,28.3,1.91,32.08,33.48,40.39,18.7,34.11
7.35,25.76,7.14,8.39,8.01,5.56,28.45,11.14,9.67,10.7,22.85,19.1,20.96,20.41,10.18,3.34,10.48,17.02,23.88,17.61,6.04,6.02,14.49,9.77,17.92,21.93,26.89,5.9,6.45,8.52,10.8,0.0,23.66,7.98,24.47,8.96,21.77,23.18,30.09,24.19,23.81
27.8,7.53,29.54,30.79,26.73,19.27,17.31,26.51,30.1,24.75,11.71,7.96,17.61,39.13,20.21,25.5,32.38,33.23,23.48,17.76,30.49,30.47,23.45,29.21,18.08,11.55,24.54,20.7,26.93,27.73,33.78,23.92,0.0,32.43,25.56,33.4,3.27,12.03,18.94,42.91,5.72
7.1,33.96,4.52,3.33,8.72,11.03,36.65,13.48,3.87,9.74,31.05,27.3,29.52,14.61,14.57,5.49,3.24,16.06,26.23,26.28,1.93,2.18,22.69,7.26,25.45,30.13,29.24,9.35,3.73,7.55,2.99,7.88,31.86,0.0,26.82,1.61,29.97,31.38,32.81,18.39,32.01
21.36,17.92,23.1,24.35,20.29,19.43,15.91,15.19,32.18,18.31,14.71,18.32,8.41,42.91,17.49,31.32,32.98,26.79,7.95,9.03,28.55,28.53,36.21,22.77,9.16,11.94,1.9,18.77,31.57,21.29,28.06,28.34,26.05,27.59,0.0,31.46,24.17,14.79,9.19,46.7,18.58
9.75,34.1,6.13,4.94,11.19,12.01,36.79,14.46,1.93,14.11,31.19,27.44,30.65,12.98,15.7,6.87,1.59,20.43,27.21,27.41,3.07,3.32,23.68,13.18,26.58,30.27,30.22,10.33,3.19,11.93,1.9,8.87,31.99,1.61,27.8,0.0,30.11,31.51,33.94,16.77,32.15
25.85,6.42,27.59,28.85,24.79,17.33,15.36,24.57,28.16,22.81,9.76,6.01,15.67,37.18,18.27,23.56,30.44,31.29,21.54,15.81,28.54,28.52,21.5,27.26,16.13,9.6,22.59,18.75,24.99,25.79,31.84,21.97,3.27,30.48,23.62,31.46,0.0,10.09,17.0,40.97,4.6
23.72,4.75,25.46,26.71,22.65,17.61,7.15,22.43,30.1,20.67,0.55,5.55,4.19,39.12,16.13,25.5,32.38,29.15,8.92,4.55,30.48,30.46,23.44,25.13,4.87,4.09,14.38,20.7,26.93,23.65,33.78,23.91,13.28,32.43,15.41,33.4,11.4,0.0,8.79,42.91,5.1
26.68,11.39,28.43,29.68,25.62,20.0,9.37,22.21,36.33,23.64,8.17,11.78,2.95,45.36,19.1,31.73,38.61,32.12,11.8,8.2,33.88,33.86,29.68,28.09,8.9,10.84,8.11,25.79,33.16,26.62,33.39,30.15,19.51,32.92,9.14,36.79,17.63,8.25,0.0,49.14,12.04
24.93,44.71,23.66,22.02,26.36,27.19,47.4,29.63,15.75,29.29,41.8,38.06,47.71,4.81,30.87,22.04,17.37,35.61,42.38,42.58,18.99,19.17,33.43,28.36,41.75,40.89,45.39,25.51,18.32,27.1,18.71,24.04,42.61,18.53,42.97,16.86,40.73,42.13,49.04,0.0,42.76
27.41,2.27,28.97,30.22,26.35,18.89,5.06,26.12,30.19,24.37,4.76,5.54,10.65,39.22,19.82,25.59,32.47,32.85,16.51,8.33,30.58,30.56,23.54,28.82,8.65,7.2,17.57,20.31,27.02,27.35,33.87,24.01,5.72,32.52,18.6,33.5,4.6,5.08,11.98,43.0,0.0
