in,Node
1,1428
2,480
3,456
4,1365
5,2502
6,1267
7,1231
8,486
9,2828
10,453
11,1185
12,2785
13,1921
14,1354
15,2743
16,1230
17,448
18,2504
19,1919
20,2440
21,2537
22,2398
23,995
24,1264
25,1264
26,2827
27,478
28,1188
29,2623
30,925
31,2472
32,1223
33,2404
34,630
35,1185
36,454
37,2829
38,2580
39,1202
40,451
41,1233
42,1277
43,455
44,1232
45,1215
46,1184
47,2786
48,1189
49,1280
50,576
51,2377
52,1183
53,2664
54,1921
55,1188
56,481
57,2593
58,1042
59,2465
60,933
61,469
62,1157
63,1215
64,2525
65,1918
66,489
67,491
68,458
69,630
70,1179
71,2571
72,742
73,1320
74,1364
75,1047
76,2527
77,2474
78,2464
79,2355
80,2358
81,479
82,1264
83,1359
84,457
85,451
86,1948
87,1279
88,2387
89,914
90,2571
91,629
92,2740
93,1266
94,1928
95,737
96,455
97,492
98,2623
99,1267
100,2616
101,1186
102,636
103,1251
104,484
105,2631
106,484
107,2392
108,429
109,1244
110,1168
111,573
112,2525
113,744
114,2666
115,1354
116,2392
117,483
118,2436
119,1233
120,2445
121,2369
122,2656
123,2623
124,436
125,1213
126,1212
127,482
128,483
129,483
130,482
131,482
132,482
133,483
134,1266
135,738
136,432
137,1369
138,2498
139,456
140,1921
141,748
142,2469
143,429
144,2427
145,560
146,2434
147,1264
148,1192
149,1048
150,585
151,451
152,487
153,449
154,1209
155,1186
156,2389
157,466
158,1265
159,466
160,1166
161,2602
162,457
163,1252
164,2352
165,447
166,608
167,470
168,471
169,1341
170,351
171,425
172,1920
173,488
174,1194
175,1222
176,2481
177,2497
178,1157
179,2567
180,478
181,2572
182,763
183,430
184,780
185,2785
186,1266
187,2535
188,428
189,451
190,742
191,481
192,1243
193,1934
194,1218
195,617
196,2667
197,2573
198,1948
199,573
200,1421
201,2829
202,1223
203,1174
204,2785
205,611
206,2755
207,350
208,451
209,2523
210,612
211,2467
212,2476
213,1234
214,1264
215,2659
216,1212
217,485
218,1214
219,1938
220,466
221,561
222,2493
223,2570
224,1190
225,1312
226,2428
227,1244
228,2498
229,1250
230,432
231,2756
232,576
233,763
234,2468
235,1280
236,586
237,1363
238,1165
239,1266
240,1186
241,1248
242,2520
243,480
244,465
245,2387
246,2596
247,645
248,2394
249,2567
250,489
251,1257
252,1240
253,2711
254,2459
255,1353
256,481
257,805
258,1150
259,562
260,1176
261,2433
262,2401
263,449
264,1355
265,2456
266,1314
267,960
268,1185
269,2835
270,2839
271,350
272,789
273,1927
274,489
275,472
276,961
277,1187
278,457
279,747
280,1183
281,950
282,1237
283,427
284,472
285,2830
