0.0,28.93,2.64,9.19,32.2,3.94,1.21,24.54,5.27,23.8,3.49,6.73,21.71,5.05,21.27,21.01,22.77,7.38,26.73,22.06,33.5,28.55,23.27,17.87,28.82,7.35,2.53,23.48,9.07,10.3,2.16,4.55,7.79,7.11,6.6,23.34,4.69,28.21,6.37,9.89,2.66,2.48,26.62,24.47,26.85,18.01
29.8,0.0,31.59,35.81,6.34,25.48,27.47,8.91,27.72,9.73,26.89,28.28,42.6,32.17,42.15,9.36,7.35,28.99,8.62,6.34,4.72,4.28,15.92,36.92,10.9,26.1,26.48,7.11,35.68,29.77,29.75,27.91,37.04,24.19,27.19,5.44,25.2,10.29,27.66,36.5,30.78,29.86,10.99,45.36,3.86,13.77
2.7,31.44,0.0,4.93,34.51,6.71,4.34,26.85,4.6,26.1,5.8,6.06,20.34,2.92,19.89,23.41,26.95,5.24,28.0,24.37,35.81,30.86,23.2,16.5,30.09,6.68,5.37,24.72,7.69,8.92,3.17,3.88,5.32,10.45,5.93,27.44,6.99,29.48,5.7,8.51,1.1,4.04,28.93,23.09,28.41,20.32
7.4,34.9,4.93,0.0,40.89,10.42,9.76,31.29,8.07,30.54,10.5,6.32,14.82,3.16,14.38,26.88,30.41,5.57,31.46,28.81,42.19,37.24,26.67,10.98,33.55,10.15,8.67,28.19,2.18,4.01,7.87,7.35,2.24,13.92,7.32,30.91,11.43,32.95,9.16,1.29,5.63,7.34,33.36,17.58,31.88,24.76
32.98,6.53,34.77,41.91,0.0,28.66,30.66,12.09,33.83,12.91,30.08,34.38,48.71,38.28,48.26,15.46,13.47,35.1,11.37,12.45,3.86,8.8,22.03,43.02,10.68,32.21,29.66,14.75,41.79,35.87,32.94,34.02,39.29,27.37,33.3,11.26,28.38,9.16,33.76,42.61,34.87,30.93,14.17,51.46,9.11,16.95
4.22,25.16,10.28,10.86,28.43,0.0,3.84,20.77,4.36,20.03,5.59,6.66,23.38,7.23,22.94,17.24,19.0,7.31,22.96,18.29,29.73,24.78,19.5,19.55,25.05,7.28,1.82,19.71,10.74,11.97,8.45,4.48,12.62,4.81,6.54,19.57,3.89,24.44,4.34,11.56,6.24,3.08,24.43,26.14,23.08,14.24
1.15,27.23,4.2,9.76,30.49,3.45,0.0,22.84,5.84,22.09,2.7,7.31,22.29,5.62,21.84,19.3,21.07,7.95,25.03,20.36,31.8,26.85,21.57,18.45,27.12,7.92,2.63,21.78,9.64,10.87,2.59,5.12,9.39,7.61,7.18,21.63,2.98,26.51,6.94,10.46,3.56,2.82,24.92,25.04,25.15,16.31
25.12,8.89,26.91,31.66,12.15,20.8,22.79,0.0,21.23,1.67,22.21,29.92,44.24,30.97,43.8,11.0,9.01,30.63,17.66,6.25,13.46,8.51,17.56,38.56,19.75,27.75,21.8,10.29,34.49,31.41,25.07,29.56,31.43,19.51,28.84,6.33,20.52,19.15,20.77,35.31,27.01,23.07,2.48,47.0,10.91,9.09
5.3,27.89,4.7,8.99,33.87,4.3,6.02,21.14,0.0,20.39,9.1,2.51,21.51,5.35,21.06,19.87,23.4,3.16,24.45,18.38,35.18,30.23,19.66,17.67,26.54,3.13,3.43,21.17,8.86,10.09,6.47,1.09,10.74,5.85,2.39,23.9,7.14,25.93,1.1,9.68,3.96,3.04,23.22,24.27,24.86,17.77
24.49,9.52,26.28,31.04,12.79,20.17,22.17,1.67,20.61,0.0,21.59,30.56,44.88,30.35,44.43,11.63,6.62,31.27,18.3,5.01,14.09,9.14,18.2,39.19,20.39,28.38,21.17,10.92,33.86,32.05,24.45,28.73,30.8,18.88,29.47,5.48,19.89,19.78,20.14,34.68,26.38,22.44,2.77,47.64,11.54,8.46
