in,Node
1,1428
2,1339
3,471
4,2572
5,597
6,921
7,456
8,1232
9,1364
10,2743
11,1267
12,1231
13,486
14,2827
15,450
16,2787
17,1921
18,1354
19,2743
20,1234
21,450
22,2498
23,1919
24,2708
25,2439
26,2537
27,2377
28,2398
29,581
30,1254
31,1265
32,2827
33,478
34,1186
35,2629
36,928
37,2469
38,1223
39,2404
40,1189
41,630
42,1185
43,456
44,2834
45,2521
46,1202
47,451
48,2655
49,1285
50,452
51,1352
52,1216
53,1184
54,2786
55,1189
56,1278
57,575
58,2373
59,1183
60,1921
61,1252
62,2595
63,481
64,2594
65,1042
66,2465
67,933
68,470
69,1152
70,1187
71,2525
72,1916
73,486
74,491
75,458
76,485
77,630
78,1179
79,2571
80,818
81,1266
82,1365
83,1047
84,493
85,2463
86,2461
87,2360
88,2357
89,476
90,1265
91,1359
92,458
93,451
94,1948
95,1329
96,1329
97,2387
98,914
99,2628
100,612
101,2740
102,1266
103,1932
104,447
105,746
106,455
107,2479
108,2623
109,1279
110,2616
111,1186
112,1251
113,484
114,2631
115,429
116,445
117,1185
118,1168
119,573
120,2525
121,744
122,2665
123,2370
124,483
125,2436
126,2655
127,2423
128,2369
129,2656
130,2623
131,436
132,1232
133,1212
134,482
135,482
136,482
137,483
138,482
139,482
140,482
141,1258
142,449
143,1369
144,2516
145,456
146,1887
147,747
148,2469
149,429
150,2427
151,2401
152,1254
153,1190
154,458
155,581
156,585
157,1196
158,451
159,763
160,2460
161,2413
162,449
163,1210
164,1186
165,2391
166,466
167,1265
168,465
169,1166
170,2611
171,457
172,1256
173,2742
174,2392
175,447
176,608
177,2394
178,437
179,1443
180,471
181,351
182,423
183,1921
184,1193
185,1222
186,2485
187,1235
188,2497
189,1153
190,2571
191,483
192,1232
193,2572
194,360
195,429
196,775
197,2785
198,1259
199,2532
200,428
201,787
202,818
203,1188
204,481
205,1247
206,1938
207,1218
208,622
209,2573
210,1948
211,560
212,1421
213,2829
214,1302
215,1172
216,2785
217,612
218,2755
219,350
220,454
221,2513
222,609
223,2467
224,2476
225,1235
226,1266
227,2659
228,1212
229,485
230,1209
231,1946
232,466
233,562
234,2571
235,1190
236,2441
237,1244
238,2498
239,1250
240,432
241,2756
242,576
243,2470
244,1287
245,2740
246,585
247,1363
248,1165
249,1266
250,1186
251,1248
252,2520
253,480
254,465
255,469
256,2387
257,2597
258,629
259,2392
260,2567
261,489
262,1257
263,1240
264,2667
265,2712
266,2459
267,2787
268,1354
269,481
270,1240
271,586
272,2433
273,2401
274,449
275,1355
276,2456
277,1236
278,1229
279,970
280,1244
281,1948
282,2840
283,350
284,789
285,1438
286,489
287,472
288,951
289,1189
290,458
291,457
292,743
293,563
294,1183
295,950
296,1237
297,443
298,476
299,2519
300,2780
301,436
302,751
303,840
304,1220
305,2829
306,2605
307,2473
308,1000
309,1196
310,1147
311,2447
312,1940
313,490
314,2561
315,2389
316,1242
317,1324
318,1245
319,591
320,450
321,472
322,2440
323,1946
324,1259
325,2464
326,1322
327,2632
328,2485
329,1214
330,2391
331,458
332,1925
333,469
334,2834
335,458
336,2503
337,2348
338,446
339,469
340,1190
341,1249
342,483
