0.0,28.81,16.37,2.73,4.33,20.77,5.29,22.2,26.06,32.35,29.49,5.52,8.16,8.93,34.19,29.88,18.94,1.36,26.24,6.76,10.29,23.56,22.9,22.43,21.17,20.25,22.58,8.08,26.67,22.07,19.16,6.76,5.76,33.46,3.58,6.99,2.35,23.56,9.21,15.12,7.89,5.12,6.91,23.53,3.73,19.02,27.92,6.35,9.9,22.86,26.05,25.12,29.46,23.7
29.68,0.0,19.0,31.55,33.15,41.83,27.34,7.74,3.27,6.37,9.48,23.78,32.39,26.27,8.21,6.82,25.16,28.33,2.68,26.5,33.11,4.9,9.22,8.63,42.22,10.7,8.03,28.83,8.04,7.03,10.54,33.54,33.57,7.48,31.04,25.9,26.82,6.83,35.99,21.96,37.17,24.83,27.66,5.02,25.75,12.16,10.16,27.66,36.68,5.75,10.3,46.17,3.47,7.12
15.97,18.28,0.0,15.89,17.49,25.52,11.04,13.3,17.96,24.25,17.44,13.05,22.92,9.96,26.1,17.82,8.85,17.26,18.14,20.27,16.8,14.45,10.82,19.68,25.91,11.27,12.9,12.52,14.61,14.73,20.59,17.23,17.26,25.36,18.34,9.59,14.8,11.48,19.69,5.66,20.86,13.46,11.36,14.05,17.22,19.46,15.87,11.35,20.37,14.78,21.34,29.87,21.36,11.62
2.46,30.88,15.62,0.0,2.15,19.73,4.54,24.28,28.13,34.42,30.67,6.4,8.7,8.18,36.26,31.06,18.19,3.04,28.31,8.83,9.24,27.68,24.06,24.5,20.12,22.32,26.14,7.33,27.85,24.14,21.23,4.22,3.94,35.53,3.08,6.23,5.04,24.71,8.16,14.37,5.7,5.1,6.16,27.29,5.81,21.09,29.11,5.6,6.51,24.93,28.12,24.07,31.53,24.85
4.33,32.75,17.21,1.89,0.0,16.94,6.12,26.15,30.0,36.29,32.26,7.99,10.57,9.76,38.14,32.65,19.77,4.91,30.18,10.71,6.46,29.27,25.64,26.38,17.33,24.19,27.73,4.82,29.44,26.01,23.1,2.44,2.16,37.4,4.39,7.82,6.62,26.3,5.38,15.96,4.35,6.69,6.12,28.87,7.68,22.96,30.69,7.19,4.66,26.8,29.99,21.29,33.4,26.44
20.52,41.52,25.62,19.42,17.06,0.0,19.94,36.54,41.2,47.49,40.68,21.81,28.47,23.58,49.34,41.06,22.89,22.81,41.39,25.74,10.68,37.69,34.06,42.92,1.85,34.51,36.14,17.7,37.86,37.98,37.75,14.45,14.74,48.6,23.9,21.63,20.28,34.72,11.85,22.12,14.5,20.3,19.24,37.29,22.69,37.61,39.11,21.0,12.54,38.02,44.58,5.92,44.6,34.86
5.37,27.34,11.44,5.29,6.89,19.69,0.0,22.36,27.02,33.31,26.49,2.86,12.32,4.0,35.15,26.88,14.01,6.66,27.2,9.67,9.2,23.5,19.88,20.01,20.08,20.33,21.96,2.89,23.67,23.79,17.41,5.67,5.7,34.42,7.74,2.05,4.2,20.54,8.13,10.19,10.77,2.9,1.72,23.11,6.62,16.29,24.93,2.06,8.81,23.84,30.39,24.04,30.42,20.68
23.53,7.76,13.79,26.99,28.59,36.62,22.13,0.0,7.45,13.74,13.73,15.45,26.24,21.06,15.58,9.88,19.95,22.18,7.63,20.34,27.9,3.13,2.23,7.17,37.01,3.2,0.38,23.62,10.91,1.62,4.16,28.33,28.36,14.85,24.89,20.69,17.21,3.15,30.78,16.75,31.96,16.51,22.45,2.87,19.6,4.2,12.17,22.45,31.47,2.4,10.79,40.96,10.84,1.66
26.93,3.27,18.48,28.81,30.41,41.3,26.82,7.91,0.0,7.73,18.42,21.03,29.64,25.75,9.57,10.15,24.64,25.58,1.08,23.75,32.59,4.09,8.7,5.89,41.69,10.17,7.51,28.31,15.6,6.2,7.79,33.02,33.05,8.84,28.29,25.38,24.07,7.9,35.47,21.44,33.48,22.08,27.14,4.5,23.0,9.42,16.85,27.14,36.16,4.69,7.55,45.65,4.83,6.59
32.82,5.73,24.78,34.69,36.29,47.6,33.12,14.21,7.58,0.0,9.74,26.92,35.53,32.05,5.15,7.49,30.93,31.47,6.62,29.64,38.89,10.68,15.0,11.77,47.99,16.47,13.81,34.61,11.76,13.03,13.68,39.32,39.35,4.41,34.18,31.68,29.96,14.2,41.77,27.74,39.37,27.97,33.44,10.8,28.89,15.3,11.24,33.43,42.46,11.53,13.44,51.95,2.85,12.89
30.08,9.44,18.1,31.95,33.55,40.92,26.44,13.13,17.8,9.69,0.0,22.34,32.79,25.37,6.79,2.62,24.25,28.73,17.98,26.88,32.21,14.28,10.66,19.51,41.31,10.79,12.74,27.93,5.18,14.57,20.42,32.64,32.67,6.18,31.44,25.0,27.22,8.99,35.09,21.06,36.27,23.4,26.76,13.88,26.15,19.29,1.81,26.75,35.78,14.61,21.17,45.27,10.42,11.45
