in,Node
1,1428
2,1198
3,449
4,623
5,1157
6,2831
7,2782
8,928
9,1256
10,483
11,2430
12,1352
13,465
14,2509
15,766
16,998
17,817
18,2639
19,745
20,1927
21,562
22,480
23,456
24,1232
25,1364
26,2580
27,2743
28,1279
29,489
30,2828
31,1176
32,454
33,2787
34,1921
35,1354
36,2743
37,1230
38,449
39,2504
40,1925
41,2708
42,2648
43,2439
44,2552
45,2398
46,1048
47,1264
48,1264
49,1939
50,478
51,1186
52,2596
53,926
54,2497
55,1257
56,2421
57,631
58,1185
59,454
60,2521
61,1202
62,451
63,468
64,466
65,2655
66,1285
67,1285
68,455
69,1232
70,1352
71,1216
72,2785
73,1189
74,1278
75,578
76,2377
77,1186
78,1921
79,1253
80,2595
81,360
82,1042
83,2472
84,2472
85,933
86,470
87,1146
88,1187
89,2525
90,1918
91,485
92,491
93,458
94,1417
95,485
96,623
97,1179
98,2571
99,818
100,1266
101,1364
102,1047
103,496
104,2481
105,2465
106,2355
107,2357
108,476
109,1265
110,1359
111,457
112,451
113,1948
114,1369
115,1329
116,2387
117,1178
118,2567
119,629
120,2747
121,1266
122,1930
123,737
124,455
125,490
126,2623
127,2623
128,1279
129,2612
130,1186
131,1251
132,483
133,2631
134,430
135,1184
136,1168
137,593
138,741
139,2665
140,2392
141,480
142,2436
143,1233
144,2445
145,2369
146,2655
147,2626
148,431
149,1213
150,1204
151,482
152,482
153,482
154,483
155,482
156,482
157,482
158,482
159,1266
160,432
161,1279
162,2516
163,456
164,1887
165,743
166,2500
167,424
168,2427
169,559
170,1256
171,1197
172,581
173,585
174,1208
175,451
176,2383
177,449
178,482
179,2632
180,1186
181,2389
182,466
183,1264
184,466
185,1168
186,2602
187,457
188,1252
189,2352
190,445
191,608
192,2394
193,437
194,1442
195,471
196,1353
197,352
198,424
199,1921
200,1193
201,1220
202,2481
203,2497
204,1153
205,2571
206,478
207,1232
208,2434
209,757
210,430
211,777
212,1266
213,2548
214,428
215,814
216,818
217,481
218,1247
219,1934
220,1218
221,622
222,2439
223,1948
224,573
225,1421
226,1223
227,1172
228,2785
229,612
230,2755
231,350
232,454
233,2564
234,629
235,2467
236,2476
237,1234
238,1258
239,2659
240,1211
241,485
242,1209
243,1946
244,466
245,562
246,2492
247,458
248,2557
249,1190
250,1341
251,1244
252,2498
253,1250
254,1190
255,432
256,2833
257,576
258,763
259,505
260,2471
261,1287
262,2709
263,1367
264,1163
265,1278
266,1186
267,1248
268,2430
269,2520
270,476
271,465
272,469
273,2387
274,2597
275,644
276,2567
277,489
278,1258
279,1240
280,2667
281,2712
282,2459
283,1354
284,482
285,1239
286,562
287,1177
288,2433
289,2401
290,449
291,1119
292,2456
293,1230
294,1185
295,2835
296,2837
297,478
298,350
299,789
300,1927
301,483
302,961
303,1189
304,457
305,748
306,589
307,1185
308,950
309,1237
310,443
311,476
312,2830
313,2519
314,436
315,750
316,839
317,1220
318,2829
319,2834
320,2605
321,2473
322,1000
323,957
324,1147
325,2456
326,1945
327,489
328,2561
329,2389
330,1242
331,1320
332,1250
333,587
334,451
335,472
336,2440
337,1947
338,1258
339,2390
340,1322
341,2485
342,1233
343,2391
344,458
345,1940
346,2834
347,458
348,2503
349,447
350,449
351,1190
352,1249
353,483
354,1167
355,1177
356,2463
357,360
358,2835
359,431
360,471
361,463
362,1239
363,1951
364,1254
365,2421
366,458
367,2477
368,1265
369,2437
370,2561
371,1378
372,477
373,456
374,2826
375,2655
376,2577
377,1945
378,2435
379,1247
380,622
381,2472
382,1243
383,1979
384,936
385,1939
386,1277
387,1258
388,471
389,2424
390,882
391,1303
392,1354
393,2831
394,561
395,2548
396,2562
397,1145
398,1166
399,1222
400,933
401,1184
402,558
403,461
404,2660
405,746
406,2456
407,469
408,455
409,1250
410,2433
411,1256
412,2427
413,443
414,1223
415,813
416,2425
417,2489
418,1167
419,2663
420,946
421,1217
422,1359
423,2404
424,1188
425,490
426,1109
427,1173
428,462
429,2661
430,1926
431,2394
432,851
433,1947
434,1329
435,454
436,2562
437,1371
438,1361
439,1086
440,2500
441,1183
442,2630
443,1352
444,1155
445,2595
446,2711
447,478
448,2426
449,1355
450,1924
451,2429
452,735
453,1925
454,1363
455,482
456,1249
457,1280
458,471
459,426
460,2525
461,2776
462,2553
463,2548
464,487
465,2553
466,1216
467,2499
468,1182
469,1910
470,2831
471,1278
472,644
473,1354
474,2562
475,2657
476,2457
477,1144
478,480
479,2476
480,2835
481,1237
482,450
483,735
484,772
485,1237
486,489
487,2829
488,1132
489,1133
490,599
491,1258
492,351
493,1145
494,2373
495,2391
496,1187
497,452
498,2500
499,477
500,495
