0.0,6.08,29.25,29.56,29.27,3.66,7.37,2.86,14.34,24.25,19.2,29.98,4.09,8.23,29.39,13.11,27.34,8.92,15.71,8.31,4.96,21.39,33.65,6.38,8.49,23.99,8.91,19.19,26.77,25.62,7.55,7.79,29.82,18.48,4.61,3.25,23.32,22.63,2.6,9.65,26.68,28.82,8.76,11.05,23.65,8.9,23.49,3.4,15.82,18.77,4.47,24.45,29.76,4.47,20.84,19.49,22.81,11.09,5.85,18.98,13.34,2.98,25.27,25.84,11.93,8.4,22.1,19.16,23.58,19.62,19.68,30.02,16.77,6.2,2.61,9.53,25.7,22.77,12.04,28.23,10.7,24.53,14.02,8.3,24.31,5.86,3.44,19.14,7.03,16.59,4.42,5.87,27.97,3.73,8.48,5.55,14.04,20.97,9.06,24.62,4.15,11.42,22.3,21.53,31.88,18.51,7.97,2.7,18.48,19.7,2.59,2.69,31.43,8.95,30.62,21.56,20.28,16.97,27.81,25.16,25.97,29.02,5.66,21.23,11.19,10.48,7.42,6.11,17.59,15.46,32.47,8.08,20.19,5.12,22.88,7.93,32.29,8.04,9.24,34.62,29.72,3.91,13.5,1.48,24.09,27.72,6.42,10.41,10.95,20.97,4.88,17.97,9.43,7.48,9.7,8.3,5.95,19.02,11.0,5.45,7.19,6.62,20.51,3.15,18.35,21.01,22.84,3.58,10.36,3.72,7.57,5.51,6.77,23.42,5.47,27.62,7.08,9.89,2.72,2.59,26.15,24.33,26.54,23.92
6.14,0.0,33.43,32.74,33.44,3.17,10.43,5.88,15.61,18.45,20.53,33.19,6.1,12.44,32.6,14.39,33.08,10.19,16.46,2.52,7.93,26.61,36.86,7.65,14.09,30.28,10.18,24.41,32.23,30.84,1.67,1.26,33.03,23.7,1.76,2.75,32.03,28.02,8.61,14.02,30.23,32.03,2.27,5.25,29.71,14.36,26.7,7.5,17.2,23.99,1.85,29.67,32.97,9.97,26.06,20.81,29.75,12.36,2.12,23.36,14.62,6.34,19.46,31.06,6.13,2.6,23.38,24.38,26.79,20.94,24.9,33.23,18.05,5.13,8.46,3.04,28.88,30.44,13.31,31.41,4.9,27.74,8.22,6.6,27.52,10.82,4.02,23.51,2.51,14.95,10.16,2.14,31.18,7.3,12.85,7.92,8.24,22.29,3.23,29.84,7.22,5.62,27.52,27.3,34.43,23.73,12.34,8.19,23.7,20.97,8.2,7.51,33.21,2.32,33.82,28.66,27.07,22.19,36.19,30.38,29.14,37.39,6.93,26.45,5.39,11.75,2.91,10.35,13.75,15.79,35.68,5.87,14.39,6.39,24.15,2.13,39.45,12.35,10.52,41.79,32.93,8.87,19.06,6.99,29.31,34.89,12.02,4.61,5.15,15.17,1.21,19.24,3.63,12.7,4.38,5.96,11.77,24.24,5.2,10.94,1.09,0.54,21.78,5.57,23.57,28.27,27.22,8.07,4.57,7.89,4.56,7.31,5.44,29.32,10.69,30.83,8.35,4.09,3.26,5.66,31.37,18.53,30.04,27.09
30.12,33.61,0.0,2.53,0.05,32.93,23.79,29.97,18.64,45.19,13.83,7.22,28.33,32.8,3.67,20.51,2.1,24.61,22.86,34.98,24.1,6.2,7.36,26.91,26.94,4.38,25.52,15.27,2.49,8.42,34.22,34.45,6.51,13.35,31.92,31.41,4.61,8.16,29.4,24.51,4.28,10.95,35.43,35.31,4.78,33.16,11.84,31.8,15.5,14.18,33.73,7.82,4.03,27.03,7.32,13.21,5.85,23.66,32.51,18.78,19.34,30.43,46.2,8.65,36.55,35.57,12.96,15.23,8.11,10.87,12.34,12.15,19.29,27.81,27.11,36.2,4.59,6.04,21.5,2.38,33.58,6.31,35.6,36.53,6.85,22.48,29.55,17.89,30.57,23.75,29.2,32.53,5.69,31.24,25.2,24.83,37.47,8.62,30.56,10.68,30.22,35.43,8.98,9.56,2.37,13.92,24.4,30.06,13.89,26.43,30.08,26.43,2.44,35.62,6.03,8.18,11.12,13.88,6.72,7.96,4.32,11.46,27.74,6.43,35.05,23.05,29.93,22.56,24.74,22.61,8.18,35.8,41.13,27.28,23.73,30.8,6.71,32.7,23.39,9.04,7.26,26.19,39.42,28.59,8.78,1.77,29.0,32.86,34.0,41.91,32.64,19.93,33.92,23.11,28.68,35.89,32.08,14.43,33.02,26.11,33.86,33.29,27.24,31.19,11.94,10.48,15.99,26.76,29.7,31.39,37.13,24.87,27.4,5.42,24.83,9.75,27.61,34.72,30.89,29.76,10.83,45.27,4.18,7.24
29.77,32.5,2.13,0.0,2.14,31.91,23.44,28.86,17.53,44.08,9.39,6.22,27.22,32.45,2.52,19.4,2.97,23.5,21.75,33.87,21.91,7.07,6.36,25.8,26.57,4.23,24.41,16.14,3.36,10.06,33.11,33.34,5.52,14.22,30.81,30.3,5.48,7.05,29.05,24.14,2.3,8.96,34.32,34.2,4.41,31.18,8.31,31.45,14.39,15.05,32.71,8.72,3.02,26.68,6.99,9.6,4.74,22.55,31.41,19.65,18.23,29.32,45.1,10.28,35.44,34.46,11.85,16.1,6.13,9.76,13.21,10.16,18.18,26.71,26.76,35.09,3.54,5.43,20.39,0.88,32.47,4.33,34.49,35.42,4.87,20.29,28.44,18.76,29.46,22.64,28.85,31.42,3.7,30.89,24.83,22.65,36.36,7.51,29.45,11.55,29.11,34.32,9.85,8.46,2.24,12.81,24.05,29.71,12.79,25.32,29.73,26.08,0.96,34.51,5.66,7.07,10.01,14.75,7.59,9.6,3.21,12.36,26.63,7.22,33.94,21.94,28.83,20.37,23.64,21.5,7.17,34.69,40.02,26.17,22.62,29.69,7.27,32.36,22.28,9.64,6.26,25.84,39.07,28.24,9.65,3.11,28.65,31.75,32.89,40.8,31.54,18.82,32.81,22.76,27.57,34.78,31.73,15.3,31.91,25.76,32.75,32.18,26.13,30.84,12.81,9.38,16.86,22.65,28.59,31.04,36.02,22.68,26.29,4.32,24.48,7.77,26.5,33.61,29.78,28.65,11.7,44.16,2.19,6.13
30.14,33.63,0.05,2.55,0.0,32.94,23.8,29.99,18.65,45.2,13.84,7.23,28.35,32.81,3.69,20.52,2.11,24.62,22.87,35.0,24.11,6.21,7.38,26.92,26.96,4.4,25.53,15.28,2.51,8.44,34.24,34.47,6.53,13.36,31.93,31.43,4.63,8.18,29.41,24.53,4.3,10.96,35.44,35.32,4.8,33.18,11.85,31.81,15.51,14.2,33.75,7.83,4.05,27.04,7.33,13.23,5.87,23.68,32.53,18.8,19.36,30.45,46.22,8.66,36.56,35.58,12.98,15.25,8.13,10.88,12.35,12.16,19.31,27.83,27.13,36.22,4.6,6.05,21.52,2.39,33.6,6.33,35.62,36.54,6.87,22.49,29.57,17.9,30.59,23.76,29.22,32.55,5.71,31.25,25.21,24.85,37.48,8.63,30.58,10.7,30.23,35.44,8.99,9.58,2.38,13.94,24.41,30.08,13.91,26.45,30.09,26.45,2.45,35.63,6.05,8.19,11.14,13.9,6.74,7.98,4.33,11.47,27.75,6.44,35.07,23.06,29.95,22.57,24.76,22.63,8.19,35.82,41.15,27.3,23.74,30.81,6.73,32.72,23.4,9.06,7.27,26.2,39.43,28.61,8.8,1.79,29.02,32.87,34.02,41.92,32.66,19.95,33.93,23.12,28.7,35.91,32.1,14.44,33.04,26.12,33.88,33.3,27.25,31.21,11.95,10.5,16.01,26.78,29.72,31.41,37.14,24.88,27.42,5.44,24.84,9.77,27.62,34.73,30.9,29.77,10.85,45.29,4.19,7.25
3.21,3.41,32.15,31.45,32.16,0.0,10.18,4.76,14.33,22.3,22.02,31.91,4.81,9.41,31.31,13.1,30.16,8.91,15.69,6.36,6.86,24.2,35.57,6.37,11.31,29.0,8.9,22.01,29.59,28.43,5.6,4.61,31.74,21.3,2.4,1.59,26.13,26.74,5.58,12.46,28.95,30.75,4.85,5.61,28.42,11.33,25.42,4.46,18.63,21.59,1.56,27.27,31.69,7.28,23.66,22.3,25.63,11.08,3.37,21.8,13.33,5.22,23.31,28.66,5.9,6.44,22.09,21.97,25.51,22.44,22.49,31.95,16.76,6.19,5.42,5.33,27.6,25.59,12.03,30.13,8.75,26.46,12.07,5.39,26.24,9.54,3.28,21.95,4.58,16.58,7.13,4.21,29.9,4.27,11.29,6.64,12.09,23.79,6.58,27.44,6.41,9.47,25.11,26.02,34.69,21.32,10.79,5.15,21.29,19.69,5.16,6.01,31.92,4.59,32.54,24.38,23.09,19.78,30.63,27.97,27.86,31.83,5.65,24.05,9.24,10.47,4.98,9.07,17.58,15.45,34.39,5.17,18.24,5.1,22.87,5.48,35.1,9.32,9.23,37.44,31.65,7.23,16.03,3.96,26.91,30.54,9.24,8.46,9.0,19.01,2.67,17.96,7.48,10.3,7.26,5.39,8.74,21.83,9.05,8.27,5.24,3.91,20.5,2.42,21.16,23.82,25.66,7.26,8.41,4.86,4.66,6.23,6.75,28.04,8.29,29.55,7.07,7.94,1.9,4.54,28.96,22.38,28.76,25.81
8.55,13.72,23.09,23.4,23.11,11.35,0.0,4.57,23.28,33.09,13.05,23.83,5.77,11.22,23.23,15.11,21.19,10.92,17.71,17.16,4.41,15.23,27.49,7.27,8.01,17.84,8.79,13.04,20.62,19.46,16.4,16.63,23.66,12.33,12.88,11.02,17.16,16.48,7.82,4.68,20.53,22.67,17.61,19.9,17.5,11.65,17.34,10.22,9.66,12.62,12.16,18.3,23.61,5.45,14.68,13.33,16.66,13.09,14.69,14.01,15.34,4.13,34.11,19.69,15.89,17.24,18.16,13.0,17.42,13.47,13.52,23.87,23.94,8.2,5.54,18.38,19.55,16.62,14.04,22.08,19.54,18.38,22.87,15.51,18.15,3.01,11.92,14.17,15.88,18.59,7.63,14.71,21.82,9.66,3.51,5.35,22.89,14.82,17.9,18.47,4.19,20.27,16.14,15.38,25.72,12.35,2.32,8.49,12.32,21.7,8.5,2.99,25.27,17.8,24.46,15.41,14.12,10.81,21.66,19.0,19.81,22.86,7.66,15.08,20.04,12.48,16.27,5.22,19.59,17.46,26.31,15.77,29.04,7.12,28.37,16.78,26.13,11.13,11.25,28.46,23.56,2.27,17.84,7.02,17.94,21.57,5.22,19.25,19.8,29.81,13.14,24.58,18.28,1.03,12.54,15.99,10.51,12.86,19.85,3.36,16.04,15.47,22.51,9.62,12.19,14.85,17.88,3.51,19.21,9.82,14.78,4.95,8.77,17.26,3.25,21.47,6.74,18.73,10.5,4.8,19.99,33.18,20.39,17.76
2.86,5.59,27.72,29.22,27.73,5.24,4.56,0.0,12.09,22.9,17.67,28.45,1.55,9.12,27.86,10.86,25.81,6.67,13.46,6.96,2.39,19.85,32.12,3.31,11.48,22.46,5.23,17.66,25.24,24.08,6.2,6.44,28.29,16.95,3.9,3.63,21.78,24.5,7.46,8.15,26.71,27.29,7.41,9.7,26.19,11.23,21.96,6.35,11.1,17.24,6.04,22.92,28.23,4.9,19.31,17.96,21.28,8.84,4.5,17.48,11.1,0.46,23.92,24.31,10.58,7.05,19.85,17.63,22.05,18.09,18.15,28.49,14.52,3.95,4.75,8.19,25.36,21.24,9.79,27.89,9.35,23.0,12.67,11.05,22.78,4.71,2.54,17.64,5.68,14.35,6.88,4.52,26.44,6.15,6.98,1.8,12.69,19.44,7.71,23.09,1.34,10.08,20.77,20.0,30.35,16.97,6.47,7.04,16.95,17.45,7.05,1.64,29.69,7.6,29.08,20.03,18.75,15.44,26.28,23.62,25.62,27.49,3.28,19.7,9.84,8.23,6.07,4.68,15.34,13.21,30.93,10.32,18.84,2.87,20.63,6.58,30.76,9.03,7.0,33.09,28.19,3.0,15.84,5.85,22.56,26.19,6.95,9.06,9.61,19.62,4.63,15.72,8.08,5.95,8.35,10.41,8.4,19.64,9.65,6.62,5.85,5.27,18.26,5.05,16.82,19.47,21.34,2.19,9.01,6.74,10.57,1.76,4.52,21.88,5.44,26.09,2.78,8.54,3.11,0.34,26.2,22.98,26.52,23.57
14.34,15.78,18.5,17.8,18.51,15.19,16.28,12.15,0.0,27.36,15.64,18.26,10.51,21.25,17.66,2.23,18.15,6.78,5.03,17.15,11.86,17.04,21.92,9.08,27.38,15.35,7.69,17.48,17.3,20.15,16.39,16.63,18.09,19.91,14.09,13.59,17.09,13.09,17.42,24.95,15.3,17.1,17.6,17.48,14.77,23.17,11.77,16.3,15.2,25.11,16.0,18.82,18.04,16.25,16.59,15.9,14.82,5.84,14.69,29.71,1.51,12.61,28.38,20.38,18.72,17.74,8.44,17.45,11.86,13.72,21.14,18.3,2.88,9.99,17.26,18.38,13.95,15.51,3.67,16.48,15.75,12.81,17.78,18.7,12.58,13.81,11.72,28.82,12.75,5.92,18.97,14.71,16.25,16.11,25.64,10.91,19.64,15.06,12.74,21.61,12.39,17.6,19.9,12.37,19.49,13.62,24.86,16.99,13.6,8.61,17.01,13.78,18.27,17.79,18.89,13.73,12.14,24.81,21.25,19.69,14.21,22.46,9.91,16.84,17.23,5.22,12.11,11.97,6.92,4.79,20.74,17.97,23.31,9.46,8.62,12.97,24.52,21.16,5.56,26.85,18.0,14.18,27.87,15.8,19.71,19.95,18.3,15.03,16.18,24.08,14.82,3.71,16.09,23.57,10.86,18.07,20.58,25.36,15.19,17.22,16.04,15.46,9.41,15.01,21.31,13.34,26.92,13.24,11.87,16.7,19.3,11.48,9.58,14.39,20.13,15.9,9.78,16.89,13.06,11.93,21.76,27.44,15.11,12.16
24.13,18.5,45.02,44.32,45.03,22.31,27.42,22.86,27.2,0.0,42.17,44.78,23.08,32.05,44.19,24.92,44.67,27.17,23.97,17.89,24.92,43.56,48.44,24.64,31.07,41.87,27.16,41.4,43.82,46.67,17.25,17.89,44.61,40.69,19.51,21.68,43.62,39.61,28.22,31.01,41.82,43.62,17.07,16.3,41.29,33.97,38.29,27.1,41.72,40.98,20.58,45.34,44.56,26.95,43.11,42.42,41.34,29.35,19.32,40.34,28.04,23.32,1.16,46.9,17.6,16.75,34.96,41.36,38.38,40.24,41.88,44.82,29.63,22.35,28.06,16.58,40.47,42.03,27.34,43.0,14.26,39.33,11.05,17.58,39.11,27.8,21.46,40.5,19.71,22.46,29.76,19.34,42.77,26.91,29.84,24.91,11.09,41.58,18.63,48.13,24.2,14.99,46.43,38.89,46.01,40.14,29.33,27.79,40.12,26.98,27.8,24.5,44.79,17.26,45.41,40.25,38.66,39.17,47.77,46.21,40.73,48.98,23.91,43.36,15.81,28.73,20.1,27.34,21.26,23.3,47.26,16.85,5.62,23.37,35.74,19.11,51.04,31.95,27.5,53.37,44.52,25.86,38.67,26.6,46.23,46.48,29.0,14.6,15.21,3.72,19.39,30.83,15.7,29.69,21.37,16.94,31.37,41.22,13.87,27.92,17.43,17.96,33.35,24.61,40.55,39.86,44.2,25.05,17.77,27.49,18.18,24.29,22.61,40.91,27.68,42.42,25.33,15.83,22.15,22.65,48.28,0.66,41.63,38.68
