in,Node
1,1428
2,2778
3,2785
4,2596
5,2596
6,1183
7,2631
8,2623
9,2524
10,2525
11,2523
12,2516
13,2520
14,2517
15,2525
16,1183
17,2595
18,2595
19,2593
20,2521
21,2595
22,2568
23,2571
24,2567
25,2562
26,2568
27,2552
28,2562
29,2548
30,493
31,495
32,495
33,495
34,2561
35,2544
36,2561
37,1247
38,494
39,484
40,480
41,494
42,2787
43,2526
44,2496
45,2511
46,2485
47,2482
48,2482
49,490
50,492
51,491
52,1042
53,491
54,483
55,483
56,489
57,489
58,489
59,476
60,473
61,472
62,1184
63,472
64,469
65,469
66,1242
67,437
68,1238
69,478
70,476
71,2787
72,1182
73,471
74,478
75,470
76,471
77,486
78,482
79,482
80,478
81,485
82,481
83,481
84,2787
85,2474
86,488
87,486
88,488
89,2467
90,2475
91,2470
92,2473
93,2472
94,2503
95,2498
96,2504
97,2476
98,2476
99,2476
100,2500
101,2465
102,2469
103,2497
104,2497
105,2472
106,2472
107,2472
108,2469
109,2500
110,1242
111,2573
112,1240
113,2581
114,2590
115,1248
116,2591
117,2434
118,2582
119,1248
120,2572
121,1248
122,1248
123,2610
124,2616
125,2439
126,2457
127,2456
128,2439
129,2440
130,2435
131,2435
132,2434
133,2433
134,2427
135,2400
136,2433
137,2431
138,2426
139,2432
140,2456
141,2427
142,2426
143,2430
144,2442
145,1239
146,2453
147,2399
148,2401
149,1145
150,2389
151,2391
152,2390
153,2464
154,468
155,467
156,2380
157,2382
158,2389
159,2385
160,2385
161,1157
162,2401
163,2400
164,1157
165,2387
166,2387
167,2387
168,2373
169,2377
170,2377
171,2372
172,2377
173,1153
174,1153
175,2369
176,481
177,481
178,458
179,458
180,485
181,485
182,481
183,481
184,471
185,1146
186,451
187,458
188,458
189,458
190,466
191,465
192,466
193,465
194,466
195,458
196,458
197,457
198,457
199,457
200,449
201,451
202,469
203,436
204,469
205,469
206,469
207,436
208,431
209,449
210,451
211,451
212,451
213,454
214,1167
215,428
216,448
217,448
218,428
219,430
220,429
221,425
222,447
223,1165
224,427
225,424
226,429
227,1168
228,452
229,1166
230,446
231,2403
232,2352
233,360
234,456
235,456
236,352
237,455
238,352
239,455
240,459
241,455
242,459
243,2348
244,814
245,452
246,2394
247,2392
248,2392
249,2357
250,2348
251,2355
252,2450
253,2441
254,2425
255,2404
256,2421
257,2421
258,2403
259,2834
260,2833
261,2834
262,2834
263,2834
264,2837
265,2829
266,2829
267,2834
268,2829
269,2745
270,2749
271,932
272,2831
273,2831
274,2754
275,2755
276,2743
277,2743
278,2743
279,925
280,2737
281,2736
282,2726
283,2667
284,2667
285,2661
286,2646
287,930
288,2658
289,2657
290,2662
291,2665
292,2664
293,2663
294,777
295,2664
296,2655
297,789
298,2640
299,922
300,2637
301,1233
302,2655
303,746
304,1355
305,2413
306,2356
307,2712
308,2708
309,744
310,2709
311,1363
312,1358
313,735
314,2709
315,2734
316,741
317,747
318,1939
319,1939
320,1948
321,2827
322,1938
323,2835
324,1948
325,1948
326,2830
327,1948
328,1972
329,2835
330,1974
331,738
332,824
333,1945
334,1940
335,1925
336,1926
337,882
338,1924
339,1921
340,1925
341,1919
342,1916
343,2786
344,1919
345,1918
346,1910
347,1921
348,1920
349,1921
350,1887
351,1911
352,2776
353,1868
354,1443
355,1927
356,1420
357,1432
358,1378
359,2778
360,1364
361,1364
362,1359
363,1360
364,1359
365,1358
366,1122
367,1352
368,1354
369,1354
370,1361
371,1354
372,1342
373,1354
374,1354
375,1353
376,1011
377,1341
378,1342
379,1214
380,995
381,576
382,1233
383,630
384,1232
385,1232
386,1232
387,1236
388,1236
389,1235
390,1352
391,1236
392,1235
393,1235
394,1232
395,1213
396,1231
397,1211
398,1211
399,1231
400,1231
401,1222
402,1235
403,1234
404,2787
405,975
406,934
407,933
408,933
409,933
410,933
411,1194
412,1206
413,2785
414,1204
415,1212
416,1196
417,644
418,1194
419,1202
420,2785
421,1202
422,1181
423,962
424,951
425,1192
426,1317
427,1314
428,1220
429,1220
430,1220
431,1222
432,1218
433,1221
434,1225
435,1224
436,2622
437,1216
438,620
439,1225
440,623
441,1215
442,629
443,629
444,1337
445,1321
446,1371
447,1329
448,608
449,1322
450,1329
451,1280
452,1278
453,1266
454,1266
455,585
456,563
457,1278
458,1285
459,1277
460,1265
461,1264
462,1303
463,562
464,1223
465,1187
466,1257
467,1259
468,1256
469,1258
470,585
471,1188
472,1256
473,1189
474,1188
475,1187
476,1186
477,1186
478,1188
479,1252
480,1256
481,1179
482,1177
483,1177
484,1177
485,1177
486,912
487,1176
488,1176
489,561
490,561
491,913
492,1180
493,1190
494,1190
495,914
496,1252
497,453
498,1166
499,2785
500,1374
501,2385
502,471
503,2577
504,1264
505,2661
506,430
507,1227
508,1202
509,2459
510,2441
511,1188
512,1264
513,2829
514,1278
515,2584
516,2524
517,1357
518,2786
519,2829
520,2456
521,1189
522,930
523,489
524,1300
525,1939
526,2467
527,476
528,2778
529,2525
530,472
531,1369
532,480
533,1432
534,1187
535,2444
536,961
537,2749
538,2747
539,1439
540,814
541,1318
542,1111
543,1188
544,443
545,2597
546,1948
547,1153
548,2623
549,2439
550,2787
551,1945
552,946
553,2394
554,1351
555,1184
556,2656
557,764
558,1354
559,1177
560,2498
561,442
562,2627
563,2438
564,2472
565,2535
566,457
567,451
568,2785
569,2567
570,1202
571,1264
572,961
573,2561
574,2738
575,2622
576,2551
577,2459
578,461
579,2391
580,1244
581,449
582,1210
583,1263
584,1943
585,763
586,817
587,1192
588,2831
589,2521
590,1352
591,2457
592,1280
593,1224
594,458
595,482
596,2828
597,1215
598,1230
599,484
600,477
601,1210
602,2655
603,2787
604,1929
605,2787
606,478
607,2831
608,2386
609,2517
610,2473
