in,Node
1,1428
2,2596
3,1186
4,2631
5,2623
6,2629
7,2524
8,2523
9,2516
10,2520
11,2517
12,2525
13,2525
14,2595
15,2593
16,2595
17,2568
18,2571
19,2567
20,2567
21,2562
22,2568
23,2552
24,2562
25,2551
26,2548
27,495
28,495
29,495
30,2561
31,1185
32,2544
33,2561
34,494
35,484
36,480
37,494
38,2787
39,1185
40,2526
41,2496
42,2511
43,2485
44,2482
45,2482
46,490
47,490
48,492
49,491
50,491
51,483
52,483
53,489
54,489
55,489
56,476
57,473
58,472
59,1184
60,472
61,469
62,469
63,1238
64,477
65,476
66,2787
67,476
68,471
69,478
70,470
71,471
72,1253
73,486
74,482
75,482
76,482
77,478
78,485
79,481
80,481
81,2473
82,2787
83,2474
84,488
85,486
86,488
87,2467
88,2475
89,2470
90,1247
91,2577
92,1245
93,2517
94,2503
95,2498
96,2504
97,2498
98,2476
99,2476
100,2500
101,2465
102,2469
103,2497
104,2472
105,2472
106,2472
107,2469
108,1242
109,2573
110,1240
111,2581
112,1248
113,2591
114,2582
115,2582
116,1248
117,2572
118,1248
119,2610
120,2616
121,2439
122,2456
123,2439
124,2439
125,2435
126,2435
127,2434
128,2433
129,2400
130,2427
131,2400
132,2433
133,2431
134,2426
135,2432
136,2456
137,2427
138,2426
139,2430
140,2442
141,1239
142,2399
143,2401
144,2389
145,2391
146,2390
147,2390
148,2464
149,468
150,467
151,2380
152,1145
153,2382
154,2389
155,2385
156,2385
157,2398
158,1157
159,2401
160,1157
161,2400
162,1157
163,2387
164,2387
165,2387
166,2373
167,2377
168,2377
169,1153
170,2377
171,1153
172,2369
173,481
174,481
175,458
176,458
177,485
178,485
179,481
180,481
181,471
182,1154
183,1146
184,451
185,458
186,458
187,1146
188,458
189,466
190,465
191,466
192,465
193,1132
194,458
195,458
196,458
197,457
198,457
199,457
200,451
201,457
202,449
203,451
204,471
205,471
206,469
207,436
208,449
209,469
210,469
211,430
212,436
213,431
214,449
215,449
216,451
217,1168
218,451
219,451
220,454
221,448
222,428
223,430
224,429
225,425
226,443
227,427
228,424
229,429
230,1173
231,452
232,1166
233,446
234,2403
235,2344
236,442
237,453
238,456
239,455
240,352
241,360
242,455
243,459
244,772
245,455
246,459
247,814
248,814
249,452
250,2394
251,2392
252,2392
253,2357
254,2348
255,2355
256,2450
257,2441
258,2425
259,2404
260,2421
261,2424
262,2421
263,2403
264,2833
265,2834
266,2834
267,2837
268,2829
269,2829
270,2829
271,2745
272,2749
273,2749
274,932
275,2831
276,2831
277,2754
278,2755
279,2743
