0.0,5.03,3.33,28.76,29.12,29.63,30.45,3.15,6.45,29.89,12.91,27.0,8.19,25.42,8.33,5.06,21.47,32.94,6.22,8.81,23.95,8.85,17.48,26.4,25.41,8.22,7.45,34.03,4.58,24.57,23.15,22.8,32.73,3.8,20.3,31.82,8.67,9.7,22.68,39.43,22.58,3.86,17.29,26.04,4.49,24.64,1.9,24.96,5.66,3.3,18.56,20.16,7.06,6.05,4.49,29.59,18.22,4.17,7.87,25.57,9.76,12.45,10.98,25.37,15.65,31.8,5.58,5.27,29.87,16.38,5.93,2.87,10.27,5.99,10.29,18.02,2.65,3.44,9.54,25.27,13.31,8.41,23.6,6.09,2.86,22.92,18.33,4.34,22.9,25.28,27.39,3.88,8.12,2.71,2.07,16.73,21.19,9.25,24.45,7.38,12.81,3.67,9.96,7.35,31.91,18.58,21.01,31.35,18.53,2.61,2.52,29.26,10.93,9.3,30.79,20.93,20.68,16.18,27.34,21.31,29.47,6.99,24.39,5.96,31.29,9.39,2.85,8.8,4.18,22.45,2.34,11.58,19.94,5.67,21.2,26.39,32.48,29.95,5.55,7.99,9.88,17.33,13.33,19.16,16.02,23.56,6.57,6.18,10.66,11.73,21.36,4.84,19.41,9.73,20.88,24.92,7.56,26.64,19.57,7.19,28.33,16.66,18.16,29.73,7.35,22.0,22.07,3.72,9.27,15.93,5.07,5.42,3.43,26.7,6.9,20.81,9.88,3.36,2.5,31.76,18.68,29.59,23.93
5.01,0.0,1.97,33.56,32.96,32.96,33.18,2.29,11.23,33.25,14.34,31.85,9.62,28.78,3.65,9.2,26.31,36.3,7.65,13.65,30.18,10.28,22.32,31.25,30.25,2.81,2.28,38.87,8.84,27.91,27.99,27.99,36.09,8.65,25.14,35.18,3.29,4.66,24.11,39.89,25.94,7.04,22.14,31.53,0.94,29.48,4.18,28.33,10.48,8.03,23.4,15.47,5.72,10.87,0.88,32.96,14.34,2.71,12.71,30.42,5.07,5.34,12.41,20.68,17.08,35.17,10.43,2.37,33.24,17.81,5.17,7.72,3.82,11.19,11.72,22.87,6.83,6.62,4.85,28.63,8.61,5.14,26.96,11.21,7.38,29.89,23.18,7.19,24.33,20.59,30.76,6.45,12.96,2.62,5.89,12.04,26.04,4.56,29.3,12.22,17.65,6.4,8.83,12.2,36.75,23.42,16.32,34.72,20.06,7.18,7.3,32.6,12.36,3.19,34.16,25.77,26.6,21.02,32.18,26.15,32.83,8.42,27.76,4.22,34.65,4.71,5.17,13.65,0.88,17.76,6.69,4.38,15.24,7.1,22.63,31.23,37.32,33.31,8.56,11.2,11.31,22.17,14.76,20.59,17.45,28.4,8.0,11.03,5.97,7.04,16.67,1.86,20.84,5.04,25.73,28.25,4.28,30.01,24.42,2.22,33.17,18.09,13.47,33.1,8.78,25.33,26.91,8.52,4.58,17.36,6.5,6.85,8.1,30.07,2.92,25.66,3.98,2.53,7.23,35.13,23.52,34.43,27.26
3.31,1.97,0.0,31.35,30.75,30.76,30.97,1.33,9.6,31.05,12.13,30.79,7.41,26.58,5.4,7.0,24.69,34.09,5.44,12.03,27.97,8.08,20.7,31.52,28.63,4.41,4.52,39.15,7.21,25.7,26.37,25.79,33.89,7.02,23.52,32.98,5.74,5.69,21.9,37.68,23.74,5.42,20.51,29.33,1.94,27.86,2.28,26.12,8.27,6.41,21.78,17.23,4.26,9.25,2.2,30.75,17.44,1.25,11.09,28.79,6.83,7.04,10.2,22.44,14.87,32.96,8.8,2.17,31.03,15.6,3.02,6.1,5.51,8.98,9.51,21.25,4.78,4.58,6.46,26.42,10.37,6.84,24.76,9.0,5.75,27.68,21.55,5.35,22.12,22.35,28.55,4.83,11.34,1.38,3.99,13.8,24.42,6.18,27.68,10.6,16.03,4.27,9.18,10.57,32.41,21.8,18.08,32.51,17.75,5.55,5.25,30.39,10.15,4.89,31.95,24.15,24.39,19.4,30.56,24.53,30.63,6.21,25.55,3.28,32.44,6.46,3.74,12.03,1.12,19.52,4.08,6.08,17.0,4.89,20.43,31.5,37.6,31.11,6.35,9.58,9.1,20.55,12.55,18.38,15.24,26.78,5.79,9.4,7.73,8.8,18.43,1.93,18.63,6.8,23.52,26.05,4.36,27.8,22.8,4.26,33.44,15.88,15.23,30.89,6.57,23.13,25.29,6.79,6.34,15.15,4.29,4.65,6.36,27.86,4.61,24.04,6.95,0.5,5.33,32.92,21.9,34.7,25.06
29.63,33.8,31.47,0.0,0.71,1.87,1.59,31.92,31.0,3.23,20.28,1.86,25.25,6.34,34.97,23.27,6.12,7.77,26.72,26.57,4.57,24.57,14.86,2.41,7.72,34.86,34.09,5.23,28.6,6.38,4.66,7.95,8.12,25.78,9.35,7.96,35.31,28.63,23.5,13.53,10.89,31.49,14.83,2.53,33.26,7.51,30.54,6.94,22.09,28.4,12.92,41.08,33.7,31.69,33.26,6.22,25.34,31.68,26.57,7.89,33.97,36.1,24.33,46.28,22.54,7.48,23.82,31.91,11.97,17.76,27.98,27.2,36.91,22.39,23.64,12.02,26.81,29.78,29.87,5.48,36.33,36.5,7.08,22.0,29.17,6.93,13.82,24.73,14.97,46.19,5.21,30.9,25.62,31.49,26.82,38.52,7.41,29.94,10.02,22.08,26.28,29.37,23.78,23.28,2.52,13.97,41.92,9.54,25.8,29.57,26.3,2.71,25.99,35.94,6.69,8.56,10.47,14.21,9.29,8.03,6.42,26.45,6.33,29.05,10.59,30.58,30.41,25.56,32.95,44.0,27.37,35.54,40.85,27.3,14.51,2.64,6.58,10.43,23.76,32.07,22.88,14.68,20.45,25.86,17.26,7.76,27.18,28.27,32.55,33.48,42.27,32.17,20.89,33.49,9.6,7.82,28.96,8.75,11.15,33.83,4.03,17.15,36.81,11.83,26.13,9.2,14.73,24.05,34.14,23.36,27.7,27.4,26.11,9.31,35.66,16.92,36.52,30.95,28.46,5.89,13.74,3.68,7.22
29.99,33.15,30.87,0.71,0.0,1.5,0.99,31.87,31.37,3.83,19.67,2.22,24.65,5.74,34.37,22.05,6.05,7.27,26.12,26.93,3.96,23.96,15.22,2.77,8.11,34.26,33.49,5.4,28.97,5.78,4.59,7.35,8.24,26.14,6.98,8.08,34.71,28.03,22.89,10.37,10.29,31.85,14.22,2.46,32.61,6.95,29.94,6.34,20.88,28.76,13.28,40.47,33.09,32.06,33.22,5.61,24.74,31.08,26.93,8.28,33.37,35.5,23.73,45.68,21.94,7.6,24.18,31.31,11.37,17.16,27.38,27.56,36.31,21.17,23.04,12.39,30.13,29.18,29.27,4.88,35.72,35.9,6.48,20.79,29.53,6.33,13.22,23.51,14.36,45.59,4.61,31.26,25.98,31.44,29.78,37.92,6.8,29.34,10.39,22.44,26.64,28.77,23.18,23.65,2.73,13.37,41.32,9.04,25.2,29.93,26.66,2.11,25.38,35.34,7.44,7.96,9.87,14.57,8.73,7.42,5.82,25.84,5.73,28.44,10.4,29.98,30.77,25.93,32.3,43.4,30.0,34.94,40.25,26.69,13.91,2.97,7.22,9.83,22.54,32.43,22.28,15.04,19.85,25.26,16.65,8.12,26.58,28.64,31.95,32.88,41.67,31.57,20.28,32.89,9.0,7.22,28.36,8.14,11.51,33.23,4.39,16.55,36.2,11.23,25.52,8.6,15.09,22.84,33.54,22.76,27.09,26.8,23.22,8.71,35.06,17.28,35.92,30.35,28.82,5.64,14.1,4.33,6.62
30.15,33.04,30.76,2.47,1.4,0.0,1.21,31.76,31.52,2.35,19.57,3.6,24.54,4.75,34.27,21.94,7.39,6.29,26.02,27.07,4.86,23.86,16.6,4.15,10.23,34.15,33.38,6.31,29.12,5.67,5.93,7.24,7.26,26.3,8.17,7.1,34.6,27.93,22.79,8.99,7.77,32.0,14.12,3.8,32.51,9.28,29.83,5.36,20.77,28.92,10.3,40.37,32.99,32.21,33.11,4.63,24.63,30.98,27.07,10.39,33.27,35.39,23.62,45.58,21.83,6.62,24.33,31.21,10.39,17.06,27.27,27.72,36.2,21.07,22.93,13.76,30.03,29.07,29.16,3.9,35.62,35.79,5.5,20.68,29.68,6.22,13.11,23.41,14.26,45.48,3.63,31.41,26.14,31.33,29.67,37.82,6.7,29.24,11.76,22.6,26.78,28.66,23.08,23.8,2.65,13.26,41.22,8.06,25.1,30.08,26.82,1.13,25.28,35.24,6.46,7.85,9.76,15.94,11.06,7.32,4.84,25.74,4.75,28.34,9.42,29.88,30.93,26.06,32.2,43.3,29.89,34.84,40.14,26.59,13.8,4.35,7.83,8.85,22.44,32.59,22.18,15.52,19.75,25.15,16.55,9.49,26.48,28.79,31.84,32.78,41.56,31.46,20.18,32.78,8.89,7.11,28.26,7.16,8.87,33.12,5.76,16.44,36.1,10.25,25.42,8.49,16.46,22.73,33.43,22.66,26.99,26.7,23.12,7.73,34.96,18.66,35.81,30.24,28.98,4.66,10.78,4.97,6.51
30.95,33.84,31.56,1.59,1.21,0.31,0.0,32.57,32.32,2.17,20.37,3.39,25.35,4.57,35.07,22.75,7.18,5.98,26.82,27.87,4.66,24.66,16.39,3.95,9.25,34.96,34.19,5.12,29.92,5.97,5.73,8.04,6.34,27.1,8.12,6.18,35.41,28.73,23.59,10.1,8.08,32.8,14.92,3.6,33.31,9.08,30.63,5.18,21.58,29.72,14.45,41.17,33.79,33.01,33.91,4.32,25.44,31.78,27.87,9.42,34.07,36.2,24.42,46.38,22.64,5.7,25.13,32.01,10.21,17.86,28.08,28.52,37.01,21.87,23.74,13.56,30.83,29.87,29.96,4.21,36.42,36.59,5.81,21.48,30.48,6.52,13.92,24.21,15.06,46.28,3.45,32.22,26.94,32.14,30.48,38.62,7.0,30.04,11.56,23.4,27.58,29.46,23.88,24.6,1.46,14.06,42.02,7.76,25.9,30.89,27.62,1.2,26.08,36.04,5.63,8.15,10.56,15.74,10.85,7.62,4.52,26.54,5.06,29.14,8.81,30.68,31.73,26.86,33.0,44.1,30.7,35.64,40.94,27.39,14.6,4.14,6.65,8.53,23.24,33.39,22.98,16.21,20.55,25.96,17.35,9.29,27.28,29.59,32.64,33.58,42.37,32.26,20.98,33.58,9.69,7.92,29.06,6.98,12.68,33.93,5.56,17.25,36.9,10.07,26.22,9.29,16.26,23.54,34.24,23.46,27.79,27.5,23.92,7.55,35.76,18.45,36.62,31.04,29.78,4.35,15.27,3.79,7.32
3.19,2.29,1.33,32.1,31.5,31.5,31.72,0.0,9.18,31.79,12.88,29.8,8.16,27.32,6.36,7.74,24.26,34.84,6.19,11.6,28.72,8.82,20.27,29.2,28.2,4.98,4.45,36.83,6.79,26.45,25.94,26.53,34.63,6.6,23.09,33.72,4.89,6.32,22.65,38.43,24.48,3.75,20.09,30.07,1.85,27.43,2.96,26.87,9.02,5.99,21.35,18.19,5.22,8.82,1.52,31.49,18.18,2.21,10.66,28.37,7.79,6.04,10.94,23.4,15.62,33.71,8.38,2.8,31.78,16.34,5.9,5.67,4.83,9.73,10.25,20.82,5.53,5.32,7.1,27.17,11.33,5.27,25.5,9.75,5.33,28.43,21.13,6.1,22.87,23.3,29.3,4.4,10.91,0.73,4.66,14.75,23.99,6.82,27.25,10.17,15.6,5.01,9.93,10.15,34.7,21.37,19.04,33.26,18.5,5.13,6.0,31.14,10.9,4.21,32.7,23.72,25.14,18.97,30.13,24.1,31.37,6.96,26.29,4.24,33.19,7.42,2.96,11.6,1.53,20.48,4.75,5.4,17.96,5.64,21.17,29.18,35.28,31.85,7.1,9.15,9.85,20.13,13.3,19.13,15.99,26.35,6.54,8.98,8.68,9.76,19.39,2.74,19.37,7.76,24.27,26.79,5.95,28.55,22.37,5.22,31.12,16.62,16.19,31.64,7.32,23.87,24.86,7.02,7.3,15.9,5.04,5.39,7.11,28.61,3.93,23.61,5.67,1.82,5.81,33.67,21.47,32.38,25.8
6.68,11.12,9.68,29.92,30.28,30.79,31.61,9.24,0.0,31.05,19.55,28.17,14.83,26.58,15.58,10.89,22.63,34.1,12.86,6.9,25.11,15.49,18.64,27.57,26.57,15.47,14.7,35.19,2.61,25.74,24.31,23.96,33.89,4.06,21.46,32.98,15.92,16.34,29.32,40.6,23.74,8.02,18.46,27.2,10.59,25.8,8.16,26.12,11.49,2.82,19.72,28.42,14.31,2.59,10.59,30.75,24.86,10.84,5.41,27.13,17.01,18.7,17.62,33.63,22.29,32.97,6.74,12.52,31.03,23.02,12.57,3.19,13.9,11.83,16.93,19.19,9.17,10.02,16.79,26.43,20.56,19.39,24.76,11.36,4.72,24.08,19.5,10.18,26.96,33.53,28.56,5.09,6.42,8.81,8.3,22.98,22.36,16.51,25.23,8.54,6.23,11.68,16.6,8.52,33.07,19.74,29.27,32.52,25.17,4.63,8.97,30.42,17.57,13.28,31.95,22.09,21.84,17.34,28.5,22.47,30.63,13.63,25.55,13.65,32.45,16.64,7.73,5.21,10.27,25.0,8.56,19.25,28.19,12.31,26.5,27.55,33.64,31.11,11.39,1.12,16.52,18.49,19.97,25.8,22.66,24.72,13.21,3.72,17.91,18.99,29.61,11.52,26.05,16.98,22.04,26.08,14.2,27.81,20.74,14.44,29.49,25.64,26.42,30.9,13.99,23.16,20.02,9.56,16.52,22.57,11.71,12.06,9.26,27.86,13.0,18.77,17.13,9.24,8.34,32.93,19.84,30.75,25.09
30.43,34.6,31.06,3.23,3.7,1.95,2.17,32.72,31.81,0.0,19.87,5.08,24.84,4.58,34.57,22.23,8.59,4.01,26.32,27.36,6.69,24.16,17.24,5.64,14.34,34.45,33.68,4.02,29.41,7.45,7.76,7.95,4.36,26.59,13.12,4.21,34.9,28.23,23.09,6.71,8.45,32.29,14.41,5.63,34.07,11.29,30.13,5.17,21.06,29.2,16.7,40.67,33.29,32.5,34.07,2.33,24.93,31.28,27.36,14.32,33.57,35.69,23.92,45.88,22.13,3.73,24.62,31.51,8.22,17.36,27.57,28.01,36.5,21.36,23.23,15.8,27.61,24.41,29.46,4.7,35.92,36.09,6.86,20.97,29.97,7.55,13.4,23.69,14.56,45.78,2.82,31.7,26.42,32.29,27.62,38.12,8.02,29.54,13.8,22.88,27.07,24.45,23.38,24.09,0.95,13.55,41.52,5.78,25.4,30.37,27.11,1.71,25.58,35.54,3.65,9.18,11.37,17.98,13.06,8.64,2.54,26.04,5.55,28.64,6.84,30.18,31.22,26.35,33.76,43.6,28.18,35.14,40.44,26.89,14.1,5.81,6.79,6.55,22.73,32.87,22.48,15.81,20.05,25.45,16.85,11.53,26.78,29.08,32.14,33.08,41.86,31.76,20.48,33.08,10.5,7.82,28.56,5.0,14.92,33.42,7.05,15.49,36.4,8.08,25.72,10.1,18.5,23.02,33.73,22.96,27.29,27.0,23.41,5.57,35.26,20.69,36.11,30.54,29.26,2.38,14.44,3.93,7.22
