in,Node
1,1428
2,456
3,1232
4,1364
5,2743
6,1267
7,1231
8,486
9,2827
10,450
11,2787
12,1921
13,1354
14,2743
15,1234
16,450
17,2498
18,1919
19,2708
20,2439
21,2537
22,2377
23,2398
24,581
25,1254
26,1265
27,2827
28,478
29,1186
30,2629
31,928
32,2469
33,1223
34,2404
35,1189
36,630
37,1185
38,456
39,2834
40,2521
41,1202
42,451
43,2655
44,1285
45,452
46,1352
47,1216
48,1184
49,2786
50,1189
51,1278
52,575
53,2373
54,1183
55,1921
56,1252
57,2595
58,481
59,2594
60,1042
61,2465
62,933
63,470
64,1152
65,1187
66,2525
67,1916
68,486
69,491
70,458
71,485
72,630
73,1179
74,2571
75,818
76,1266
77,1365
78,1047
79,493
80,2463
81,2461
82,2360
83,2357
84,476
85,1265
86,1359
87,458
88,451
89,1948
90,1329
91,1329
92,2387
93,914
94,2628
95,612
96,2740
97,1266
98,1932
99,447
100,746
101,455
102,2479
103,2623
104,1279
105,2616
106,1186
107,1251
108,484
109,2631
110,429
111,445
112,1185
113,1168
114,573
115,2525
116,744
117,2665
118,2370
119,483
120,2436
121,2655
122,2423
123,2369
124,2656
125,2623
126,436
127,1232
128,1212
129,482
130,482
131,482
132,483
133,482
134,482
135,482
136,1258
137,449
138,1369
139,2516
140,456
141,1887
142,747
143,2469
144,429
145,2427
146,2401
147,1254
148,1190
149,458
150,581
151,585
152,1196
153,451
154,763
155,2460
156,2413
157,449
158,1210
159,1186
160,2391
161,466
162,1265
163,465
164,1166
165,2611
166,457
167,1256
168,2742
169,2392
170,447
171,608
172,2394
173,437
174,1443
175,471
176,351
177,423
178,1921
179,1193
180,1222
181,2485
182,1235
183,2497
184,1153
185,2571
186,483
187,1232
188,2572
189,360
190,429
191,775
192,2785
193,1259
194,2532
195,428
196,787
197,818
198,1188
199,481
200,1247
201,1938
202,1218
203,622
204,2573
205,1948
206,560
207,1421
208,2829
209,1302
210,1172
211,2785
212,612
213,2755
214,350
215,454
216,2513
217,609
218,2467
219,2476
220,1235
221,1266
222,2659
223,1212
224,485
225,1209
226,1946
227,466
228,562
229,2571
230,1190
231,2441
232,1244
233,2498
234,1250
235,432
236,2756
237,576
238,2470
239,1287
240,2740
241,585
242,1363
243,1165
244,1266
245,1186
246,1248
247,2520
248,480
249,465
250,469
251,2387
252,2597
253,629
254,2392
255,2567
256,489
257,1257
258,1240
259,2667
260,2712
261,2459
262,2787
263,1354
264,481
265,1240
266,586
267,2433
268,2401
269,449
270,1355
271,2456
272,1236
273,1229
274,970
275,1244
276,1948
277,2840
278,350
279,789
280,1438
281,489
282,472
283,951
284,1189
285,458
286,457
287,743
288,563
289,1183
290,950
291,1237
292,443
293,476
294,2519
295,2780
296,436
297,751
298,840
299,1220
300,2829
301,2605
302,2473
303,1000
304,1196
305,1147
306,2447
307,1940
308,490
309,2561
310,2389
311,1242
312,1324
313,1245
314,591
315,450
316,472
317,2440
318,1946
319,1259
320,2464
321,1322
322,2632
323,2485
324,1214
325,2391
326,458
327,1925
328,469
329,2834
330,458
331,2503
332,2348
333,446
334,469
335,1190
336,1249
337,483
338,1157
339,1177
340,2475
341,2343
342,2835
343,431
344,471
345,461
346,1239
347,1921
348,1256
349,2421
350,458
351,2618
352,490
353,1265
354,2439
355,2548
356,1378
357,477
358,2828
359,2577
360,1945
361,1353
362,2572
363,2435
364,1250
365,2472
366,2835
367,1244
368,1979
369,933
370,1277
371,1256
372,471
373,884
374,801
375,1321
376,1353
377,2831
378,561
379,2561
380,2562
381,1047
382,1166
383,1222
384,946
385,1184
386,548
387,2348
388,2456
389,469
390,459
391,2421
392,2711
393,1250
394,2400
395,1256
396,2427
397,1223
398,1216
399,1939
400,2663
401,946
402,2584
403,1354
404,2421
405,1152
406,1188
407,489
408,1037
409,1172
410,1374
411,2459
412,2831
413,1334
414,2787
415,1188
416,2345
417,561
418,1329
419,450
420,2562
421,1369
422,1235
423,1089
424,1236
425,2522
426,2595
427,2834
428,1351
429,909
430,2437
431,1233
432,2425
433,2754
434,1926
435,2429
436,2502
437,1925
438,1360
439,482
440,1248
441,1280
442,477
443,426
444,2595
445,458
446,2500
447,1211
448,487
449,2557
450,1224
451,2499
452,1153
453,930
454,1188
455,1265
456,642
457,1354
458,2562
459,578
460,1225
461,2399
462,494
463,1948
464,1232
465,2835
466,473
467,450
468,2709
469,1435
470,1916
471,2524
472,1222
473,2596
474,1939
475,2471
476,2385
477,2525
478,609
479,2438
480,1177
481,1167
482,1976
483,2618
484,1131
485,477
486,484
487,816
488,1920
489,1192
490,2373
491,2785
492,1357
493,1149
494,746
495,1914
496,548
497,1226
498,2400
499,1358
500,455
501,1248
502,2787
503,1157
504,2472
505,2565
506,562
507,2521
508,1359
509,1157
510,1910
511,2525
512,1951
513,1352
514,470
515,436
516,2398
517,1245
518,2754
519,487
520,428
521,1045
522,2465
523,813
524,482
525,465
526,1256
527,481
528,1166
529,1150
530,818
531,352
532,2498
533,1176
534,1918
535,1182
536,2661
537,1265
538,1189
539,1187
540,925
541,918
542,457
543,1248
544,1355
545,1157
546,452
547,349
548,352
549,1352
550,480
551,2447
552,2391
553,2401
554,1196
555,1945
556,1947
557,2468
558,2476
559,609
560,2377
561,471
562,2519
563,1168
564,1166
565,1236
566,2457
567,2829
568,460
569,2596
570,482
571,1183
572,1940
573,443
574,1155
575,2576
576,2548
577,1256
578,478
579,1371
580,1126
581,822
582,430
583,1342
584,1152
585,2500
586,602
587,824
588,1203
589,1227
590,467
591,499
592,826
593,469
594,2674
595,442
596,2500
597,483
598,1168
599,2831
600,491
601,1189
602,1047
603,1364
604,1209
605,458
606,736
607,1369
608,1184
609,772
610,2400
611,2425
612,748
613,1185
614,2395
615,1215
616,428
617,491
618,455
619,1182
620,2745
621,1254
622,793
623,2393
