in,Node
1,1428
2,494
3,456
4,1232
5,1365
6,2503
7,2751
8,1279
9,1231
10,486
11,2828
12,454
13,1185
14,2787
15,1921
16,1354
17,1234
18,449
19,2498
20,1919
21,2439
22,2537
23,2377
24,2398
25,1048
26,1264
27,1264
28,2827
29,478
30,1188
31,2629
32,926
33,2497
34,1299
35,2428
36,1189
37,630
38,1185
39,456
40,2829
41,2521
42,1202
43,451
44,2386
45,1177
46,2655
47,1277
48,452
49,1216
50,1189
51,1280
52,575
53,2376
54,1186
55,1921
56,1252
57,2595
58,1042
59,2472
60,933
61,469
62,1152
63,2453
64,1187
65,2525
66,2443
67,1918
68,485
69,458
70,485
71,624
72,2566
73,742
74,1322
75,1365
76,1047
77,495
78,2475
79,2474
80,2465
81,2352
82,2357
83,479
84,1264
85,1359
86,458
87,451
88,1948
89,1329
90,1369
91,2387
92,1180
93,2628
94,629
95,2740
96,1266
97,1441
98,737
99,2479
100,2623
101,1279
102,2775
103,1186
104,1251
105,483
106,2631
107,494
108,429
109,1242
110,1168
111,593
112,741
113,2666
114,1354
115,480
116,2431
117,2655
118,2445
119,2369
120,2656
121,2626
122,432
123,1213
124,1212
125,483
126,483
127,482
128,483
129,483
130,482
131,482
132,482
133,1266
134,738
135,449
136,1369
137,2509
138,456
139,1887
140,748
141,2469
142,429
143,2397
144,560
145,1264
146,1197
147,458
148,581
149,585
150,1206
151,451
152,468
153,449
154,483
155,1210
156,1186
157,2391
158,466
159,1265
160,465
161,1166
162,2602
163,457
164,1252
165,2352
166,445
167,610
168,470
169,451
170,1339
171,351
172,424
173,1920
174,488
175,1193
176,1222
177,1220
178,2482
179,2497
180,1153
181,2567
182,478
183,1232
184,2572
185,763
186,431
187,777
188,2785
189,1266
190,2535
191,428
192,814
193,742
194,481
195,1247
196,1935
197,1221
198,607
199,2435
200,1948
201,573
202,1421
203,2829
204,1223
205,1172
206,2785
207,609
208,2755
209,350
210,451
211,2512
212,612
213,2461
214,2498
215,2663
216,1235
217,1264
218,2658
219,1212
220,481
221,1214
222,1938
223,466
224,585
225,2492
226,2571
227,1190
228,2428
229,1244
230,2498
231,1251
232,432
233,2831
234,576
235,494
236,2470
237,1280
238,2711
239,587
240,1363
241,1165
242,1278
243,1187
244,1248
245,2525
246,472
247,465
248,2387
249,2438
250,2597
251,645
252,2567
253,489
254,1258
255,1242
256,2708
257,2459
258,1353
259,481
260,764
261,1239
262,2356
263,562
264,2433
265,2401
266,449
267,2456
268,1236
269,1229
270,1185
271,2835
272,2839
273,477
274,350
275,789
276,1437
277,489
278,472
279,961
280,1189
281,747
282,563
283,962
284,1237
285,427
286,1948
287,2517
288,2400
289,2785
290,470
291,827
292,1219
293,2829
294,2592
295,2473
296,1008
297,1194
298,1146
299,1940
300,489
301,2561
302,2389
303,1242
304,1328
305,1244
306,587
307,450
308,472
309,2440
310,1972
311,1259
312,2464
313,1329
314,1210
315,2485
316,1214
317,2391
318,458
319,1925
320,469
321,2834
322,458
323,2503
324,446
325,1248
326,483
327,1167
328,1177
329,2470
330,360
331,2868
332,481
333,463
334,1924
335,1256
336,2421
337,458
338,2622
339,2481
340,1277
341,2435
342,2548
343,581
344,1379
345,477
346,457
347,2826
348,2655
349,2580
350,1945
351,1353
352,2435
353,1245
354,620
355,2472
356,1243
357,1972
358,925
359,1937
360,1284
361,1256
362,451
363,2424
364,883
365,801
366,1307
367,1354
368,2831
369,561
370,2561
371,2566
372,1145
373,1166
374,1222
375,933
376,1184
377,558
378,461
379,746
380,469
381,460
382,2734
383,1250
384,1256
385,2427
386,443
387,1224
388,772
389,1216
390,2425
391,1939
392,1167
393,2663
394,487
395,2476
396,2584
397,925
398,1354
