in,Node
1,1428
2,494
3,456
4,1364
5,2503
6,2751
7,1322
8,486
9,2828
10,447
11,2785
12,1921
13,1354
14,2743
15,1317
16,449
17,2498
18,1919
19,2708
20,2439
21,2552
22,2377
23,2398
24,995
25,1264
26,1254
27,2827
28,478
29,1188
30,2629
31,932
32,2469
33,1223
34,2428
35,630
36,1185
37,454
38,2521
39,1202
40,451
41,2655
42,1280
43,455
44,1215
45,1184
46,1189
47,1280
48,575
49,2373
50,1183
51,2664
52,1924
53,1252
54,2595
55,1042
56,2472
57,933
58,470
59,1147
60,2453
61,1215
62,2521
63,2442
64,1918
65,485
66,491
67,458
68,1351
69,485
70,630
71,1179
72,2571
73,742
74,1322
75,1365
76,1047
77,493
78,2474
79,2466
80,2392
81,2357
82,476
83,1265
84,1359
85,458
86,451
87,1948
88,1329
89,1369
90,2387
91,1190
92,2626
93,467
94,2741
95,612
96,2747
97,1278
98,1930
99,737
100,492
101,2596
102,1278
103,2612
104,1186
105,1300
106,1250
107,484
108,2630
109,494
110,429
111,1244
112,1168
113,573
114,2525
115,744
116,2665
117,2437
118,1354
119,2392
120,928
121,480
122,2431
123,1233
124,2371
125,2656
126,2623
127,436
128,1213
129,1218
130,482
131,482
132,483
133,482
134,482
135,482
136,482
137,1266
138,449
139,1369
140,2498
141,456
142,1887
143,743
144,2399
145,429
146,2433
147,560
148,2434
149,1264
150,1192
151,1048
152,585
153,1206
154,451
155,763
156,468
157,449
158,1210
159,1186
160,2391
161,466
162,1265
163,466
164,1168
165,2611
166,457
167,1256
168,445
169,611
170,2394
171,437
172,471
173,1339
174,350
175,425
176,488
177,961
178,1220
179,2484
180,2497
181,1153
182,2567
183,482
184,801
185,1232
186,2434
187,360
188,429
189,784
190,2785
191,1266
192,2536
193,428
194,451
195,817
196,1188
197,481
198,1247
199,1942
200,1225
201,622
202,1948
203,573
204,1422
205,2829
206,1223
207,1172
208,2785
209,609
210,2755
211,451
212,2507
213,612
214,2467
215,2498
216,2663
217,1235
218,1258
219,2659
220,1212
221,485
222,1209
223,1947
224,466
225,562
226,2489
227,458
228,2556
229,1190
230,1244
231,2498
232,1251
233,432
234,2833
235,576
236,761
237,505
238,2468
239,1280
240,1360
241,1165
242,1278
243,1186
244,1157
245,2520
246,480
247,465
248,469
249,2387
250,2597
251,629
252,2628
253,489
254,1258
255,1240
256,2708
257,2459
258,1354
259,481
260,1150
261,2356
262,562
263,2434
264,2401
265,449
266,1355
267,2456
268,1236
269,1230
270,2442
271,960
272,1185
273,2835
274,2836
275,349
276,789
277,1402
278,489
279,472
280,962
281,1187
282,563
283,2526
284,1185
285,951
286,1237
287,427
288,472
289,2519
290,2400
291,2785
292,436
293,751
294,840
295,1219
296,2829
297,2590
298,2473
299,997
300,1196
301,1146
302,2456
303,1945
304,489
305,2561
306,2389
307,1244
308,1321
309,1250
310,587
311,451
312,437
313,2440
314,1946
315,1259
316,2390
317,1322
318,1210
319,2485
320,1233
321,2398
322,458
323,1940
324,2834
325,2503
326,446
327,469
328,1190
329,1248
330,483
331,1157
332,1186
333,2475
334,360
335,2835
336,431
337,481
338,461
339,1239
340,1921
341,1256
342,2421
343,458
344,2622
345,2477
346,1265
347,2435
348,2544
349,581
350,1347
351,471
352,456
353,2572
354,1946
355,2433
356,1250
357,2497
358,1185
359,1979
360,925
361,1939
362,1277
363,1256
364,451
365,2787
366,2424
367,877
368,1303
369,1354
370,2831
371,561
372,2561
373,2566
374,1047
375,1166
376,1222
377,933
378,1184
379,558
380,2348
381,2660
382,469
383,460
384,1250
385,1258
386,1420
387,2427
388,443
389,1224
390,813
391,1215
392,2425
393,1939
394,1157
395,2664
396,487
397,930
398,2476
