0.0,5.83,3.44,29.88,29.19,30.51,29.98,2.98,9.59,20.79,13.22,5.5,7.98,7.76,13.33,27.05,7.92,23.03,8.72,29.87,6.15,24.17,15.25,6.28,19.61,16.03,10.23,2.9,25.66,23.79,3.47,23.14,34.03,4.13,25.01,7.11,14.0,22.11,2.7,10.12,21.01,31.5,30.04,9.7,19.01,39.26,23.65,4.5,17.12,22.57,4.6,19.5,1.96,5.14,11.02,7.57,22.73,7.48,4.23,3.04,29.75,13.06,3.17,25.16,26.27,12.07,6.15,8.8,24.0,31.62,5.72,5.47,18.61,4.88,16.0,18.38,24.23,3.16,25.53,18.17,11.65,28.95,10.58,31.98,9.06,5.81,24.17,6.02,4.61,23.11,6.54,18.2,26.06,3.11,28.61,27.75,2.5,2.21,15.18,21.59,9.24,24.79,4.13,11.8,22.13,21.37,32.36,18.43,8.78,21.68,18.89,19.16,1.9,2.77,8.87,8.87,4.27,30.86,31.67,22.64,16.34,34.95,25.48,26.72,25.71,5.88,31.27,9.79,20.39,7.19,3.99,22.68,2.51,28.05,6.92,18.88,11.22,26.01,3.83,22.5,22.04,32.6,29.58,3.76,1.2,4.39,27.13,23.41,3.25,23.21,22.77,22.91,18.36,21.6,10.85,5.79,19.15,19.85,7.31,6.41,20.06,3.44,7.26,2.67,23.35,9.51,10.64,2.34,4.8,5.28,20.42,3.28,26.38,8.57,6.91,9.29,3.03,3.15,34.6,18.8,21.35
5.89,0.0,2.55,32.61,31.89,32.52,32.71,3.5,4.22,28.08,7.66,7.99,2.43,12.88,14.13,31.91,3.16,17.48,3.17,32.6,11.64,28.07,16.05,11.4,24.36,10.48,4.68,8.39,30.4,26.49,2.89,17.58,40.72,9.66,27.71,10.97,14.79,26.89,8.46,13.94,25.75,34.24,32.91,3.88,19.81,39.33,26.38,7.6,21.87,26.47,1.59,20.34,3.87,9.62,16.34,0.97,29.43,12.7,1.87,8.65,32.48,13.86,5.71,19.6,31.01,6.52,6.94,3.05,23.01,34.36,0.9,1.27,19.46,3.91,16.8,23.12,31.47,7.44,28.23,22.91,12.44,32.15,5.03,34.71,3.13,9.64,26.9,10.5,8.93,28.7,1.78,19.0,20.5,2.91,31.34,32.5,3.28,5.9,9.62,26.33,3.66,29.54,7.05,6.17,26.87,26.66,33.39,14.83,9.58,16.12,23.63,19.96,7.01,7.11,6.45,2.63,1.84,33.59,34.4,27.38,21.09,42.85,30.22,29.42,28.44,3.71,34.01,4.05,25.14,2.42,1.82,17.12,5.97,32.79,11.48,23.63,5.67,32.7,9.43,27.24,22.83,39.29,32.32,8.25,6.64,9.1,33.82,28.16,8.85,29.13,25.48,27.65,19.21,25.12,5.3,11.37,23.89,24.6,1.53,0.63,20.85,6.32,8.06,6.63,26.05,3.96,5.09,5.86,5.6,6.08,27.51,7.15,29.12,2.3,7.7,3.05,2.78,5.21,34.82,19.65,26.09
3.42,2.55,0.0,31.14,30.42,31.05,31.24,1.5,6.53,24.04,10.65,6.53,5.41,11.01,12.66,30.44,4.86,20.47,6.15,31.13,9.29,27.42,14.58,9.53,22.86,13.47,7.67,6.04,28.91,25.02,1.61,20.57,37.28,7.31,26.24,9.5,13.32,25.42,6.11,13.37,24.26,32.77,31.44,5.59,18.34,37.86,24.91,5.25,20.37,25.83,1.93,22.75,2.03,8.15,13.98,3.51,27.97,10.34,2.03,6.29,31.01,12.39,4.4,22.59,29.52,6.48,5.47,6.23,21.54,32.89,2.49,2.31,21.86,3.02,15.33,21.63,27.48,6.44,26.76,21.42,10.97,30.68,8.01,33.24,6.49,8.17,25.43,9.03,6.58,27.23,3.49,17.53,23.49,1.03,29.87,31.0,1.13,4.19,12.61,24.84,6.15,28.04,6.05,9.15,25.38,25.19,31.92,17.75,8.11,19.11,22.14,18.49,4.66,5.7,8.2,6.3,1.49,32.12,32.93,25.89,19.59,38.2,28.73,27.95,26.98,3.57,32.54,6.54,23.64,4.13,1.0,20.11,4.47,31.3,10.01,22.13,8.65,29.26,7.08,25.75,21.36,35.86,30.85,6.7,4.53,7.64,30.38,26.66,6.5,27.66,24.01,26.16,21.61,23.65,5.68,9.02,22.4,23.1,4.74,2.91,19.39,3.97,6.59,5.32,24.58,6.94,8.08,3.51,4.13,4.61,26.04,5.84,27.65,4.71,6.23,6.72,0.58,3.92,33.35,22.05,24.6
30.53,33.06,31.25,0.0,0.49,0.74,0.1,31.99,28.6,8.23,34.36,22.77,34.3,30.75,20.38,2.77,29.23,43.62,35.03,10.73,30.25,12.58,22.06,29.27,11.77,36.1,32.99,28.91,9.08,7.38,29.24,43.72,5.55,30.67,5.95,22.37,18.57,8.3,29.9,25.52,7.23,6.18,1.83,28.57,19.84,10.34,8.15,32.19,14.33,16.83,33.6,13.42,29.83,21.89,37.35,33.88,5.16,32.68,33.23,27.63,4.67,19.02,29.93,45.74,12.79,36.21,27.67,35.12,9.09,5.86,33.98,31.79,13.88,28.65,18.17,13.44,5.95,23.34,3.87,13.41,21.44,0.92,33.11,12.84,34.25,21.68,5.83,20.77,31.15,5.36,32.86,17.04,46.64,30.38,7.0,13.06,31.07,30.37,36.74,6.74,29.75,11.38,23.46,34.29,9.76,9.05,2.81,25.23,24.8,42.27,13.95,25.54,29.99,26.84,26.76,35.18,32.63,4.71,12.53,11.35,15.48,13.42,8.9,3.31,4.67,28.71,12.13,29.66,10.55,29.82,32.38,43.9,30.19,13.36,19.81,14.52,34.6,4.35,27.96,5.42,28.41,6.09,7.23,26.68,28.23,22.19,2.92,10.64,27.38,4.85,7.91,9.92,14.57,9.29,35.44,32.34,15.18,12.15,33.63,32.73,26.44,31.47,25.71,27.31,6.39,35.83,29.37,30.52,27.42,27.14,9.35,23.63,7.31,34.89,27.09,35.61,30.66,29.44,4.58,10.71,7.82
29.84,32.37,30.57,0.77,0.0,0.89,0.87,31.3,27.91,8.05,33.68,22.09,33.61,30.06,19.7,3.09,28.55,42.94,34.35,10.08,29.56,12.9,21.37,28.59,12.09,35.41,32.3,28.23,10.17,6.7,28.55,43.04,6.01,29.99,5.77,21.69,17.88,7.61,29.22,24.83,7.55,6.38,2.15,27.88,19.15,8.76,7.5,31.5,13.65,17.16,32.91,13.74,29.14,21.21,36.66,33.2,4.98,32.0,32.55,26.94,4.02,18.34,29.24,45.06,13.11,35.52,26.98,34.43,8.89,6.06,33.3,31.11,13.19,27.96,17.48,12.76,6.27,22.65,3.69,13.73,20.76,1.25,32.43,12.2,33.57,20.99,5.18,20.08,30.47,5.18,32.18,16.36,45.96,29.69,6.36,13.38,30.39,29.69,36.06,6.56,29.06,11.7,22.78,33.6,10.08,8.37,2.28,24.54,24.12,41.58,13.27,24.85,29.31,26.15,26.07,34.5,31.95,4.29,11.88,11.67,15.8,18.37,9.99,3.13,4.02,28.03,11.49,28.98,8.3,29.13,31.7,43.22,29.5,13.68,19.12,14.84,33.92,4.67,27.27,6.26,27.73,6.55,6.59,26.0,27.54,21.5,3.25,10.96,26.69,4.67,7.23,10.24,14.89,8.61,34.75,31.65,15.5,8.46,32.94,32.04,25.75,30.79,25.03,26.62,6.19,35.14,28.69,29.84,26.74,26.46,8.66,22.95,6.66,34.2,26.4,34.92,29.97,28.76,4.31,10.53,8.14
33.3,33.73,31.92,0.67,1.16,0.0,0.62,32.66,29.27,8.91,35.03,23.45,34.97,33.51,21.05,3.25,29.91,44.3,35.71,10.24,33.02,15.13,22.73,32.04,14.33,36.77,33.66,31.68,9.56,8.06,29.91,44.4,5.16,33.44,6.63,23.05,19.24,8.97,32.67,28.3,7.9,5.79,1.15,29.24,20.51,9.95,8.65,34.95,15.01,19.39,34.27,15.97,30.5,22.57,40.11,34.56,5.83,35.45,33.91,30.39,4.04,19.7,30.6,46.42,15.34,36.88,28.34,35.79,10.04,5.47,34.66,32.47,14.55,29.32,18.84,14.12,6.43,24.01,4.84,15.96,22.12,1.6,33.79,12.35,34.93,22.35,6.33,21.44,33.92,6.03,33.54,17.72,47.32,31.05,6.37,15.62,31.75,31.04,37.42,7.41,30.42,13.93,24.14,34.96,12.32,9.73,2.42,25.9,25.48,42.94,14.63,26.21,32.76,29.6,27.43,35.86,33.3,4.32,12.04,13.91,18.03,13.9,9.38,4.28,4.55,29.39,11.64,30.34,13.11,30.49,33.06,44.58,30.86,15.91,20.48,17.08,35.28,4.82,30.73,6.1,29.09,5.7,6.61,29.45,31.0,22.86,3.4,13.2,30.15,5.52,8.59,12.47,17.13,9.97,36.11,35.1,17.73,14.7,34.3,33.4,27.11,34.24,26.39,30.07,7.34,36.5,30.05,33.29,28.1,27.82,10.02,24.31,6.82,35.56,27.76,36.28,31.33,30.12,4.19,17.53,12.98
30.76,33.29,31.48,0.23,0.71,0.68,0.0,32.21,28.83,8.46,34.59,23.0,34.52,30.97,20.61,3.0,29.46,43.85,35.26,10.95,30.48,12.81,22.28,29.5,12.0,36.33,33.22,29.14,9.31,7.61,29.47,43.95,5.49,30.9,6.18,22.6,18.8,8.53,30.13,25.75,7.45,6.12,1.48,28.79,20.07,10.28,8.38,32.42,14.56,17.06,33.83,13.65,30.05,22.12,37.57,34.11,5.38,32.91,33.46,27.85,4.9,19.25,30.16,45.97,13.02,36.44,27.9,35.35,9.32,5.8,34.21,32.02,14.1,28.87,18.39,13.67,6.17,23.56,4.1,13.64,21.67,1.15,33.34,13.07,34.48,21.91,6.05,21.0,31.38,5.59,33.09,17.27,46.87,30.61,7.23,13.29,31.3,30.6,36.97,6.97,29.98,11.61,23.69,34.52,9.99,9.28,2.75,25.46,25.03,42.49,14.18,25.77,30.22,27.06,26.99,35.41,32.86,4.65,12.76,11.58,15.71,13.65,9.13,3.54,4.9,28.94,12.36,29.89,10.78,30.05,32.61,44.13,30.42,13.59,20.03,14.75,34.83,4.58,28.19,5.65,28.64,6.03,7.46,26.91,28.46,22.41,3.15,10.87,27.61,5.08,8.14,10.15,14.8,9.52,35.66,32.56,15.41,12.38,33.85,32.95,26.66,31.7,25.94,27.54,6.62,36.05,29.6,30.75,27.65,27.37,9.58,23.86,7.53,35.12,27.31,35.83,30.89,29.67,4.52,10.94,8.05
2.65,3.5,1.5,31.58,30.86,31.49,31.68,0.0,7.48,23.05,11.6,6.97,6.36,10.02,13.1,30.88,5.81,21.42,7.1,31.57,8.3,26.43,15.02,8.54,21.87,14.42,8.62,5.04,27.92,25.46,2.7,21.52,36.29,6.32,26.68,9.94,13.76,25.86,5.12,12.38,23.27,33.21,31.88,6.54,18.78,38.3,25.35,4.26,19.38,24.83,2.0,21.76,2.45,8.59,12.99,4.37,24.99,9.35,1.63,5.3,31.45,12.83,4.84,23.54,28.53,5.8,5.91,7.18,21.98,33.33,3.35,3.26,20.87,4.11,15.77,20.64,26.49,6.88,27.2,20.43,11.41,31.12,8.96,33.68,7.44,8.61,25.87,9.47,5.59,27.67,4.44,17.97,24.44,1.92,30.31,30.01,0.74,4.64,13.56,23.85,7.1,27.05,6.49,10.1,24.39,25.63,32.36,18.19,8.55,20.06,21.15,18.93,3.67,5.53,8.64,5.03,1.67,32.56,33.37,24.9,18.6,37.21,27.74,28.39,27.42,4.52,32.98,7.49,22.65,5.08,1.7,21.06,5.1,30.31,10.45,21.14,9.6,28.27,6.09,24.76,21.8,34.86,31.29,6.53,4.04,8.08,29.39,25.67,5.51,28.1,24.45,25.17,20.62,24.09,5.55,8.03,21.41,22.11,5.69,3.86,19.83,2.96,7.03,5.76,25.02,7.89,9.03,2.52,4.57,5.05,22.68,6.28,28.09,4.59,6.67,5.96,1.6,4.36,33.79,21.06,23.61
10.48,4.22,6.53,28.26,27.54,28.17,28.35,7.48,0.0,23.72,9.98,7.75,3.56,15.81,8.47,27.56,3.2,19.8,4.33,28.24,15.31,32.99,8.33,14.34,21.49,12.8,7.0,13.58,30.29,22.14,6.33,19.9,36.37,14.85,23.36,9.01,11.88,22.54,13.65,16.87,27.55,29.88,28.55,1.29,15.46,34.97,22.03,12.8,24.49,29.41,5.76,18.77,8.49,9.38,21.53,4.33,25.08,17.89,5.86,13.84,28.13,11.66,8.64,21.92,30.91,8.83,6.45,3.89,18.65,30.0,4.43,4.27,24.03,5.14,12.44,23.6,27.11,9.22,23.88,25.84,10.48,27.8,7.35,30.36,3.73,7.98,22.55,10.26,14.12,24.35,3.04,14.65,22.82,6.94,26.99,33.87,7.27,8.83,11.94,26.18,2.24,31.79,8.83,8.49,30.17,22.31,29.03,5.67,5.35,18.44,24.11,10.01,12.21,10.04,3.06,5.63,5.82,29.24,30.05,31.76,24.02,38.5,30.11,25.07,24.09,4.44,29.65,2.15,30.96,3.16,5.81,19.44,8.9,34.16,9.71,19.87,7.99,28.34,14.62,26.38,18.46,34.94,27.96,10.06,10.72,8.86,29.46,31.05,14.04,24.77,21.12,30.33,17.64,20.76,7.61,16.56,26.82,20.45,3.82,3.81,16.48,12.99,4.62,9.56,21.7,6.27,2.87,11.05,5.62,5.15,23.16,9.05,24.76,4.94,5.74,5.67,6.81,8.14,30.46,24.53,30.83
21.19,26.11,23.76,8.23,8.01,8.64,8.33,22.86,23.97,0.0,29.73,13.44,29.66,21.41,15.75,8.04,24.6,38.99,30.4,14.55,20.91,11.43,17.42,19.93,4.13,31.47,28.35,19.57,9.82,2.53,24.59,39.09,18.19,21.33,3.69,13.04,13.94,1.31,20.56,16.18,4.06,16.19,9.03,23.93,15.21,23.42,8.34,22.85,5.86,8.8,24.93,2.33,23.56,12.56,28.01,29.25,3.44,23.34,24.56,18.28,9.17,14.39,15.42,41.11,10.43,31.58,14.79,30.49,8.69,11.21,26.05,27.16,2.65,24.01,13.53,4.79,8.39,14.01,4.36,6.78,16.81,8.16,28.48,16.67,29.62,12.35,8.86,11.44,21.81,3.08,28.23,12.41,42.01,23.53,13.29,11.91,22.83,18.51,32.11,2.07,25.12,8.95,14.13,29.66,6.29,1.57,10.03,20.6,20.17,37.63,3.81,20.9,20.65,14.38,22.12,30.55,24.6,10.37,16.36,6.18,8.85,19.11,9.64,5.55,7.22,24.08,15.96,25.03,3.93,25.18,24.32,39.27,15.63,12.21,10.47,3.44,29.97,10.17,18.62,3.74,23.78,16.76,14.27,17.34,18.89,12.86,11.29,7.57,18.04,4.19,2.62,7.07,2.83,3.78,30.8,23.0,8.55,3.45,28.99,28.09,21.8,22.13,21.08,14.85,4.11,31.19,24.74,21.18,22.79,22.51,0.57,14.3,11.07,27.52,15.33,30.97,23.44,16.62,11.59,1.94,5.51
