in,Node
1,1428
2,456
3,1364
4,2501
5,2743
6,1266
7,1231
8,482
9,2828
10,454
11,1185
12,1921
13,1354
14,1230
15,449
16,1919
17,2498
18,1919
19,2705
20,2439
21,2548
22,2377
23,2398
24,995
25,1264
26,1264
27,2827
28,478
29,1188
30,2623
31,925
32,2497
33,1299
34,2404
35,1189
36,631
37,1185
38,454
39,2834
40,2521
41,1202
42,451
43,2382
44,2385
45,1177
46,485
47,1233
48,1285
49,452
50,1232
51,1215
52,2786
53,1189
54,1278
55,575
56,2377
57,1183
58,2664
59,1921
60,1252
61,2595
62,481
63,1042
64,2472
65,2472
66,933
67,470
68,1157
69,1181
70,2525
71,1918
72,489
73,491
74,458
75,1235
76,485
77,630
78,1179
79,2566
80,742
81,1266
82,1364
83,1047
84,495
85,2474
86,2475
87,2464
88,2352
89,2358
90,476
91,1278
92,1359
93,458
94,451
95,1948
96,1329
97,1329
98,2387
99,950
100,2626
101,2741
102,629
103,2740
104,1266
105,737
106,492
107,2623
108,1279
109,2775
110,1186
111,1250
112,483
113,2621
114,484
115,430
116,445
117,1242
118,1168
119,560
120,736
121,2665
122,2437
123,1354
124,2394
125,483
126,2430
127,1233
128,2423
129,2368
130,2623
131,431
132,1232
133,1218
134,483
135,482
136,483
137,482
138,482
139,482
140,482
141,1266
142,449
143,1369
144,2514
145,456
146,1921
147,747
148,2469
149,429
150,2433
151,559
152,2401
153,1264
154,1197
155,458
156,581
157,585
158,1208
159,451
160,487
161,449
162,1210
163,1186
164,2469
165,466
166,1264
167,465
168,1168
169,2613
170,457
171,1256
172,2392
173,447
174,608
175,437
176,1443
177,471
178,1353
179,352
180,427
181,1920
182,488
183,957
184,1220
185,2485
186,2497
187,1163
188,2567
189,478
190,802
191,1232
192,2572
193,763
194,429
195,784
196,2785
197,1263
198,2549
199,428
200,814
201,451
202,817
203,481
204,1247
205,1943
206,1218
207,606
208,1948
209,573
210,1421
211,1300
212,1172
213,2785
214,609
215,2755
216,350
217,454
218,2512
219,629
220,2466
221,2498
222,2663
223,1235
224,1264
225,2658
226,1211
227,485
228,1209
229,1946
230,466
231,457
232,562
233,2496
234,2570
235,1190
236,2428
237,1244
238,2498
239,1250
240,432
241,576
242,763
243,494
244,2470
245,1287
246,2709
247,585
248,1363
249,1165
250,1278
251,1187
252,1248
253,2520
254,480
255,465
256,469
257,2387
258,2597
259,644
260,2392
261,2567
262,489
263,1257
264,1248
265,2708
266,2459
267,1354
268,481
269,785
270,1241
271,2410
272,586
273,1177
274,2434
275,2401
276,449
277,1038
278,2456
279,2465
280,1230
281,1185
282,2835
283,2836
284,350
285,789
286,1927
287,489
288,961
289,1189
290,457
291,590
292,496
293,1197
294,2830
295,2517
296,2400
297,2780
298,436
299,827
300,1218
301,2829
302,2834
303,2589
304,2473
305,998
306,1194
307,1147
308,2456
309,1945
310,489
311,2561
312,2389
313,1242
314,1320
315,1245
316,587
317,450
318,472
319,2440
320,1946
321,1259
322,1322
323,1210
324,2485
325,1233
326,2391
327,458
328,1925
329,2834
330,2749
331,458
332,2519
333,447
334,449
335,950
336,1248
337,1157
338,1179
339,2475
340,360
341,2868
342,431
343,481
344,460
345,1239
346,1921
347,1256
348,2421
349,458
350,2778
351,490
352,1265
353,2435
354,2543
355,1378
356,477
357,456
358,2655
359,2572
360,1945
361,1353
362,1247
363,2497
364,1243
365,1979
366,933
367,1227
368,1277
369,1258
370,471
371,2798
372,877
373,1307
374,1354
375,2834
376,561
377,2561
378,2566
379,1047
380,1166
381,933
382,1184
383,558
384,461
385,2456
386,469
387,460
388,2711
389,2400
390,1258
391,2427
392,427
393,1223
394,813
395,1216
396,2425
397,495
398,1938
399,1167
400,2663
401,930
402,2584
403,1354
404,1353
405,1188
406,430
407,1182
408,2655
409,462
410,2661
411,1926
412,2469
413,2395
414,1236
415,2344
416,4798
417,1329
418,451
419,2562
420,1374
421,1361
422,1086
423,1236
424,2523
425,2595
426,2834
427,1351
428,2387
429,478
430,2426
431,2754
432,623
433,428
434,735
435,1925
436,1360
437,482
438,2387
439,1249
440,1265
441,471
442,425
443,2595
444,458
445,2500
446,471
447,1212
448,457
449,1223
450,428
451,1182
452,1920
453,2831
454,879
455,840
456,436
457,1167
458,577
459,1225
460,2399
461,492
462,480
463,450
464,1232
465,349
466,2447
467,789
468,734
469,1237
470,489
471,2829
472,1146
473,1133
474,2472
475,2385
476,360
477,1047
478,975
479,2391
480,1187
481,452
482,2499
483,477
484,495
485,2403
486,995
487,442
488,1192
489,1359
490,467
491,1148
492,746
493,1910
494,1226
495,1191
496,2472
497,2736
498,446
499,1157
500,455
501,2472
502,2567
503,562
504,481
505,2389
506,1918
507,2548
508,2429
509,2459
510,474
511,499
512,450
513,469
514,2785
515,1948
516,1868
517,2525
518,2831
519,1152
520,2582
521,1216
522,818
523,1215
524,605
525,1352
526,1157
527,1342
528,1188
529,488
530,1254
531,2521
532,1355
533,1194
534,2582
535,2616
536,1209
537,2775
538,1249
539,1258
540,1248
541,2502
542,824
543,2500
544,2498
545,1371
546,2564
547,1177
548,1235
549,2709
550,1359
551,930
552,1188
553,482
554,2433
555,475
556,1948
557,1165
558,2400
559,1940
560,1278
561,1343
562,2476
563,2561
564,1979
565,455
566,1278
567,1435
568,2562
569,2400
570,2377
571,609
572,2401
573,1152
574,2420
575,1163
576,1358
577,1265
578,2520
579,2557
580,802
581,2649
582,1369
583,1167
584,2373
585,2630
586,458
587,2525
588,2785
589,1166
590,1358
591,1173
592,644
593,352
594,1111
595,1183
596,933
597,1182
598,2457
599,1186
600,1926
601,482
602,1939
603,1156
604,470
605,2835
606,1168
607,1253
608,1926
609,2596
610,1354
611,2437
612,1225
613,465
614,2787
615,1264
616,1204
617,485
618,1183
619,2829
