in,Node
1,1428
2,494
3,456
4,1365
5,2501
6,2743
7,1279
8,1231
9,486
10,2827
11,447
12,1185
13,2786
14,1921
15,1354
16,2743
17,1234
18,449
19,2498
20,1919
21,2648
22,2440
23,2552
24,2398
25,581
26,1264
27,1265
28,2827
29,478
30,1188
31,2629
32,925
33,2469
34,1189
35,2428
36,1189
37,630
38,1185
39,453
40,2829
41,2580
42,1202
43,451
44,1177
45,466
46,2655
47,1285
48,452
49,1232
50,1216
51,1184
52,2785
53,1189
54,1278
55,576
56,2373
57,1183
58,2664
59,1924
60,1252
61,2519
62,1042
63,2472
64,933
65,470
66,1157
67,2453
68,1181
69,2519
70,1918
71,2831
72,486
73,491
74,451
75,485
76,624
77,1177
78,2571
79,742
80,1322
81,1408
82,1147
83,495
84,2481
85,2466
86,2355
87,2357
88,479
89,1278
90,1359
91,457
92,451
93,1948
94,1279
95,2387
96,1190
97,2567
98,629
99,2747
100,1278
101,1441
102,737
103,455
104,2479
105,2623
106,1267
107,2775
108,1186
109,1224
110,1250
111,483
112,2631
113,494
114,429
115,1242
116,1168
117,593
118,744
119,2665
120,1354
121,483
122,2436
123,1233
124,2446
125,2393
126,2656
127,2623
128,431
129,1232
130,1212
131,482
132,483
133,482
134,483
135,482
136,482
137,483
138,483
139,1266
140,432
141,1369
142,2509
143,456
144,1887
145,826
146,2469
147,424
148,2427
149,560
150,1264
151,1192
152,458
153,581
154,585
155,1208
156,451
157,2464
158,449
159,482
160,1210
161,1186
162,2389
163,466
164,1264
165,466
166,1168
167,2611
168,457
169,1252
170,2394
171,445
172,610
173,435
174,471
175,351
176,425
177,1920
178,486
179,961
180,1222
181,2481
182,2497
183,1153
184,2571
185,478
186,2572
187,360
188,431
189,791
190,2785
191,1263
192,2530
193,428
194,817
195,1188
196,481
197,1243
198,1943
199,1218
200,623
201,2435
202,1948
203,560
204,1422
205,2829
206,1300
207,1168
208,2785
209,612
210,2755
211,343
212,454
213,2564
214,623
215,2467
216,2476
217,1351
218,1264
219,2659
220,1212
221,485
222,1214
223,1947
224,466
225,562
226,458
227,2568
228,1190
229,1244
230,2498
231,1251
232,432
233,2769
234,576
235,493
236,2471
237,1290
238,2709
239,585
240,1360
241,1165
242,1266
243,1186
244,1248
245,2518
246,480
247,465
248,469
249,2387
250,2597
251,630
252,2392
253,2567
254,489
255,1257
256,1240
257,2712
258,2459
259,1354
260,481
261,805
262,1150
263,586
264,1177
265,2434
266,2401
267,449
268,2456
269,1314
270,1244
271,2835
272,2836
273,350
274,789
275,1437
276,489
277,472
278,961
279,1187
280,589
281,496
282,1183
283,1195
284,1237
285,427
286,476
287,2830
288,2517
289,2400
290,2780
291,470
292,751
293,840
294,1220
295,2829
296,2829
297,2592
298,2473
299,998
300,1193
301,1146
302,2447
303,1944
304,489
305,2561
306,2389
307,1242
308,1324
309,1245
310,591
311,450
312,472
313,2440
314,1946
315,1259
316,2464
317,1322
318,1210
319,2495
320,815
321,1232
322,2391
323,458
324,1925
325,449
326,2834
327,2503
328,446
329,469
330,1248
331,483
332,1167
333,1177
334,2463
335,2345
336,2835
337,481
338,461
339,1887
340,1254
341,2441
342,458
343,2621
344,2481
345,1265
346,2435
347,2544
348,581
349,1349
350,471
351,456
352,2662
353,2580
354,1941
355,2435
356,1247
357,622
358,2472
359,1243
360,1979
361,936
362,1281
363,1339
364,1258
365,471
366,2787
367,876
368,1303
369,1353
370,2831
371,561
372,2561
373,2562
374,1150
375,1166
376,1222
377,946
378,1184
379,548
380,2348
381,746
382,469
383,460
384,2711
385,1250
386,2400
387,1258
388,2427
389,426
390,1223
391,813
392,1215
393,2425
394,1938
395,2482
396,934
397,1157
398,2663
