0.0,6.28,29.44,29.65,30.1,29.99,19.96,29.92,3.86,6.41,29.27,13.26,27.26,8.59,26.0,23.64,8.79,8.18,23.9,15.07,6.28,8.89,24.16,9.1,4.95,25.33,8.2,7.71,29.57,18.81,4.36,3.72,5.52,27.21,9.58,21.1,9.11,30.11,9.98,18.97,34.88,22.07,3.91,16.39,27.42,19.54,19.14,30.28,4.62,4.38,6.4,22.73,6.01,4.41,5.87,10.49,13.12,3.24,25.16,26.31,8.73,5.94,8.43,22.09,23.81,19.21,18.47,4.88,5.97,26.99,10.96,5.02,9.86,6.21,2.64,19.17,10.57,6.89,26.97,13.94,8.3,2.44,17.85,7.04,3.3,19.48,6.8,16.81,25.74,28.32,3.65,8.1,5.36,7.52,21.14,9.01,24.87,3.98,11.28,22.42,4.2,15.39,18.49,8.18,4.56,2.94,18.28,3.28,7.51,22.1,29.3,23.75,9.23,30.88,20.95,5.66,23.32,28.15,21.34,29.5,7.25,24.68,5.86,11.05,11.07,6.88,6.11,18.41,15.23,32.58,12.17,19.81,5.04,10.15,7.81,31.32,22.62,15.27,21.94,32.86,29.48,4.42,1.23,4.6,26.87,6.25,23.51,2.92,7.36,21.16,4.72,18.71,7.46,11.96,22.42,7.48,26.3,21.72,20.11,7.35,5.77,3.42,19.11,20.89,22.11,3.66,9.35,15.97,2.26,25.84,5.12,6.93,7.16,27.21,8.46,28.55,6.55,9.94,2.86,2.62,27.01,24.32,26.99,24.18
6.34,0.0,33.25,32.96,33.44,33.33,21.42,33.26,5.79,11.74,32.61,14.66,34.55,9.99,29.34,17.97,3.12,9.59,28.4,17.19,7.68,14.61,30.23,10.5,10.92,30.68,1.8,0.88,32.91,24.16,2.71,2.72,9.2,30.55,14.09,22.5,7.53,34.29,4.65,20.37,38.22,25.41,7.45,17.28,30.73,21.0,13.47,33.61,10.31,9.57,0.44,29.53,11.99,2.19,1.99,15.66,14.52,6.38,19.49,36.92,6.94,7.34,2.76,23.49,27.15,20.66,19.92,4.74,5.15,34.28,12.37,10.48,11.27,7.62,6.79,24.52,4.9,1.76,31.86,8.27,5.34,3.72,23.2,12.77,4.08,23.98,2.48,18.21,20.06,31.66,7.42,12.61,8.09,8.92,26.49,3.31,30.22,7.56,5.61,27.77,9.29,9.71,14.78,9.58,10.4,7.89,23.63,9.17,3.57,27.45,32.61,27.05,2.31,34.22,28.87,10.76,28.67,31.54,23.35,32.84,8.65,28.02,4.13,5.38,12.47,2.56,10.49,13.55,16.12,35.91,6.5,14.14,6.45,4.96,2.14,38.62,31.29,17.39,23.34,40.16,32.82,9.55,7.08,9.46,34.16,11.98,28.86,8.97,4.26,15.49,1.56,20.11,12.81,13.36,28.56,4.09,29.64,27.07,25.46,1.08,0.67,6.31,24.46,28.81,26.62,8.23,3.68,17.37,6.77,20.17,6.53,12.14,6.22,30.55,2.07,31.89,7.95,3.44,3.28,5.77,32.36,18.65,30.38,27.49
30.59,33.71,0.0,1.01,0.47,0.37,9.56,7.0,28.33,31.75,3.55,20.36,2.68,23.98,5.04,44.29,35.17,24.99,13.37,21.93,26.52,27.28,4.22,23.48,31.55,8.82,34.57,34.09,6.65,14.51,31.3,30.87,22.85,4.09,24.9,12.91,26.07,1.86,27.99,19.52,8.8,11.12,31.65,15.77,5.39,9.47,39.79,3.79,27.56,30.98,33.71,5.09,32.61,33.47,32.25,16.61,19.21,30.06,45.81,11.58,36.01,27.73,34.81,13.9,6.62,10.59,14.03,28.12,27.76,4.87,24.44,21.95,22.95,26.56,30.46,14.4,33.33,33.27,3.1,35.23,36.28,30.32,14.61,27.35,29.12,18.46,30.27,16.42,46.38,4.13,31.63,25.74,23.55,25.88,7.25,30.39,12.17,23.78,33.87,9.54,25.66,35.69,25.35,25.42,22.16,30.69,13.41,29.36,36.1,6.88,1.57,7.4,35.61,6.56,7.82,20.94,10.65,2.57,6.91,5.45,26.28,5.05,28.75,34.78,23.11,30.19,21.19,25.27,22.1,8.06,35.34,40.46,27.41,27.05,31.06,6.16,4.93,22.13,28.37,8.83,7.3,25.44,28.14,22.19,3.13,29.31,10.25,27.34,28.73,41.81,32.51,21.14,23.55,25.43,6.58,28.85,6.48,6.44,12.22,33.73,33.17,32.19,13.38,8.4,15.95,23.11,33.95,23.15,30.4,46.49,27.49,21.11,26.56,8.43,34.84,9.47,27.82,36.32,30.74,29.45,12.38,44.97,2.74,6.79
30.12,33.25,1.22,0.0,1.27,1.16,9.6,6.58,27.86,31.28,3.12,19.9,3.22,23.52,4.61,43.82,34.7,24.52,13.91,21.47,26.05,26.82,4.76,23.01,31.08,10.13,34.11,33.62,6.22,15.04,30.83,30.4,22.38,3.66,24.43,12.44,25.6,2.85,27.52,19.05,8.37,10.65,31.18,15.31,5.92,9.5,39.32,3.36,27.09,30.52,33.24,5.12,32.15,33.0,31.78,16.15,18.74,29.59,45.34,12.11,35.54,27.26,34.35,13.43,6.2,10.12,13.56,27.65,27.29,5.41,23.97,21.48,22.49,26.09,29.99,13.93,32.86,32.8,3.64,34.76,35.82,29.85,15.15,26.89,28.66,19.0,29.8,15.95,45.92,3.7,31.16,25.27,23.08,25.42,7.28,29.92,12.7,23.31,33.41,10.08,25.19,35.22,24.88,24.95,21.7,30.22,12.94,28.89,35.63,7.42,1.15,6.93,35.14,6.13,7.86,20.47,11.18,2.14,6.94,5.02,25.81,4.63,28.28,34.31,22.64,29.72,20.72,24.8,21.63,7.63,34.87,39.99,26.94,26.58,30.59,6.65,6.48,21.66,27.91,8.23,6.87,24.98,27.68,21.72,3.67,28.84,10.79,26.88,28.26,41.34,32.05,20.67,23.08,24.96,6.62,28.38,6.05,6.48,8.74,33.26,32.7,31.73,13.92,8.43,16.49,22.65,33.48,22.68,29.93,46.02,27.02,20.64,26.09,8.0,34.37,9.04,27.35,35.85,30.27,28.98,12.92,44.5,2.32,6.32
30.69,33.82,0.42,0.77,0.0,0.13,9.66,7.11,28.44,31.85,3.29,20.47,2.78,24.09,5.15,44.39,35.27,25.09,13.47,22.04,26.62,27.39,4.33,23.58,31.65,8.92,34.68,34.19,6.75,14.61,31.41,30.97,22.96,4.19,25.0,13.01,26.18,1.63,28.09,19.62,8.53,11.22,31.76,15.88,5.49,9.57,39.89,3.52,27.66,31.09,33.81,5.19,32.72,33.58,32.35,16.72,19.31,30.16,45.91,11.68,36.11,27.84,34.92,14.0,6.73,10.69,14.13,28.23,27.86,4.97,24.54,22.05,23.06,26.67,30.57,14.5,33.44,33.37,3.2,35.33,36.39,30.42,14.72,27.46,29.23,18.57,30.37,16.52,46.49,4.24,31.73,25.84,23.66,25.99,7.35,30.49,12.27,23.89,33.98,9.64,25.76,35.79,25.46,25.52,22.27,30.8,13.51,29.46,36.2,6.99,1.68,7.51,35.72,5.65,7.93,21.04,10.75,2.67,7.01,5.55,26.39,5.16,28.86,34.88,23.22,30.29,21.29,25.37,22.2,7.79,35.44,40.57,27.51,27.15,31.16,5.93,5.03,22.24,28.48,7.51,7.41,25.55,28.25,22.29,3.24,29.41,10.36,27.45,28.83,41.91,32.62,21.25,23.65,25.53,6.68,28.95,6.58,6.55,12.32,33.83,33.27,32.3,13.49,8.5,16.05,23.22,34.05,23.25,30.5,46.59,27.59,21.21,26.67,8.53,34.94,9.57,27.92,36.42,30.84,29.55,12.49,45.07,2.85,6.89
30.74,33.86,0.46,0.68,0.15,0.0,9.71,7.16,28.48,31.9,3.2,20.51,2.83,24.14,5.19,44.44,35.32,25.14,13.52,22.08,26.67,27.43,4.37,23.63,31.7,8.97,34.72,34.24,6.8,14.66,31.45,31.02,23.0,4.24,25.05,13.06,26.22,1.54,28.14,19.67,8.44,11.27,31.8,15.92,5.54,9.62,39.94,3.43,27.71,31.14,33.86,5.24,32.77,33.62,32.4,16.76,19.36,30.21,45.96,11.73,36.16,27.88,34.97,14.05,6.78,10.74,14.18,28.27,27.91,5.02,24.59,22.1,23.11,26.71,30.61,14.55,33.48,33.42,3.25,35.38,36.43,30.47,14.76,27.51,29.28,18.61,30.42,16.57,46.53,4.28,31.78,25.89,23.7,26.04,7.4,30.54,12.32,23.93,34.03,9.69,25.81,35.84,25.5,25.57,22.32,30.84,13.56,29.51,36.25,7.03,1.72,7.55,35.76,5.56,7.97,21.09,10.8,2.72,7.06,5.6,26.43,5.21,28.9,34.93,23.26,30.34,21.34,25.42,22.25,7.7,35.49,40.61,27.56,27.2,31.21,5.84,5.08,22.28,28.53,7.42,7.45,25.6,28.3,22.34,3.28,29.46,10.4,27.5,28.88,41.96,32.66,21.29,23.7,25.58,6.73,29.0,6.63,6.59,12.37,33.88,33.32,32.35,13.53,8.55,16.1,23.27,34.1,23.3,30.55,46.64,27.64,21.26,26.71,8.58,34.99,9.62,27.97,36.47,30.89,29.6,12.53,45.12,2.9,6.94
20.39,25.76,13.26,10.01,13.92,13.81,0.0,15.66,15.01,21.55,9.74,17.19,11.08,20.81,11.74,41.12,29.48,21.82,11.82,18.76,15.12,17.08,5.98,20.31,21.35,9.15,28.88,28.4,15.31,2.53,25.61,23.34,12.66,12.95,14.7,9.74,22.9,13.93,24.82,16.35,22.99,7.81,21.45,5.65,7.29,1.41,36.62,17.36,17.36,20.78,25.88,4.75,22.41,23.94,26.56,6.42,16.04,14.62,42.64,10.13,27.78,14.03,29.12,10.73,9.55,1.06,2.14,16.01,16.22,10.81,21.27,11.76,19.79,15.81,14.44,4.91,31.26,27.58,10.79,34.63,27.35,22.06,3.77,17.15,23.63,16.91,27.49,13.25,43.21,14.06,21.42,15.54,13.36,15.78,2.98,29.7,8.69,13.59,31.97,6.24,15.46,32.52,22.18,14.36,11.97,20.49,2.76,19.16,27.04,5.92,9.65,3.43,26.85,16.62,1.72,10.75,7.14,8.36,2.66,15.24,15.32,10.42,17.24,31.74,19.94,27.57,11.0,22.1,18.93,18.32,28.49,37.29,15.3,23.88,28.5,15.14,6.44,18.96,25.2,16.68,15.22,15.24,17.94,12.0,10.69,19.11,7.33,17.14,17.15,38.64,24.83,17.97,13.35,12.86,2.81,17.27,12.04,3.47,2.39,28.04,27.48,21.99,2.56,1.12,9.1,12.92,30.04,19.98,20.2,43.32,15.37,10.92,17.09,12.95,26.73,14.29,13.89,30.63,22.48,15.16,10.83,41.8,7.2,3.37
30.53,33.67,6.96,6.22,6.54,7.06,15.53,0.0,28.29,31.69,3.81,20.32,8.94,23.94,4.28,44.24,35.12,24.94,19.48,21.89,26.47,27.23,10.15,23.43,31.49,14.85,34.53,34.05,0.69,17.66,31.26,30.83,22.8,3.02,24.84,12.87,26.03,6.44,27.95,19.48,3.99,10.16,31.6,15.72,10.64,18.76,39.75,3.18,27.5,30.93,33.66,9.84,32.56,34.09,32.2,16.56,19.17,24.75,45.77,16.84,35.96,24.17,34.77,13.85,7.17,15.09,13.97,28.08,27.71,11.16,24.39,21.89,22.91,26.52,27.7,14.34,33.29,33.23,9.37,35.18,36.24,30.27,19.06,27.3,29.08,24.57,30.22,16.37,46.34,2.87,31.57,25.68,23.5,25.84,12.0,30.34,18.27,23.73,33.83,15.65,25.6,35.65,25.31,25.38,22.11,30.64,13.35,29.3,36.06,14.95,5.42,11.95,35.57,1.5,13.76,20.88,16.75,4.51,11.01,1.55,26.24,5.36,28.71,34.73,23.07,30.14,21.13,25.23,22.05,2.26,35.3,40.42,27.37,27.0,31.02,6.97,11.2,22.09,28.33,5.65,0.45,25.39,28.09,22.13,9.39,29.25,16.36,27.29,28.68,41.77,32.47,21.1,23.5,25.39,13.46,28.8,4.76,11.2,20.39,33.68,33.13,32.14,19.79,14.46,22.06,23.06,33.91,23.1,30.34,46.45,27.45,21.05,26.52,5.61,34.79,3.41,24.03,36.28,30.69,29.41,18.49,44.93,5.35,12.39
3.88,5.85,28.7,28.41,28.89,28.78,15.22,28.71,0.0,10.39,28.06,10.12,30.0,5.44,24.8,22.15,7.3,5.04,23.07,11.92,1.89,12.04,25.68,5.95,9.58,22.41,6.71,6.22,28.36,15.78,3.43,3.38,3.41,26.0,8.75,17.96,5.96,29.74,6.83,15.82,33.67,20.86,6.11,11.09,26.18,14.81,17.65,29.07,6.47,8.22,5.84,24.98,10.64,5.98,4.38,9.47,9.98,1.05,23.67,23.39,11.13,1.36,6.94,18.94,22.6,14.47,13.73,2.35,2.82,29.73,7.82,4.29,6.72,3.07,1.89,14.43,9.08,5.4,27.32,12.45,11.06,2.83,16.99,8.93,1.79,18.65,5.31,13.66,24.25,27.12,6.07,7.28,1.65,3.24,17.39,7.52,21.95,2.19,9.79,19.5,3.96,13.9,15.34,3.65,4.21,6.54,13.53,7.83,9.28,19.18,28.06,22.51,7.74,29.67,16.21,4.57,20.4,26.99,17.16,28.29,2.78,23.47,4.3,9.56,7.92,5.39,4.72,15.26,12.09,31.37,10.68,18.32,1.9,7.83,6.32,34.07,19.7,12.12,18.79,35.61,28.27,4.14,4.63,3.27,29.61,8.15,20.59,7.62,4.21,19.67,4.65,15.56,6.58,6.18,24.02,4.33,25.09,18.52,16.44,5.86,5.3,6.21,15.84,16.16,21.28,2.86,7.86,12.83,5.42,24.35,1.98,5.95,4.01,26.0,6.97,27.34,2.13,8.45,3.24,1.57,24.09,22.83,25.83,22.94
6.57,11.26,30.33,30.54,30.98,30.88,20.85,30.81,10.18,0.0,30.15,18.84,28.14,14.16,26.89,29.83,14.98,13.76,21.91,20.65,11.86,4.93,25.04,14.68,4.01,26.22,14.39,13.9,30.45,19.69,11.12,8.84,11.24,28.09,6.35,24.88,14.69,31.0,15.56,24.55,35.77,22.95,6.95,17.27,28.3,20.43,25.33,31.16,6.49,2.88,11.38,23.61,1.02,9.44,12.06,16.99,18.7,9.76,31.35,27.99,19.73,11.52,14.62,25.87,24.69,20.09,19.36,10.93,11.55,27.87,16.54,10.74,15.44,11.79,9.05,20.06,16.77,13.08,27.86,20.13,12.85,7.56,18.74,4.3,9.13,17.49,12.99,22.39,31.93,29.21,5.42,5.75,12.27,13.1,22.03,15.2,24.2,9.7,17.47,23.3,7.51,21.57,24.07,13.76,10.28,4.84,19.16,3.57,12.54,22.98,30.18,24.63,12.35,31.76,21.83,11.36,24.2,29.03,22.22,30.39,12.83,25.57,12.49,17.24,16.64,13.07,11.83,23.99,20.81,33.46,19.32,26.0,10.62,16.34,14.0,32.21,23.51,20.85,27.52,33.75,30.37,8.32,4.41,10.31,27.75,3.51,24.39,3.7,12.94,27.35,10.33,24.29,8.34,17.54,23.3,13.06,27.18,22.6,20.99,13.54,12.98,7.5,19.99,21.78,20.13,9.38,15.54,21.55,5.7,32.03,10.7,10.02,12.74,28.09,12.23,29.43,12.13,16.13,7.98,10.12,26.58,30.51,27.87,25.06
