0.0,29.56,8.82,27.29,22.44,15.44,21.48,34.14,4.23,1.25,26.91,24.04,9.92,11.62,23.51,22.84,23.32,21.24,18.82,11.91,22.65,7.92,26.82,22.01,21.76,6.78,6.41,2.99,7.55,21.13,22.08,9.01,9.66,3.03,25.69,5.16,20.14,3.41,27.18,7.05,28.1,9.89,2.85,2.19,26.01,24.46,27.36,23.93
30.47,0.0,35.07,10.32,4.93,22.18,27.8,9.99,25.59,28.91,2.9,10.84,23.56,33.18,4.72,8.63,10.05,41.76,13.9,25.25,7.57,28.14,7.33,6.12,10.72,33.04,32.66,31.38,26.35,8.67,15.79,35.26,29.79,31.05,46.22,27.4,9.59,23.42,8.04,35.01,8.9,36.14,30.6,29.52,11.26,44.98,2.23,6.83
7.8,34.43,0.0,37.12,29.12,15.52,24.22,42.77,10.68,9.35,35.53,30.72,12.65,4.36,31.26,27.48,30.01,13.97,21.6,14.64,29.69,5.95,31.49,28.69,28.44,2.43,2.36,6.52,7.91,26.49,27.92,1.07,3.3,12.17,18.43,7.89,29.75,9.38,31.85,0.65,32.77,1.09,5.44,7.29,32.69,17.19,32.08,28.57
28.53,9.88,37.65,0.0,8.12,25.41,31.03,15.44,23.66,26.97,8.21,6.53,26.8,36.42,7.7,11.87,7.25,45.0,11.75,28.49,10.81,31.38,18.98,9.61,8.57,35.62,35.24,29.45,29.59,11.9,11.38,37.84,33.03,29.12,49.46,30.64,12.83,25.0,19.34,34.73,20.27,38.72,30.61,27.62,4.88,48.22,11.53,10.07
23.32,4.88,32.43,8.75,0.0,20.18,25.8,13.1,18.44,21.76,5.86,4.43,21.57,31.19,1.91,5.44,3.72,39.77,6.53,23.26,3.23,26.15,13.75,1.39,3.36,30.4,30.03,24.23,24.35,6.67,12.01,32.63,27.8,23.9,44.22,25.41,3.95,19.79,14.11,29.51,15.03,33.5,25.39,22.41,7.47,42.99,6.29,4.84
15.38,21.92,15.99,24.61,20.1,0.0,11.69,30.26,15.39,15.8,23.03,25.1,7.18,13.65,18.76,14.97,24.31,22.23,21.96,8.88,17.18,11.77,18.98,19.9,24.98,16.66,16.29,16.21,9.97,13.98,30.05,14.99,10.26,17.93,26.68,11.03,17.25,14.13,19.34,17.32,20.27,15.07,14.22,13.14,25.51,25.45,19.57,16.06
21.38,27.49,24.69,30.18,25.67,10.49,0.0,35.83,21.4,21.8,28.59,30.66,13.19,22.78,24.32,20.54,29.88,31.36,27.53,14.88,22.75,17.77,24.55,25.46,30.54,22.66,22.29,22.21,15.97,19.55,35.62,24.89,19.39,23.93,35.82,17.03,22.81,20.13,24.91,24.63,16.62,25.77,20.22,19.15,31.08,34.58,25.14,21.63
34.93,9.94,43.49,14.54,13.25,30.6,36.22,0.0,30.06,33.37,9.4,15.09,31.98,41.6,12.89,17.05,14.31,50.18,18.15,33.67,15.99,36.56,13.31,14.55,14.97,41.46,41.08,35.85,34.77,17.08,20.05,43.68,38.21,35.52,54.64,35.82,18.01,31.4,16.0,41.13,10.53,44.56,37.01,34.02,15.51,53.4,10.71,15.25
4.51,25.1,10.81,22.83,17.98,15.52,21.56,29.69,0.0,3.67,22.45,19.58,10.0,13.61,19.05,18.38,18.87,23.23,14.36,7.06,18.19,8.0,22.36,17.55,17.3,8.78,8.4,9.63,7.63,16.67,18.57,11.0,11.65,9.3,27.69,5.24,15.68,1.42,22.72,10.75,23.64,11.88,6.71,3.6,21.55,26.45,22.9,19.47
1.15,29.18,9.79,26.91,22.06,16.41,22.46,33.76,4.66,0.0,26.52,23.65,10.9,12.59,23.12,22.46,22.94,22.21,18.43,12.88,22.27,8.89,26.44,21.63,21.38,7.76,7.38,3.67,8.53,20.74,21.7,9.98,10.63,3.41,26.67,6.14,19.76,3.84,26.79,9.02,27.72,10.86,4.15,3.02,25.63,25.43,26.98,23.55
27.78,2.66,36.33,7.39,5.47,23.44,29.06,8.08,22.9,26.22,0.0,7.94,24.82,34.45,5.73,9.89,7.15,43.03,10.99,26.52,8.83,29.41,9.75,7.39,7.82,34.3,33.92,28.69,27.61,9.93,12.89,36.53,31.06,28.36,47.48,28.67,10.85,24.25,10.45,33.97,11.32,37.4,29.85,26.87,8.35,46.25,4.65,8.1
24.73,10.39,33.85,6.32,4.43,25.05,30.67,14.97,19.86,23.17,7.73,0.0,26.44,36.65,5.89,11.51,1.15,44.64,7.95,18.98,10.45,31.02,18.62,5.62,4.77,31.82,31.44,25.65,29.23,11.54,5.19,34.04,32.67,25.32,49.1,21.58,7.86,21.2,18.98,30.93,19.91,34.92,26.81,23.83,1.9,47.86,11.17,9.71
9.79,23.66,13.11,26.35,21.85,7.4,13.45,32.0,9.81,10.22,24.77,26.84,0.0,15.91,20.5,16.71,26.05,25.53,14.61,2.03,18.92,6.18,20.72,21.64,26.72,11.08,10.7,10.63,4.39,15.72,31.79,13.3,10.7,12.35,29.99,5.44,18.99,8.55,21.08,13.04,22.01,14.18,8.64,7.56,27.25,28.75,21.31,17.8
11.41,33.22,4.41,35.92,31.41,13.08,22.99,41.57,13.49,12.16,34.33,36.4,15.47,0.0,30.06,26.28,35.61,10.4,24.41,17.45,28.49,8.76,30.29,31.2,31.25,5.37,5.87,11.55,10.72,25.29,30.73,2.81,4.04,14.98,14.85,10.7,28.55,12.19,30.64,5.74,31.57,2.89,9.31,10.1,36.82,13.62,30.88,27.36
24.19,4.41,31.73,7.11,1.91,18.83,24.45,12.76,19.32,22.63,5.52,5.88,20.22,29.84,0.0,5.29,5.17,38.42,7.99,21.91,4.22,24.8,12.4,1.72,4.81,29.69,29.32,25.1,23.0,5.32,12.55,31.92,26.45,24.77,42.87,24.06,4.71,20.08,12.76,31.66,13.68,32.8,27.25,26.18,8.01,41.64,4.69,3.49
23.36,9.59,27.96,12.28,5.41,15.07,20.69,17.93,18.49,21.8,10.7,12.77,16.45,26.08,4.28,0.0,11.98,34.66,6.45,18.15,1.86,21.04,8.64,4.52,8.61,25.93,25.56,24.27,19.24,1.52,17.72,28.16,22.69,23.94,39.11,20.3,2.43,16.31,8.99,27.9,9.92,29.03,23.49,22.41,13.18,37.88,6.24,1.92
24.02,9.6,33.14,7.02,3.72,24.27,29.89,14.18,19.15,22.46,6.95,1.15,25.65,35.94,5.18,10.72,0.0,43.85,7.24,18.27,9.66,30.23,17.83,4.91,4.06,31.11,30.73,24.94,28.44,10.76,5.99,33.33,31.88,24.61,48.31,20.87,7.15,20.49,18.19,30.22,19.12,34.21,26.1,23.11,2.61,47.07,10.38,8.93
21.2,41.62,14.19,44.32,39.81,21.48,31.39,49.97,23.28,21.95,42.73,44.8,25.25,10.55,38.46,34.67,44.01,0.0,41.66,27.23,36.88,18.54,38.68,39.6,44.68,15.15,15.65,21.33,20.5,33.69,40.51,13.12,14.55,24.76,5.36,20.49,36.95,21.98,39.04,15.52,39.97,13.2,19.1,19.88,45.22,4.13,39.28,35.76
19.67,13.44,28.79,11.17,6.32,20.03,25.65,18.02,14.8,18.11,10.78,7.91,14.92,31.59,7.1,6.42,7.2,41.21,0.0,12.09,4.71,17.14,13.46,5.61,5.64,26.76,26.38,20.59,16.77,6.23,9.29,28.98,29.63,20.26,45.66,14.69,2.44,12.64,13.82,25.87,14.74,29.86,21.75,18.76,9.89,44.43,9.75,5.8
10.95,25.35,14.26,28.04,17.97,9.09,15.14,33.69,7.14,11.37,26.45,19.57,2.03,17.07,22.19,18.4,18.85,26.69,12.53,0.0,20.61,7.34,22.41,17.26,17.29,12.23,11.86,11.78,5.16,17.41,20.94,14.46,10.99,13.5,31.14,6.6,13.85,6.47,22.77,14.2,23.69,15.33,9.79,8.71,21.54,29.91,23.0,19.49
25.42,7.57,30.03,10.27,3.74,17.13,22.75,15.92,20.55,23.86,8.68,9.21,18.52,28.14,3.17,1.87,8.5,36.72,4.78,20.21,0.0,23.1,10.7,2.85,6.94,28.0,27.62,26.34,21.31,3.62,10.17,30.22,24.75,26.01,41.18,22.36,1.77,18.38,11.06,29.96,11.99,31.1,25.55,24.48,11.17,39.94,5.12,1.17
7.98,28.03,6.16,30.72,26.21,11.77,17.81,36.37,7.99,8.4,29.13,31.2,6.25,8.97,24.86,21.08,21.91,18.59,15.58,6.89,23.29,0.0,25.09,26.0,20.35,4.13,3.58,8.81,1.84,20.09,26.36,6.36,4.15,10.53,23.04,2.42,23.35,6.73,25.45,6.1,26.37,7.24,4.49,5.74,31.62,21.81,25.68,22.17
