0.0,30.53,17.2,2.73,9.28,22.52,31.59,22.47,7.52,5.11,29.74,19.1,4.25,27.17,6.59,10.14,10.93,21.7,5.01,18.59,9.36,20.74,11.16,4.65,17.91,19.22,7.55,29.79,23.61,19.25,29.86,20.01,22.18,9.44,9.85,3.03,7.96,20.89,23.67,4.87,19.44,9.64,25.36,22.73,26.21,34.52,18.64,21.42,17.98
33.26,0.0,17.17,31.55,36.02,7.38,5.79,5.66,35.45,22.8,6.15,25.9,22.76,3.13,29.87,33.16,34.04,42.71,32.33,19.84,34.2,9.64,35.61,33.92,16.46,14.44,34.29,6.1,16.38,37.11,10.19,9.44,18.46,36.18,29.67,33.83,37.09,9.92,5.63,29.15,16.55,34.54,7.25,6.18,14.04,4.07,17.32,13.0,17.19
16.5,16.78,0.0,15.81,20.29,12.7,22.5,14.76,23.96,14.25,16.69,10.16,14.88,18.08,20.63,17.42,18.31,26.98,16.59,4.53,18.47,9.27,19.87,21.4,22.93,19.39,18.55,19.5,7.17,21.37,16.82,12.52,24.93,20.45,13.94,18.92,21.36,11.4,13.2,18.79,18.04,18.81,12.32,13.75,20.51,18.92,13.86,19.48,17.71
2.71,31.03,16.47,0.0,4.97,26.95,34.13,25.02,9.68,7.09,30.94,18.36,7.72,29.72,9.14,8.41,9.19,19.97,2.91,17.85,7.63,23.51,6.11,7.13,20.46,21.76,4.25,32.33,23.47,17.52,31.07,22.56,24.72,7.71,8.12,4.64,5.7,23.44,27.45,7.41,21.98,7.9,26.56,25.27,28.76,33.16,21.18,23.96,20.53
7.23,34.72,20.16,4.97,0.0,30.64,40.43,29.37,13.98,10.78,34.63,18.08,11.41,36.02,13.87,3.34,4.13,14.9,3.28,21.54,2.37,27.2,2.71,11.42,24.81,26.12,1.63,37.43,27.16,12.45,34.75,23.02,28.23,1.83,3.72,8.94,2.25,29.34,31.14,12.03,23.11,2.19,30.25,31.69,33.12,36.85,21.64,28.32,24.89
24.34,6.9,12.39,26.76,31.24,0.0,12.63,2.81,26.54,15.28,10.2,21.11,15.24,8.21,20.96,28.38,29.26,37.93,27.54,15.05,29.42,3.88,30.82,25.01,7.54,4.13,29.5,9.63,8.67,32.32,14.65,2.13,15.06,31.4,24.89,24.92,32.31,2.37,2.67,20.24,4.03,29.76,10.15,1.92,10.64,10.35,4.1,4.62,5.64
31.45,5.06,21.62,33.31,40.47,11.84,0.0,9.93,33.65,25.13,7.73,30.34,25.09,6.18,28.06,37.61,38.49,47.16,36.78,24.28,38.65,14.09,40.05,32.11,14.65,12.63,38.74,7.3,20.82,41.55,13.16,14.13,16.65,40.63,34.12,32.02,37.93,14.37,9.57,27.34,14.74,38.99,19.22,10.12,12.23,5.5,15.51,11.19,15.39
23.35,6.69,14.56,25.22,29.72,2.36,10.56,0.0,25.55,17.04,10.94,23.28,17.0,6.15,19.97,30.54,31.43,40.1,29.24,17.22,31.59,7.03,32.99,24.02,6.55,4.54,31.2,7.56,13.76,34.49,16.66,3.98,12.13,33.09,27.06,23.93,29.83,4.66,1.94,19.24,6.64,33.29,12.16,0.99,7.71,13.49,5.05,3.1,7.29
7.41,32.12,24.57,9.54,14.05,24.11,33.18,24.07,0.0,11.67,31.33,26.46,10.81,28.77,5.62,18.12,18.9,28.88,13.57,25.95,17.34,22.34,18.89,2.66,19.51,20.81,15.52,31.38,25.2,26.43,31.46,21.61,20.21,17.42,17.83,6.95,15.47,22.49,25.26,6.35,21.03,17.61,26.96,24.32,25.81,36.11,20.23,23.01,19.58
5.27,22.35,15.48,7.1,10.58,15.01,25.9,16.79,10.24,0.0,22.23,17.37,0.91,21.49,8.31,11.44,12.22,22.93,6.89,16.87,10.66,13.24,12.46,8.7,15.39,13.96,8.85,24.11,16.1,20.48,22.36,12.51,21.0,10.74,9.84,10.2,13.11,13.38,18.77,6.79,12.61,10.94,17.85,16.76,20.53,24.45,11.14,15.73,15.46
