0.0,29.21,10.57,7.16,31.61,29.73,5.5,8.32,32.82,12.71,17.96,2.08,24.57,6.64,6.64,10.54,11.23,21.37,22.59,21.53,20.5,22.65,7.77,25.85,22.07,33.36,28.36,21.64,32.9,28.83,7.36,2.48,9.54,10.3,3.15,7.99,5.15,7.5,23.18,7.05,27.92,6.54,9.62,2.83,26.17,34.37,18.88,21.3
29.83,0.0,34.66,35.0,6.64,8.17,22.06,32.7,7.89,19.43,24.2,28.48,10.18,26.23,28.93,31.89,32.19,41.25,9.89,41.41,8.85,6.77,27.36,6.17,5.85,4.17,5.48,14.79,7.98,9.02,25.1,29.97,35.15,28.58,30.22,35.87,23.17,26.13,4.74,24.75,8.12,26.61,35.23,29.94,11.78,4.06,10.58,10.68
10.51,34.6,0.0,1.81,40.99,35.16,11.83,18.63,42.2,16.34,17.0,13.44,37.33,9.4,15.61,2.69,2.98,13.54,31.18,13.69,28.07,30.29,8.0,31.27,33.02,42.74,37.74,27.23,42.28,34.25,12.0,10.3,1.91,4.27,12.49,1.47,10.32,9.43,31.91,14.8,33.35,11.18,1.03,8.45,38.94,37.53,23.58,29.89
7.16,34.11,1.81,0.0,40.5,34.67,10.18,13.55,41.71,15.71,18.06,8.36,31.51,7.75,13.97,3.85,4.54,14.68,29.54,14.84,27.58,29.8,6.36,30.78,29.02,42.25,37.25,26.74,41.8,33.76,10.35,8.65,1.94,4.21,7.42,2.53,8.68,7.79,31.42,13.15,32.86,9.53,2.28,5.21,33.12,37.04,21.93,28.25
32.28,6.94,41.06,38.57,0.0,8.74,26.35,35.15,3.68,25.83,30.6,30.93,11.41,32.63,31.38,38.29,38.59,47.66,11.12,47.81,15.25,13.17,33.76,10.05,11.75,3.75,7.9,21.19,3.11,11.05,31.5,29.32,41.55,34.98,32.67,38.79,27.46,32.54,10.64,27.2,10.5,33.01,41.64,34.33,13.01,4.76,16.59,11.91
30.29,8.49,35.14,35.48,8.75,0.0,22.53,33.16,6.38,19.91,24.68,28.94,19.9,26.7,29.39,32.37,32.67,41.73,19.61,41.89,10.63,12.86,27.83,4.19,15.59,6.04,20.31,14.02,6.17,2.34,25.58,27.34,35.63,29.06,30.68,36.34,23.64,26.61,14.48,25.21,2.02,27.09,35.71,30.41,21.5,4.54,14.5,22.08
7.15,22.09,12.22,11.04,26.31,22.62,0.0,11.61,27.52,10.35,15.59,9.06,19.27,3.96,9.38,12.19,12.88,23.02,17.3,23.17,13.38,15.54,5.09,18.73,16.5,28.07,23.07,14.53,27.61,21.71,4.15,3.26,11.19,9.59,8.12,13.37,1.5,4.74,17.6,6.57,20.81,1.76,11.27,5.97,20.88,24.99,11.77,16.01
8.55,30.98,19.69,15.11,33.38,31.51,13.2,0.0,34.59,21.22,26.46,7.47,25.46,15.15,4.79,21.39,21.35,29.69,24.36,29.84,22.27,24.42,16.28,27.62,23.84,35.13,30.14,23.41,34.68,30.6,15.86,10.72,18.65,19.42,8.44,16.58,12.62,16.0,24.95,8.82,29.7,15.04,18.74,10.87,25.49,36.14,20.65,23.07
33.6,8.97,42.39,39.9,3.33,6.38,27.68,36.48,0.0,27.16,31.93,32.26,12.74,33.95,32.71,39.62,39.92,48.98,12.44,49.14,16.58,14.5,35.09,9.6,13.08,2.89,9.23,22.52,0.25,8.32,32.83,30.65,42.88,36.31,33.99,40.12,28.79,33.86,11.97,28.52,8.02,34.34,42.96,35.66,14.34,3.04,17.91,13.23
12.73,19.54,16.28,16.62,25.93,20.1,9.83,19.83,27.14,0.0,4.85,14.64,22.28,7.84,16.91,13.52,13.82,22.88,21.98,23.03,13.01,15.23,8.97,16.21,17.96,27.68,22.69,12.18,27.23,19.19,6.72,11.58,15.24,10.21,13.69,17.49,10.24,7.75,16.86,16.08,18.29,8.22,15.33,11.55,23.88,22.48,16.89,22.77
