in,Node
1,1428
2,1198
3,449
4,623
5,1157
6,2831
7,2782
8,928
9,1256
10,483
11,2430
12,1352
13,465
14,2509
15,766
16,998
17,817
18,2639
19,745
20,1927
21,562
22,456
23,1232
24,1364
25,2500
26,2743
27,1266
28,1235
29,486
30,2828
31,1176
32,450
33,1185
34,2785
35,1921
36,1354
37,1317
38,449
39,2504
40,1921
41,2708
42,2440
43,2537
44,2398
45,1048
46,1264
47,1264
48,2827
49,478
50,1188
51,2629
52,926
53,2497
54,1223
55,2421
56,1189
57,629
58,1185
59,453
60,2521
61,1202
62,451
63,2382
64,466
65,1233
66,1285
67,452
68,1216
69,1184
70,1189
71,1278
72,575
73,2377
74,1183
75,2663
76,1921
77,1252
78,2595
79,769
80,2594
81,1042
82,2472
83,933
84,469
85,1153
86,2452
87,1215
88,2525
89,2445
90,1918
91,486
92,458
93,1419
94,485
95,623
96,1179
97,2571
98,742
99,1266
100,1365
101,1146
102,493
103,2481
104,2466
105,2352
106,2358
107,476
108,1264
109,1359
110,457
111,451
112,1948
113,1279
114,1279
115,2387
116,914
117,2567
118,629
119,2745
120,1266
121,1928
122,777
123,490
124,2623
125,1278
126,2775
127,1186
128,1224
129,1250
130,484
131,2630
132,484
133,430
134,1184
135,1168
136,593
137,2525
138,744
139,2665
140,2439
141,1354
142,483
143,2430
144,2655
145,2368
146,2656
147,2623
148,431
149,1232
150,1212
151,482
152,483
153,482
154,483
155,483
156,482
157,483
158,482
159,1266
160,449
161,1369
162,2514
163,456
164,1887
165,747
166,2401
167,429
168,2427
169,559
170,2434
171,1264
172,1192
173,458
174,585
175,1203
176,451
177,468
178,449
179,1210
180,1186
181,2389
182,466
183,1264
184,466
185,1166
186,2602
187,457
188,1256
189,2394
190,447
191,610
192,2394
193,435
194,1443
195,451
196,1341
197,351
198,427
199,1921
200,488
201,961
202,1222
203,2482
204,1235
205,2497
206,1153
207,2567
208,478
209,801
210,1232
211,2572
212,360
213,431
214,784
215,2785
216,1266
217,2531
218,428
219,454
220,742
221,481
222,1247
223,1935
224,1225
225,618
226,2582
227,1948
228,560
229,1422
230,2829
231,1299
232,1172
233,2785
234,612
235,2755
236,350
237,451
238,2564
239,629
240,2468
241,2476
242,2663
243,1235
244,1264
245,2658
246,1211
247,485
248,1209
249,1946
250,466
251,2517
252,585
253,2496
254,2571
255,1190
256,1244
257,2498
258,1251
259,432
260,2833
261,578
262,1231
263,763
264,504
265,2470
266,1291
267,1368
268,587
269,1363
270,1163
271,1266
272,1187
273,1249
274,2516
275,473
276,465
277,469
278,2387
279,2597
280,630
281,2392
282,2567
283,489
284,1258
285,1242
286,2667
287,2711
288,1354
289,481
290,785
291,1240
292,562
293,1176
294,2433
295,2401
296,449
297,2663
298,2456
299,1229
300,934
301,1185
302,2835
303,2836
304,350
305,789
306,1438
307,489
308,472
309,961
310,1189
311,573
312,1185
313,1197
314,427
315,476
316,2515
317,2400
318,470
319,840
320,1219
321,2829
322,2829
323,2590
324,2473
325,1011
326,1196
327,1141
328,1940
329,489
330,2548
331,2389
332,1242
333,1323
334,1245
335,587
336,451
337,472
338,2440
339,1948
340,1258
341,1322
342,1210
343,2485
344,1233
345,2391
346,458
347,1925
348,2834
349,458
350,2580
351,2354
352,446
353,469
354,1190
355,1248
356,483
357,1157
358,1177
359,2471
360,2343
361,2868
362,481
363,461
364,1239
365,1924
366,1256
367,2445
368,458
369,2618
370,490
371,1265
372,2436
373,2544
374,1345
375,471
376,456
377,2656
378,2500
379,1945
380,2435
381,1245
382,616
383,2497
384,745
385,1244
386,1979
387,933
388,1284
389,1342
390,1939
391,1258
392,471
393,2424
394,877
395,1262
396,1353
397,2831
398,561
399,2548
400,2562
401,1145
402,1171
403,1231
404,946
405,1238
406,548
407,2348
408,2660
409,746
410,2456
411,469
412,459
413,1250
414,2400
415,1256
416,2427
417,443
418,768
419,2425
420,1938
421,1157
422,2664
423,2476
424,1218
425,1354
426,1354
427,1188
428,489
429,1113
430,1173
431,1387
432,2459
433,1945
434,2465
435,1188
436,818
437,1947
438,1332
439,450
440,2566
441,1374
442,1361
443,2442
444,1352
445,2523
446,2595
447,2834
448,1351
449,913
450,2436
451,478
452,822
453,1194
454,623
455,448
456,735
457,1925
458,1359
459,482
460,2385
461,1248
462,1280
463,471
464,423
465,2595
466,2674
467,2549
468,2561
469,488
470,2553
471,1224
472,2502
473,1156
474,930
475,1911
476,2831
477,1265
478,637
479,1354
480,2552
481,2657
482,2457
483,1153
484,1177
485,491
486,2498
487,2835
488,941
489,450
490,2709
491,1439
492,1355
493,2564
494,2829
495,1045
496,1125
497,600
498,2525
499,609
