in,Node
1,1428
2,1198
3,449
4,623
5,1157
6,2831
7,2782
8,928
9,1256
10,483
11,2430
12,1352
13,465
14,2509
15,766
16,998
17,817
18,2639
19,745
20,1927
21,562
22,494
23,456
24,1232
25,1365
26,2502
27,2743
28,1322
29,1231
30,486
31,2827
32,450
33,1185
34,2787
35,1920
36,1359
37,2743
38,1317
39,449
40,2504
41,1925
42,2439
43,2548
44,2377
45,2398
46,995
47,1264
48,1264
49,2827
50,478
51,1188
52,2629
53,932
54,2472
55,1189
56,2404
57,1189
58,631
59,1185
60,453
61,2521
62,1202
63,451
64,2382
65,1177
66,466
67,1233
68,1285
69,452
70,1213
71,1215
72,1184
73,1189
74,1278
75,575
76,2373
77,1183
78,2664
79,1924
80,1252
81,2595
82,2519
83,1042
84,2472
85,930
86,469
87,1153
88,1215
89,2521
90,2442
91,1918
92,2831
93,486
94,484
95,458
96,1351
97,485
98,630
99,1177
100,2571
101,818
102,1322
103,1364
104,1047
105,493
106,2474
107,2464
108,2355
109,2358
110,476
111,1278
112,1359
113,457
114,451
115,1948
116,1279
117,1329
118,2387
119,914
120,2567
121,467
122,2755
123,612
124,2746
125,1266
126,1441
127,777
128,455
129,492
130,2596
131,1279
132,2775
133,1186
134,1250
135,484
136,2631
137,430
138,1242
139,1168
140,566
141,744
142,2666
143,2437
144,1354
145,2392
146,484
147,2436
148,2655
149,2449
150,2369
151,2623
152,436
153,1213
154,1204
155,482
156,482
157,483
158,482
159,483
160,482
161,482
162,482
163,1266
164,739
165,449
166,1290
167,2498
168,456
169,1887
170,743
171,2500
172,429
173,2427
174,558
175,2434
176,1264
177,1192
178,458
179,581
180,585
181,1205
182,451
183,487
184,449
185,1210
186,1186
187,2389
188,466
189,1265
190,465
191,1168
192,2611
193,457
194,1256
195,2344
196,447
197,608
198,437
199,471
200,1341
201,351
202,427
203,1920
204,1193
205,1222
206,2485
207,2497
208,1153
209,2567
210,478
211,1232
212,2572
213,360
214,429
215,777
216,2785
217,1266
218,2536
219,432
220,817
221,481
222,1243
223,1946
224,621
225,2582
226,1948
227,573
228,1422
229,2829
230,1339
231,1299
232,1168
233,2785
234,611
235,2755
236,350
237,451
238,2513
239,612
240,2467
241,2476
242,1350
243,1256
244,2656
245,2641
246,1212
247,481
248,1214
249,1947
250,466
251,2509
252,561
253,2492
254,458
255,2568
256,1190
257,1244
258,2498
259,1250
260,432
261,576
262,1213
263,763
264,505
265,2470
266,1292
267,2709
268,591
269,1360
270,1165
271,1278
272,1187
273,1249
274,2525
275,480
276,465
277,469
278,2387
279,2596
280,645
281,2392
282,2567
283,489
284,1258
285,1240
286,2711
287,1354
288,481
289,1239
290,562
291,2433
292,2401
293,449
294,1355
295,2456
296,1185
297,1979
298,2837
299,478
300,350
301,790
302,1438
303,489
304,961
305,1188
306,457
307,563
308,2490
309,1185
310,2440
311,1197
312,1237
313,427
314,476
315,2519
316,2400
317,2780
318,469
319,750
320,840
321,1218
322,2829
323,2829
324,2590
325,2473
326,1000
327,1196
328,1144
329,2456
330,1940
331,489
332,2561
333,2389
334,1242
335,1328
336,1245
337,587
338,450
339,472
340,2440
341,1947
342,1263
343,2389
344,1322
345,1210
346,2495
347,1233
348,2398
349,458
350,1925
351,469
352,2834
353,2749
354,458
355,2503
356,446
357,469
358,1190
359,1248
360,483
361,1157
362,1177
363,2470
364,2343
365,2835
366,458
367,461
368,1238
369,1924
370,1256
371,2421
372,458
373,2621
374,490
375,1265
376,2435
377,2544
378,581
379,1346
380,456
381,2749
382,2655
383,2577
384,1944
385,2436
386,1250
387,2497
388,1244
389,932
390,1277
391,1342
392,1256
393,471
394,2798
395,2422
396,878
397,1303
398,1353
399,2834
400,561
401,2561
402,2561
403,1145
404,1166
405,1222
406,933
407,1184
408,548
409,2348
410,2456
411,469
412,460
413,1250
414,1258
415,2590
416,2427
417,442
418,1223
419,813
420,2404
421,934
422,1358
423,488
424,2476
425,1218
426,1354
427,2420
428,1136
429,457
430,1114
431,1173
432,465
433,2660
434,2469
435,2395
436,818
437,1948
438,458
439,1924
440,2754
441,1235
442,1089
443,2401
444,1183
445,2597
446,1352
447,1155
448,2525
449,2436
450,478
451,2426
452,2754
453,1926
454,2429
455,1940
456,1167
457,2517
458,1248
459,469
460,2401
461,2377
462,2829
463,481
464,2500
465,471
466,2553
467,1216
468,2502
469,1153
470,930
471,1188
472,824
473,840
474,432
475,1166
476,2457
477,1156
478,2399
479,492
480,2476
481,350
482,449
483,730
484,772
485,1355
486,491
487,2829
488,1131
489,1131
490,599
491,1256
492,609
493,2373
494,2391
495,1187
496,2782
497,1046
498,1177
499,494
500,2403
