in,Node
1,1428
2,1339
3,471
4,2572
5,597
6,921
7,494
8,456
9,1364
10,2501
11,2743
12,1266
13,1231
14,486
15,2828
16,454
17,1185
18,2785
19,1920
20,1317
21,449
22,2504
23,1919
24,2646
25,2439
26,2552
27,2377
28,2398
29,995
30,1264
31,1265
32,2827
33,478
34,1188
35,2630
36,926
37,2472
38,1189
39,2394
40,630
41,1185
42,453
43,2580
44,1218
45,451
46,468
47,485
48,1233
49,1285
50,452
51,1352
52,1215
53,1189
54,1278
55,575
56,2377
57,1183
58,2664
59,1921
60,1252
61,2580
62,1042
63,2465
64,2465
65,933
66,469
67,1153
68,1215
69,2520
70,2442
71,1918
72,2831
73,489
74,491
75,458
76,1351
77,485
78,630
79,1179
80,2571
81,739
82,1263
83,1365
84,1146
85,493
86,2474
87,2461
88,2352
89,2358
90,476
91,1264
92,1359
93,458
94,451
95,1948
96,1329
97,1369
98,2387
99,914
100,2567
101,629
102,2745
103,1266
104,1927
105,737
106,455
107,1124
108,492
109,2623
110,1267
111,2775
112,1186
113,1250
114,484
115,2631
116,494
117,430
118,1184
119,1168
120,566
121,744
122,2666
123,2439
124,1354
125,2370
126,483
127,2431
128,2655
129,2369
130,2656
131,2628
132,436
133,1232
134,1204
135,482
136,483
137,483
138,482
139,482
140,482
141,483
142,482
143,1266
144,742
145,432
146,1369
147,2509
148,456
149,1887
150,743
151,2469
152,424
153,2427
154,558
155,2434
156,1264
157,1197
158,458
159,585
160,451
161,487
162,2420
163,449
164,482
165,1210
166,1186
167,2465
168,466
169,1265
170,465
171,1168
172,2459
173,457
174,1256
175,445
176,608
177,435
178,1443
179,471
180,1341
181,351
182,424
183,1921
184,488
185,961
186,1222
187,2482
188,1235
189,2497
190,1153
191,2567
192,478
193,802
194,2401
195,360
196,429
197,793
198,2785
199,1263
200,2532
201,428
202,817
203,1188
204,481
205,1247
206,1938
207,1221
208,621
209,1948
210,573
211,1421
212,1301
213,1172
214,2785
215,609
216,2755
217,350
218,451
219,2511
220,623
221,2467
222,2476
223,1351
224,1256
225,2659
226,1212
227,485
228,1209
229,1938
230,466
231,2515
232,562
233,2512
234,2568
235,1190
236,1313
237,1244
238,2498
239,1251
240,430
241,2756
242,578
243,764
244,2470
245,1280
246,585
247,1360
248,1165
249,1266
250,1187
251,1248
252,2520
253,472
254,465
255,470
256,2387
257,2596
258,629
259,2567
260,489
261,1257
262,1240
263,2708
264,2459
265,1354
266,481
267,1150
268,586
269,2433
270,2401
271,449
272,2663
273,2456
274,1230
275,934
276,1185
277,2835
278,2839
279,789
280,1438
281,489
282,951
283,1189
284,747
285,573
286,2526
287,1185
288,2438
289,1190
290,1237
291,443
292,476
293,2504
294,2397
295,2621
296,436
297,751
298,840
299,1220
300,2829
301,2834
302,2604
303,2473
304,998
305,1196
306,1146
307,2456
308,1941
309,489
310,2561
311,2389
312,1240
313,1324
314,1245
315,587
316,451
317,472
318,2440
319,1972
320,1258
321,2388
322,1322
323,1210
324,2498
325,1213
326,2391
327,458
328,1925
329,2834
330,2749
331,2503
332,446
333,1190
334,1249
335,483
336,1153
337,1177
338,2463
339,2348
340,2835
341,431
342,451
343,461
