0.0,28.76,16.51,8.86,29.77,5.35,8.52,10.42,17.22,12.7,17.89,1.9,27.85,5.54,23.84,3.02,23.67,22.74,23.13,21.23,9.58,11.71,4.61,20.65,11.15,5.09,6.75,27.52,15.96,18.26,30.86,7.41,2.46,23.54,9.42,10.42,2.49,25.28,5.54,7.41,23.37,5.14,24.14,6.72,9.72,2.88,2.67,34.63,18.85,21.36
29.63,0.0,18.05,35.5,10.33,23.56,32.95,22.31,15.05,19.81,25.16,28.8,1.27,28.01,9.5,26.57,4.74,8.49,8.86,42.14,28.67,35.53,30.25,14.41,32.89,25.28,33.39,2.18,21.42,36.91,12.96,26.26,26.69,6.57,34.17,29.41,29.67,46.19,27.59,27.08,5.43,25.26,8.06,27.22,36.36,31.01,29.89,5.8,13.91,9.32
16.11,18.07,0.0,19.47,17.65,13.57,24.56,6.27,15.74,3.78,9.13,17.43,19.68,11.98,20.52,19.45,14.36,10.58,19.88,26.11,12.64,19.5,20.96,25.43,16.85,18.62,17.35,19.36,4.48,20.87,18.74,10.23,14.95,11.39,18.13,13.38,17.37,30.16,11.56,11.05,14.02,18.67,11.98,11.19,20.33,14.98,13.86,19.99,14.89,20.34
7.72,34.78,19.16,0.0,34.36,10.2,17.99,13.08,19.92,15.35,17.18,10.85,36.4,8.19,30.44,12.87,31.08,27.3,29.74,14.01,5.36,3.84,14.38,26.41,3.93,11.96,1.84,36.07,18.61,11.04,35.45,8.12,8.29,28.1,1.83,3.99,10.8,18.06,8.19,7.4,30.74,12.01,28.7,9.37,1.35,5.39,7.21,36.71,21.56,27.96
30.3,11.68,17.51,34.96,0.0,22.39,31.99,21.77,15.86,19.27,24.62,29.48,19.81,27.47,20.65,27.24,14.49,10.71,20.01,41.6,28.13,34.99,30.92,25.55,32.35,25.96,32.85,19.49,16.47,36.37,4.15,25.72,27.37,9.44,33.63,28.87,30.34,45.65,27.05,26.54,14.15,25.93,12.11,26.69,35.82,30.48,29.36,4.66,15.02,22.15
5.81,23.32,14.5,10.04,22.5,0.0,11.6,8.42,9.95,10.69,15.89,8.83,22.41,1.76,18.4,8.54,19.25,15.47,17.69,22.34,8.09,12.89,9.2,17.2,12.32,7.15,7.92,22.08,10.14,19.37,23.59,5.09,3.23,16.28,10.6,9.82,8.78,26.39,3.53,5.09,18.91,7.13,16.87,2.49,10.9,6.39,3.14,24.85,11.59,15.91
8.46,30.16,24.92,17.88,31.17,12.96,0.0,18.84,18.61,21.11,26.3,7.9,29.25,13.95,24.79,3.24,25.07,24.13,24.53,29.46,18.6,19.21,2.27,18.19,21.18,7.4,15.77,28.92,24.37,26.49,32.26,15.83,10.65,24.94,18.45,19.45,8.76,33.51,13.95,15.82,24.76,7.46,25.53,15.13,18.74,10.64,10.56,36.03,20.25,22.75
10.45,22.27,6.65,13.81,21.85,7.91,18.9,0.0,19.94,2.84,8.03,11.77,23.89,6.32,24.72,13.79,18.57,14.78,24.08,25.16,6.71,16.66,15.3,29.63,15.91,12.96,11.69,23.56,6.78,19.92,22.94,4.57,9.29,15.59,14.37,12.43,11.71,29.21,5.9,5.39,18.23,13.01,16.19,5.53,14.67,9.32,8.2,24.2,19.1,24.54
18.08,14.84,15.42,27.24,16.32,10.18,19.77,19.68,0.0,17.19,22.54,17.26,13.93,11.71,9.92,15.02,9.47,8.56,9.21,39.61,18.04,25.73,18.7,6.72,29.53,13.74,25.13,13.6,12.28,34.28,17.41,15.04,12.03,10.09,27.81,26.79,18.12,43.66,13.48,15.04,9.16,13.72,8.41,12.44,28.1,20.0,13.09,20.71,3.11,7.43
12.71,19.91,3.67,16.07,19.49,10.17,21.16,2.88,17.59,0.0,5.31,14.03,21.53,8.58,22.36,16.05,16.21,12.43,21.72,22.51,9.04,15.9,17.56,27.27,13.26,15.22,13.96,21.2,7.56,17.28,20.58,6.83,11.55,13.24,14.53,9.78,13.97,26.56,8.16,7.65,15.87,15.28,13.83,7.79,15.2,11.58,10.46,21.84,16.74,22.18
18.09,25.01,9.39,17.01,24.59,15.55,26.54,5.91,22.68,5.37,0.0,19.4,26.63,13.96,27.46,21.42,21.3,17.52,26.82,23.2,9.72,16.59,22.93,32.37,13.94,20.6,17.89,26.3,13.27,17.96,25.68,12.21,16.92,18.33,15.22,10.47,19.35,27.25,13.54,13.02,20.97,20.65,18.92,13.17,15.88,16.96,15.84,26.93,21.84,27.28
1.6,27.79,18.13,11.1,28.8,6.88,5.68,12.05,16.24,14.32,19.52,0.0,26.88,7.16,22.87,2.05,22.7,21.76,22.16,23.47,11.82,9.58,3.28,19.68,13.38,4.12,8.98,26.55,17.58,20.5,29.89,9.04,4.57,22.57,11.66,12.66,1.98,27.52,7.16,9.04,22.4,4.17,23.16,8.35,11.96,3.86,4.26,33.66,17.88,20.38
28.72,1.27,19.87,37.32,10.57,22.65,32.04,24.13,14.14,21.63,26.98,27.89,0.0,29.83,8.59,25.66,6.57,10.31,7.95,43.96,30.49,37.35,29.34,13.5,34.71,24.38,35.21,1.14,23.24,38.73,13.34,28.08,25.79,9.85,35.99,31.23,28.76,48.01,29.41,28.9,7.03,24.35,9.88,29.04,38.18,30.64,31.71,6.33,13.0,8.41
5.46,28.08,12.46,8.82,27.66,1.76,13.91,6.37,11.48,8.65,13.84,6.78,23.94,0.0,19.93,8.8,24.37,20.59,19.22,21.2,6.36,11.68,10.31,20.94,11.11,8.07,6.71,23.61,11.91,18.23,28.75,3.36,3.13,21.4,9.39,8.09,6.73,25.24,1.49,3.36,24.04,8.05,21.99,1.16,9.69,4.34,2.62,30.0,13.12,17.44
24.54,9.29,20.24,33.7,21.28,18.46,23.72,24.51,9.96,22.01,27.36,23.71,8.38,19.99,0.0,21.48,6.94,10.69,1.14,44.34,30.87,32.18,25.16,6.24,35.09,20.19,31.58,8.06,23.61,39.1,22.37,28.46,21.6,10.23,34.26,31.61,24.58,48.39,29.79,29.28,5.56,20.17,10.25,20.73,34.56,26.46,22.58,15.16,8.82,2.49
3.67,26.43,19.87,12.83,27.44,6.85,3.55,13.78,14.89,16.06,21.25,2.84,25.52,8.89,21.51,0.0,21.34,20.41,20.81,25.2,13.55,11.31,2.79,18.33,15.12,2.37,10.72,25.2,19.31,22.23,28.53,10.77,4.54,21.22,13.39,14.39,3.71,29.25,8.9,10.77,21.04,2.43,21.81,10.08,13.69,5.59,4.71,32.3,16.52,19.03
24.24,4.91,14.38,31.83,15.41,19.27,25.94,18.64,10.24,16.14,21.49,23.41,6.53,24.34,5.74,21.18,0.0,4.82,5.03,38.47,25.0,31.86,24.86,9.02,29.22,19.89,29.72,6.2,17.75,33.24,16.5,22.59,21.3,4.36,30.49,25.74,24.28,42.52,23.92,23.41,0.46,19.87,4.39,23.55,32.69,27.34,26.22,8.32,6.22,3.93
23.26,8.52,10.45,27.9,11.49,15.35,24.94,14.71,6.46,12.21,17.57,22.43,10.14,20.41,10.97,20.19,4.82,0.0,10.33,34.55,21.07,27.93,23.87,11.51,25.29,18.91,25.79,9.81,13.82,29.31,12.58,18.67,23.38,2.09,26.57,21.82,23.29,38.59,19.99,19.48,4.04,18.89,0.39,19.63,28.76,23.42,22.3,10.76,3.74,8.14
23.83,8.97,19.93,32.99,20.96,17.76,24.38,24.19,9.25,21.69,27.04,23.0,8.07,19.29,1.14,20.77,5.15,10.37,0.0,44.02,30.55,31.47,24.45,6.04,34.77,19.49,30.88,7.74,23.3,38.79,22.05,28.14,20.9,9.91,33.55,31.29,23.87,48.07,21.06,28.96,4.85,19.46,9.94,20.02,33.85,25.75,21.88,14.85,8.11,1.78
21.19,42.05,26.43,14.23,41.63,22.86,30.65,25.74,39.72,22.55,23.09,23.52,43.67,20.85,44.5,25.54,38.34,34.56,43.86,0.0,18.31,13.67,27.05,39.07,10.9,24.62,15.1,43.34,30.31,5.52,42.72,20.79,20.96,35.37,12.37,15.09,23.46,4.94,20.86,20.07,38.01,24.67,35.96,22.04,13.03,19.12,19.87,43.97,38.88,40.62
10.47,28.32,12.69,5.36,27.9,8.09,18.92,7.22,25.99,8.82,9.35,11.79,29.93,6.34,30.77,13.81,24.61,20.83,30.12,18.29,0.0,8.77,15.32,27.29,7.11,12.84,3.8,29.6,16.57,14.19,28.99,3.37,9.17,21.64,6.48,3.0,11.73,22.34,5.01,3.1,24.27,12.89,22.23,5.55,6.78,7.09,8.09,30.24,25.14,30.59
8.5,36.68,21.05,3.84,36.25,13.33,18.75,16.21,23.05,17.17,17.71,9.11,38.29,11.32,39.12,11.13,32.97,29.19,38.48,13.85,8.78,0.0,12.64,29.54,4.36,15.09,5.57,37.96,24.93,10.88,37.34,11.25,11.42,30.0,2.31,5.61,9.06,17.9,11.32,10.54,32.63,15.14,30.59,12.51,1.99,6.51,10.34,38.6,33.5,31.09
4.98,28.93,21.45,14.41,29.94,9.48,2.43,15.36,17.38,17.64,22.83,4.42,28.02,10.47,24.01,2.8,23.84,22.9,23.3,26.78,15.13,17.89,0.0,20.82,16.7,5.14,12.3,27.69,20.89,23.81,31.03,12.35,7.17,23.71,14.97,15.97,5.29,30.83,10.48,12.35,23.53,5.2,24.3,11.66,15.27,7.17,7.08,34.8,19.02,21.52
20.85,14.49,25.45,30.01,25.71,17.98,18.17,30.96,6.72,27.21,32.56,20.02,13.59,21.04,6.24,17.78,9.41,11.08,6.04,42.38,30.73,28.49,21.47,0.0,32.29,15.49,27.89,13.26,21.67,39.41,26.8,27.95,18.44,15.43,30.57,31.57,20.89,46.42,26.07,27.95,9.1,15.47,10.93,21.83,30.87,22.76,19.42,20.37,9.39,7.09
10.93,32.96,17.34,3.97,32.54,12.61,21.39,15.49,30.63,13.46,13.99,13.27,34.57,10.6,35.41,15.29,29.25,25.47,34.77,10.91,7.11,3.79,16.8,28.82,0.0,14.37,4.85,34.25,21.22,7.94,33.63,10.53,10.7,26.28,2.11,4.17,13.21,14.96,10.6,9.82,28.91,14.42,26.87,11.79,2.77,8.86,9.62,34.88,29.78,30.37
5.69,24.83,21.89,14.85,25.84,7.22,7.32,15.8,13.28,18.08,23.27,4.86,23.92,10.91,22.04,2.37,19.74,18.8,19.2,27.22,15.57,13.33,6.31,15.44,17.14,0.0,12.74,23.59,21.33,24.25,26.93,12.79,5.24,19.61,15.41,16.41,5.73,31.27,10.92,12.79,19.44,0.33,20.21,12.1,15.71,7.61,5.41,30.7,14.92,17.42
7.76,33.01,17.38,1.91,32.59,8.42,16.21,11.3,18.14,13.57,18.23,9.08,34.62,6.41,28.67,11.1,29.3,25.52,27.96,14.56,3.87,5.04,12.61,24.63,4.48,10.18,0.0,34.29,16.83,11.59,33.67,6.35,6.52,26.33,2.75,3.75,9.02,18.61,6.42,5.63,28.96,10.23,26.92,7.6,3.05,4.59,5.43,34.93,19.78,26.18
28.13,2.18,19.28,36.73,12.23,22.06,31.45,23.54,13.56,21.04,26.4,27.31,1.14,29.24,8.0,25.07,5.98,9.72,7.36,43.38,29.9,36.76,28.75,12.91,34.12,23.79,34.62,0.0,22.65,38.14,14.7,27.5,25.2,9.26,35.4,30.65,28.17,47.42,28.83,28.31,6.44,23.77,9.29,28.46,37.59,30.05,31.13,7.63,12.41,7.82
16.44,21.55,4.56,19.8,21.13,11.25,24.89,6.77,12.04,7.72,13.07,17.76,23.17,12.31,24.0,19.78,17.85,14.07,20.1,30.05,16.58,23.44,21.29,21.68,20.8,22.13,17.69,22.84,0.0,24.81,22.22,10.56,15.28,14.88,20.36,17.32,17.7,34.1,11.89,11.38,17.51,22.11,15.47,11.52,20.66,15.32,14.2,23.48,11.19,18.33
18.16,36.6,20.98,11.19,36.18,19.83,27.62,19.79,34.28,17.1,17.64,20.49,38.22,17.82,39.05,22.51,32.9,29.12,38.41,6.05,15.28,10.64,24.02,36.04,7.87,21.59,12.07,37.89,24.86,0.0,37.27,17.75,17.93,29.93,9.34,12.06,20.43,10.1,17.82,17.04,32.56,21.64,30.52,19.01,10.0,16.09,16.84,38.53,33.43,38.87
