in,Node
1,1428
2,2778
3,2785
4,2596
5,2596
6,2631
7,2623
8,2524
9,2524
10,2523
11,2516
12,2520
13,2517
14,2525
15,2525
16,2525
17,1183
18,2595
19,2593
20,2595
21,2568
22,2571
23,2567
24,2567
25,2562
26,2568
27,2552
28,2562
29,2551
30,2548
31,495
32,495
33,2561
34,2544
35,2561
36,1247
37,494
38,484
39,480
40,494
41,2787
42,1244
43,1185
44,2526
45,2496
46,2511
47,2485
48,1183
49,2482
50,2482
51,490
52,492
53,491
54,1042
55,491
56,483
57,483
58,489
59,489
60,489
61,489
62,476
63,473
64,472
65,1184
66,472
67,469
68,469
69,1242
70,1238
71,477
72,476
73,2787
74,472
75,476
76,1182
77,471
78,478
79,470
80,471
81,486
82,482
83,482
84,478
85,478
86,485
87,481
88,2473
89,2787
90,2474
91,488
92,486
93,488
94,2467
95,2475
96,2470
97,2467
98,2473
99,2472
100,1247
101,2577
102,2503
103,2498
104,2504
105,2498
106,2476
107,2476
108,2502
109,2500
110,2502
111,2469
112,2497
113,2497
114,2472
115,2472
116,2472
117,2469
118,2500
119,2573
120,1240
121,2581
122,2590
123,1248
124,2591
125,2582
126,1248
127,2572
128,2610
129,2457
130,2457
131,2439
132,2440
133,2435
134,2435
135,2434
136,2433
137,2401
138,2400
139,2433
140,2426
141,2432
142,2438
143,2427
144,2430
145,2442
146,2399
147,2401
148,2389
149,2391
150,2390
151,2390
152,2464
153,468
154,467
155,2380
156,2386
157,1148
158,2382
159,2389
160,2385
161,2385
162,2398
163,1157
164,2401
165,2400
166,2387
167,2387
168,2385
169,2387
170,2373
171,2377
172,2377
173,1153
174,2377
175,1153
176,2369
177,481
178,481
179,458
180,458
181,485
182,485
183,481
184,481
185,471
186,451
187,458
188,458
189,466
190,465
191,466
192,465
193,466
194,458
195,458
196,458
197,457
198,457
199,449
200,451
201,1152
202,471
203,469
204,436
205,469
206,469
207,436
208,1172
209,431
210,449
211,451
212,1168
213,451
214,451
215,454
216,450
217,448
218,448
219,428
220,430
221,429
222,425
223,447
224,443
225,1165
226,424
227,429
228,1168
229,1173
230,443
231,426
232,446
233,2403
234,2352
235,2344
236,442
237,769
238,2343
239,350
240,456
241,456
242,456
243,455
244,455
245,360
246,459
247,813
248,461
249,455
250,459
251,814
252,814
253,452
254,2394
255,2392
256,764
257,2392
258,2355
259,2450
260,763
261,2441
262,2404
263,2421
264,2421
265,2403
266,2834
267,2834
268,2834
269,2837
270,2829
271,2829
272,2834
273,2829
274,2829
275,2745
276,2749
277,932
278,2831
279,2831
280,2754
281,2755
282,2743
283,2743
284,2738
285,2737
286,2736
287,2710
288,2726
289,2667
290,2667
291,2661
292,2646
293,2658
294,780
295,2664
296,2663
297,777
298,2664
299,2655
300,2656
301,922
302,2637
303,1233
304,746
305,1237
306,1355
307,2413
308,2356
309,750
310,2712
311,744
312,2709
313,1363
314,1358
315,735
316,2709
317,2734
318,747
319,1939
320,1948
321,1947
322,1939
323,1948
324,2827
325,1939
326,2835
327,1948
328,1948
329,2830
330,1948
331,817
332,1972
333,2835
334,2835
335,1974
336,1945
337,1943
338,1929
339,1926
340,882
341,1124
342,1924
343,1919
344,1916
345,1919
346,1918
347,1910
348,1921
349,1920
350,1921
351,1887
352,1911
353,2776
354,1868
355,1439
356,1927
357,1420
358,1432
359,1378
360,2778
361,1364
362,1364
363,1359
364,1359
365,1357
366,1358
367,1352
368,1354
369,1354
370,1354
371,1354
372,1342
373,1351
374,1354
375,1354
376,1011
377,1341
378,1342
379,998
380,1214
381,995
382,581
383,1237
384,1233
385,630
386,1232
387,1232
388,1232
389,1236
390,1236
391,1235
392,1352
393,1236
394,1235
395,1235
396,1232
397,1213
398,1231
399,1211
400,1231
401,1222
402,1235
403,1234
404,2787
405,975
406,1209
407,934
408,933
409,933
410,933
411,933
412,1194
413,2785
414,1204
415,1212
416,1196
417,644
418,1203
419,1194
420,961
421,1202
422,2785
423,1181
424,1192
425,962
426,951
427,1192
428,1317
429,1314
430,1220
431,1220
432,1218
433,1221
434,1225
435,1227
436,1224
437,2622
438,1216
439,620
440,1225
441,579
442,623
443,1215
444,629
445,629
446,1337
447,1318
448,1321
449,1371
450,1329
451,612
452,608
453,1322
454,1329
455,1374
456,1369
457,593
458,1278
459,1266
460,1266
461,559
462,563
463,1278
464,1280
465,1285
466,1277
467,1265
468,1264
469,1264
470,1264
471,1303
472,562
473,1189
474,1223
475,1257
476,1256
477,1188
478,1256
479,1189
480,1188
481,1187
482,1186
483,1186
484,1188
485,1252
486,1256
487,561
488,1177
489,1177
490,1177
491,1177
492,912
493,1176
494,1176
495,561
496,913
497,1180
498,1190
499,1190
500,1190
501,914
502,1252
503,2434
504,1227
505,961
506,1202
507,2786
508,2459
509,1183
510,2425
511,1921
512,1188
513,1945
514,1938
515,2521
516,495
517,2435
518,2459
519,1179
520,642
521,2439
522,1222
523,1210
524,2476
525,1248
526,2655
527,2535
528,1264
529,455
530,1202
531,1224
532,1361
533,2472
534,2453
535,1206
536,2622
537,1263
538,2521
539,2372
540,2660
541,2828
542,1300
543,1215
544,2623
545,2616
546,1360
547,1925
548,457
549,1146
550,2456
551,2584
552,2662
553,1352
554,469
555,2787
556,430
557,2391
558,1210
559,1322
560,482
561,746
562,2444
563,1280
564,1189
565,2747
566,493
567,1264
568,484
569,930
570,451
571,2787
572,1177
573,1220
574,1925
575,789
576,1443
577,2348
578,2439
579,1187
580,2829
581,481
582,2837
583,1432
584,2657
585,2525
586,478
587,1278
588,2787
589,1353
590,2561
591,2465
592,1166
593,428
594,2785
595,2441
596,490
597,734
598,458
599,427
600,2456
601,2743
602,2661
603,1187
604,452
605,453
606,1230
607,2426
608,2456
609,818
610,457
611,2627
612,1940
613,2749
614,2597
615,2394
616,1211
617,2595
618,2517
619,2665
620,1231
