0.0,30.22,8.76,6.76,18.25,10.31,21.81,31.61,5.78,22.53,15.73,21.66,12.39,17.76,16.25,4.52,24.13,6.29,6.5,10.54,11.41,23.47,22.81,23.06,21.34,18.52,22.71,7.38,20.94,19.92,6.96,28.39,24.12,18.41,28.83,7.03,2.66,23.81,9.04,10.36,2.82,25.6,5.68,3.3,26.7,8.31,24.35,9.77,26.38,23.05,26.32,31.84,18.64,29.34
30.7,0.0,36.01,22.4,14.91,34.0,8.03,5.8,29.5,5.99,23.47,28.97,20.86,25.64,17.8,24.02,9.4,27.5,29.66,33.77,33.48,5.47,9.59,9.75,42.85,14.25,8.62,29.62,21.4,12.41,34.21,4.9,17.4,37.57,9.18,26.82,27.55,6.39,36.29,30.28,31.07,47.12,27.92,27.53,7.12,35.56,18.08,37.02,8.17,5.91,11.59,4.26,14.77,3.56
9.81,35.66,0.0,13.46,25.13,2.47,30.08,40.43,13.59,29.41,15.18,24.59,15.31,17.09,19.17,11.16,31.01,9.22,13.76,2.78,4.1,31.47,27.64,29.93,14.02,21.5,29.94,5.73,26.97,26.79,1.78,37.21,27.66,11.1,33.69,9.96,8.64,28.65,1.05,3.62,12.02,18.29,8.61,9.27,31.57,0.38,30.38,1.05,31.24,31.37,33.2,36.7,21.62,38.17
7.36,21.93,13.2,0.0,10.77,14.75,11.7,23.32,11.01,14.24,16.99,22.92,13.64,19.02,17.91,2.89,15.84,7.23,11.18,14.98,15.85,16.52,12.69,14.76,25.7,8.41,12.6,8.17,21.03,11.37,11.4,20.1,14.01,22.78,18.71,8.06,5.13,13.7,13.48,13.27,9.72,29.97,6.48,4.52,16.58,12.75,24.52,14.21,16.26,14.48,18.03,21.72,8.53,21.05
18.97,14.98,28.03,11.24,0.0,29.58,4.74,16.37,17.76,7.29,22.7,28.2,20.1,24.87,17.03,12.86,8.89,24.94,17.93,29.8,30.68,8.23,7.26,7.82,40.6,1.4,5.64,26.03,9.59,2.63,26.23,13.15,13.14,37.68,17.84,25.68,15.82,8.03,28.3,29.63,19.34,44.87,24.34,15.8,15.71,27.57,10.69,29.03,15.39,7.81,11.08,19.45,3.07,14.1
10.32,34.25,2.47,14.99,26.66,0.0,28.67,39.02,15.12,31.56,12.78,23.16,14.17,14.69,17.76,12.69,34.93,10.74,15.29,1.16,1.6,30.06,26.23,35.28,11.53,23.03,28.53,7.26,28.5,28.32,4.46,35.8,26.24,8.61,32.28,11.49,10.17,27.24,1.42,3.94,13.55,15.8,10.14,10.8,30.15,2.76,31.91,1.49,29.83,29.96,37.12,35.29,23.15,36.76
22.73,8.02,30.31,12.61,4.74,28.3,0.0,13.27,21.53,3.73,17.77,23.27,15.16,19.94,12.1,14.23,8.42,21.81,21.69,28.07,27.78,3.29,2.52,7.35,37.15,4.23,0.9,23.92,14.1,3.88,28.51,10.05,8.71,31.87,13.12,21.12,16.47,3.28,30.59,24.58,23.1,41.42,22.22,15.85,11.0,29.86,11.86,31.32,10.67,2.61,10.61,10.69,3.4,11.01
32.27,5.77,40.77,23.97,16.48,38.76,14.01,0.0,31.07,10.62,28.23,33.73,25.63,30.4,22.56,25.59,10.97,32.27,31.23,38.53,38.24,10.23,14.36,11.32,47.62,15.82,13.38,34.38,22.97,13.98,38.97,5.3,22.17,42.33,11.04,31.59,29.12,13.39,41.05,35.04,32.64,51.88,32.68,29.11,12.81,40.32,19.65,41.78,21.06,11.04,13.16,5.08,16.34,2.21
6.7,29.53,15.77,10.11,17.57,17.32,21.12,30.93,0.0,21.85,22.12,28.05,18.78,24.15,22.64,7.87,23.45,12.68,2.63,17.54,18.41,22.78,22.12,22.37,28.34,17.83,22.02,13.77,20.26,19.23,13.96,27.7,23.44,25.41,28.14,13.42,6.46,23.13,16.04,17.36,7.08,32.6,12.07,6.65,26.01,15.31,23.67,16.77,25.69,22.37,25.64,31.15,17.95,28.66
23.41,5.99,32.48,15.11,7.62,31.17,3.19,10.6,22.21,0.0,20.64,26.14,18.04,22.81,14.98,16.74,4.3,24.68,22.38,30.94,30.66,1.58,5.51,3.54,40.03,6.96,3.38,26.79,13.27,5.12,30.67,7.38,14.58,34.74,15.92,24.0,20.27,5.8,32.75,27.45,23.79,44.3,25.09,20.25,13.79,32.02,14.37,33.48,13.47,1.86,7.88,13.68,5.11,8.34
