in,Node
1,1428
2,2778
3,2596
4,1186
5,2631
6,2623
7,2623
8,2629
9,2524
10,2525
11,2523
12,2516
13,2520
14,2517
15,2525
16,1183
17,2595
18,2595
19,2521
20,2593
21,2521
22,2595
23,2571
24,2567
25,2562
26,2568
27,2552
28,2562
29,2551
30,2548
31,493
32,2535
33,495
34,495
35,2561
36,2561
37,1247
38,494
39,484
40,480
41,494
42,2787
43,2526
44,2496
45,2511
46,2485
47,2482
48,2482
49,490
50,492
51,491
52,1042
53,491
54,483
55,483
56,489
57,489
58,489
59,476
60,473
61,472
62,1184
63,472
64,469
65,437
66,1238
67,476
68,2787
69,476
70,1182
71,471
72,478
73,470
74,471
75,486
76,482
77,482
78,482
79,478
80,478
81,485
82,481
83,2787
84,2474
85,488
86,486
87,488
88,2467
89,2475
90,2470
91,2467
92,2472
93,2472
94,2577
95,2517
96,2503
97,2498
98,2504
99,2498
100,2476
101,2476
102,2476
103,2502
104,2500
105,2501
106,2465
107,2469
108,2497
109,2472
110,2472
111,2472
112,2469
113,2500
114,1244
115,1242
116,2573
117,2435
118,1240
119,2581
120,1248
121,2591
122,2434
123,2582
124,2572
125,2459
126,2616
127,2439
128,2457
129,2456
130,2439
131,2439
132,2440
133,2435
134,2435
135,2401
136,2400
137,2433
138,2431
139,2426
140,2432
141,2438
142,2456
143,2427
144,2430
145,2442
146,2444
147,2453
148,2399
149,2401
150,1145
151,2391
152,2390
153,2464
154,468
155,467
156,2380
157,1145
158,2382
159,2389
160,2385
161,2385
162,2398
163,2401
164,2400
165,2387
166,2385
167,2387
168,2373
169,2377
170,2377
171,2372
172,2377
173,1153
174,1153
175,2369
176,481
177,481
178,458
179,458
180,485
181,485
182,481
183,481
184,471
185,1154
186,451
187,458
188,466
189,465
190,466
191,465
192,466
193,458
194,458
195,457
196,457
197,451
198,457
199,449
200,451
201,471
202,1152
203,469
204,436
205,449
206,1167
207,469
208,469
209,469
210,430
211,436
212,431
213,449
214,449
215,451
216,451
217,454
218,450
219,428
220,448
221,428
222,430
223,429
224,425
225,445
226,447
227,427
228,424
229,429
230,1168
231,443
232,426
233,446
234,2403
235,2352
236,462
237,350
238,453
239,456
240,456
241,455
242,455
243,455
244,455
245,459
246,814
247,814
248,452
249,2394
250,2392
251,2392
252,2355
253,763
254,2450
255,2441
256,2441
257,2425
258,2404
259,2421
260,2421
261,2403
262,2833
263,2834
264,2834
265,2837
266,2829
267,2829
268,2829
269,2829
270,2829
271,2828
272,2745
273,2749
274,2749
275,2831
276,2831
277,2754
278,2755
279,2743
280,2743
281,2738
282,2736
283,2710
284,2726
285,2667
286,2667
287,2646
288,2657
289,2661
290,2658
291,2662
292,2664
293,2663
294,777
295,2664
296,2655
297,789
298,922
299,1233
300,2655
301,1237
302,1355
303,2413
304,2356
305,2712
306,744
307,1363
308,1358
309,735
310,747
311,2709
312,2734
313,1422
314,1939
315,1939
316,1948
317,2827
318,2835
319,1948
320,1948
321,2830
322,1948
323,1972
324,2835
325,2835
326,1979
327,1974
328,738
329,1945
330,1943
331,1940
332,1925
333,1926
334,1924
335,1921
336,1919
337,1916
338,1919
339,1918
340,1910
341,1921
342,1920
343,1921
344,1887
345,1911
346,2776
347,1868
348,1443
349,1927
350,1420
351,1432
352,1378
353,2778
354,1364
355,1364
356,1359
357,1359
358,1357
359,1358
360,1352
361,1122
362,1352
363,1354
364,1354
365,1361
366,1354
367,1342
368,1351
369,1354
370,1354
371,1011
372,1341
373,1342
374,998
375,1214
376,1233
377,1233
378,630
379,1232
380,1232
381,1232
382,1236
383,1236
384,1235
385,1352
386,1236
387,1235
388,1235
389,1232
390,1213
391,1231
392,1211
393,1211
394,1231
395,1222
396,1235
397,1234
398,1210
399,2787
400,1210
401,975
402,1209
403,934
404,933
405,933
406,933
407,933
408,1194
409,1206
410,2785
411,1204
412,1212
413,1196
414,644
415,1203
416,1194
417,1202
418,2785
419,1202
420,1181
421,1192
422,962
423,951
424,961
425,1192
426,1317
427,1314
428,1220
429,1230
430,1222
431,1218
432,1225
433,1224
434,2622
435,620
436,1225
437,623
438,1215
439,1224
440,1300
441,629
442,1337
443,1321
444,1371
445,642
446,636
447,609
448,602
449,1322
450,1329
451,1374
452,1369
453,1280
454,1278
455,1266
456,587
457,1266
458,563
459,1278
460,1280
461,1285
462,1265
463,1264
464,1303
465,562
466,1223
467,1189
468,1257
469,1256
470,1258
471,585
472,1188
473,1256
474,1189
475,1188
476,1187
477,1186
478,1252
479,1256
480,1179
481,561
482,1177
483,1177
484,1177
485,1177
486,1177
487,912
488,1176
489,1176
490,913
491,1180
492,1190
493,1190
494,1190
495,914
496,1278
497,458
498,1939
499,1360
500,484
501,1216
502,585
503,482
504,477
505,624
506,1263
507,1213
508,1945
509,452
510,2426
511,1929
512,1322
513,1153
514,882
515,2597
516,1938
517,2343
518,478
519,489
520,1353
521,1227
522,2660
523,2743
524,1220
525,2786
526,1202
527,1264
528,1926
529,2656
530,1188
531,457
532,1918
533,2834
534,1237
535,1231
536,442
537,2391
538,1267
539,2785
540,2596
541,2785
542,2473
543,741
544,2584
545,2394
546,1188
547,575
548,1264
549,1187
550,2787
551,1925
552,1215
553,458
554,2831
555,1183
556,1187
557,1318
558,2665
559,2834
560,2561
561,2457
562,818
563,1264
564,2709
565,469
566,1948
567,2456
568,2787
569,495
570,2787
571,458
572,2661
573,481
574,2622
575,1221
576,480
577,2502
578,1189
579,2657
580,1259
581,1157
582,2544
583,2386
584,2837
585,2834
586,581
587,581
588,2567
589,1165
590,2524
591,2525
592,2473
593,2568
594,2433
595,2497
596,2459
597,961
598,1188
599,1439
600,490
601,2627
602,2787
603,2831
604,780
605,2785
606,448
