in,Node
1,1428
2,494
3,456
4,1364
5,2501
6,2743
7,1278
8,489
9,2828
10,450
11,1185
12,2787
13,1921
14,1354
15,2743
16,1234
17,449
18,1916
19,2498
20,1919
21,2648
22,2439
23,2548
24,2398
25,581
26,1264
27,1264
28,2827
29,481
30,1188
31,2630
32,925
33,2472
34,1223
35,2404
36,630
37,1188
38,456
39,2829
40,2580
41,1202
42,451
43,468
44,1186
45,485
46,1233
47,1280
48,1280
49,452
50,1232
51,1215
52,1184
53,1189
54,1280
55,577
56,2376
57,1183
58,1921
59,1252
60,2595
61,360
62,1042
63,2465
64,933
65,469
66,1144
67,1187
68,2525
69,2442
70,1918
71,2831
72,486
73,491
74,458
75,485
76,624
77,1179
78,2657
79,2571
80,742
81,1322
82,1365
83,1146
84,496
85,2474
86,2466
87,2392
88,2357
89,476
90,1264
91,1352
92,458
93,451
94,1948
95,1369
96,2387
97,914
98,2628
99,2382
100,2740
101,612
102,2747
103,1266
104,1438
105,777
106,455
107,490
108,2623
109,1279
110,2459
111,1186
112,612
113,1251
114,484
115,2631
116,484
117,2394
118,430
119,1242
120,1168
121,593
122,2525
123,741
124,2666
125,2437
126,2394
127,928
128,483
129,2431
130,2655
131,2423
132,2368
133,2623
134,436
135,1232
136,1212
137,482
138,482
139,482
140,482
141,482
142,482
143,482
144,1266
145,742
146,432
147,1279
148,2504
149,455
150,456
151,1887
152,747
153,2469
154,429
155,2427
156,2434
157,1254
158,1192
159,458
160,585
161,451
162,2384
163,449
164,483
165,1210
166,1186
167,2389
168,466
169,1264
170,466
171,1168
172,2611
173,457
174,1256
175,2403
176,447
177,608
178,437
179,471
180,352
181,424
182,1920
183,1193
184,1222
185,1222
186,2482
187,1235
188,2497
189,1153
190,2567
191,478
192,1232
193,2572
194,360
195,430
196,784
197,2785
198,1263
199,508
200,428
201,817
202,1188
203,481
204,1247
205,1938
206,1218
207,622
208,2435
209,1948
210,560
211,1422
212,2829
213,1299
214,1172
215,2785
216,612
217,2755
218,343
219,454
220,2564
221,629
222,2467
223,2476
224,2663
225,1234
226,1256
227,2659
228,2641
229,1211
230,361
231,482
232,1214
233,1947
234,466
235,2516
236,562
237,2485
238,458
239,2557
240,1190
241,1314
242,1250
243,2498
244,1251
245,432
246,2833
247,576
248,1232
249,763
250,493
251,2470
252,1287
253,585
254,1363
255,1165
256,1266
257,1187
258,1248
259,2525
260,475
261,467
262,469
263,2387
264,2596
265,644
266,2628
267,483
268,1257
269,1248
270,2712
271,2459
272,1354
273,481
274,764
275,1239
276,2356
277,562
278,2433
279,2401
280,449
281,2456
282,1229
283,2429
284,1185
285,2837
286,350
287,789
288,1927
289,489
290,472
291,951
292,1189
293,457
294,747
295,563
296,2526
297,1185
298,1197
299,428
300,2504
301,2400
302,2621
303,470
304,750
305,840
306,1218
307,2829
308,2834
309,2599
310,2476
311,998
312,1194
313,1146
314,2456
315,1945
316,489
317,2561
318,2389
319,1244
320,1324
321,1244
322,587
323,449
324,472
325,2440
326,1946
327,1259
328,2465
329,1320
330,1210
331,2485
332,814
333,1233
334,2391
335,458
336,1925
337,2834
338,2749
339,2503
340,446
341,449
342,1190
343,1248
344,483
345,1167
346,1177
347,2475
348,2343
349,2835
350,431
351,471
352,461
353,1238
354,1921
355,1256
356,2445
357,458
358,490
359,1265
360,2439
361,2544
362,1345
363,471
364,2828
365,2662
366,2572
367,1946
368,1353
369,2434
370,1247
371,622
372,2497
373,745
374,1244
375,933
376,1277
377,1339
378,1256
379,471
380,2787
381,2424
382,877
383,1307
384,1353
385,2831
386,561
387,2561
388,2566
389,1145
390,1166
391,1222
392,933
393,1238
394,558
395,2348
396,2660
397,469
398,460
399,1251
