0.0,30.33,8.7,28.3,30.63,18.86,15.84,23.37,7.04,23.96,3.43,23.64,22.86,22.46,21.48,18.51,8.06,22.93,7.35,26.1,20.03,6.76,26.83,16.84,19.06,30.12,7.32,2.67,3.55,10.05,2.55,8.17,5.28,7.49,23.32,6.84,27.27,6.28,9.83,2.96,2.47,26.59,25.05,27.16,23.49
33.14,0.0,35.33,13.77,4.61,25.54,18.31,11.08,26.69,13.04,30.32,4.89,8.3,12.13,42.38,17.31,29.49,7.11,28.97,6.31,14.72,33.39,4.14,22.22,37.18,10.34,26.08,29.93,23.37,29.89,33.53,36.68,23.83,27.14,5.65,27.86,7.48,27.58,34.42,31.08,29.77,14.3,45.94,2.84,7.17
9.79,35.03,0.0,38.31,39.43,17.74,18.74,30.23,8.06,30.81,13.53,31.24,27.67,29.32,14.14,21.47,5.38,30.27,5.67,30.94,26.88,1.89,35.63,19.74,11.72,34.96,10.22,8.73,9.83,3.69,10.57,2.69,8.71,7.62,31.22,12.85,32.11,9.19,1.84,5.23,7.35,33.45,17.71,32.28,28.3
33.73,16.82,42.73,0.0,17.13,33.6,26.38,11.6,34.75,13.05,30.91,12.7,16.36,12.64,50.44,17.9,37.55,15.18,37.03,23.46,15.31,40.79,9.44,30.28,45.24,27.48,34.14,30.51,30.34,37.95,34.12,40.42,28.56,35.2,13.21,28.44,24.63,29.49,42.48,35.91,32.95,10.87,54.0,17.18,15.23
31.28,4.6,39.72,11.91,0.0,29.94,22.71,9.22,31.08,11.18,28.46,9.03,12.7,10.27,46.77,15.45,33.89,11.51,33.36,9.14,12.86,37.79,5.38,26.61,41.58,13.16,30.47,28.07,27.89,34.28,31.67,37.97,26.11,31.53,9.54,26.0,10.31,31.98,38.82,33.47,34.16,12.44,50.34,7.16,11.57
19.09,25.12,17.66,28.4,29.52,0.0,8.84,25.65,13.65,27.6,22.83,21.33,17.76,26.7,24.26,24.43,16.45,20.36,15.93,21.03,27.26,20.35,25.72,14.2,19.06,25.06,13.04,18.11,18.11,11.76,19.87,18.56,16.07,14.1,21.32,22.23,22.2,14.54,16.3,18.04,16.73,28.87,27.82,22.37,18.4
15.43,17.57,18.63,20.85,21.97,8.85,0.0,18.1,10.0,20.05,19.17,13.78,10.21,19.15,25.68,16.88,12.8,12.81,12.27,13.48,19.71,16.7,18.17,6.35,20.49,17.51,9.38,14.46,14.46,13.19,16.22,19.99,12.41,10.45,13.77,18.58,14.65,10.89,17.73,14.39,13.08,21.32,29.25,14.82,10.85
25.44,10.6,34.44,8.9,10.9,27.49,20.27,0.0,28.64,1.96,22.61,6.59,10.25,2.32,44.33,9.61,31.44,9.07,30.92,17.35,7.02,32.5,7.11,24.17,39.13,21.37,28.03,25.37,25.62,31.84,25.83,32.13,20.27,29.09,6.63,21.76,18.52,21.19,35.57,27.62,24.66,3.22,47.89,11.07,9.12
7.1,26.57,8.03,29.85,30.97,13.3,10.28,27.1,0.0,29.05,10.84,22.78,19.21,20.34,20.81,14.57,2.83,21.81,2.31,22.48,17.41,6.09,27.17,11.28,18.38,26.5,0.76,6.12,6.12,6.15,7.88,10.83,4.24,0.71,22.76,10.24,23.65,2.67,9.16,6.05,4.74,30.32,24.37,23.82,19.84
24.65,10.89,33.65,8.27,11.19,27.78,20.56,6.7,28.93,0.0,21.83,6.88,10.55,1.52,44.62,8.82,31.73,9.36,31.21,17.64,6.23,31.72,7.4,21.14,39.42,21.66,28.32,21.44,21.26,32.13,25.05,31.35,19.48,29.38,5.62,19.37,18.81,20.41,34.79,26.84,23.88,2.59,48.19,11.36,9.41
4.34,28.24,13.34,26.22,28.55,22.88,19.86,21.29,11.06,21.87,0.0,21.56,20.77,20.38,26.11,16.43,12.69,20.85,11.37,24.01,17.94,11.4,24.75,20.86,23.69,28.04,11.34,4.99,5.3,14.69,4.73,11.03,6.79,11.51,21.24,4.76,25.18,10.31,14.47,6.52,4.75,24.51,29.68,25.07,21.41
26.92,4.9,31.41,7.93,9.05,21.63,14.4,5.18,22.77,7.13,24.1,0.0,4.39,4.05,38.46,8.68,25.57,2.54,25.05,11.48,5.29,29.47,5.25,18.3,33.27,15.5,22.16,23.71,19.45,25.97,27.32,32.76,19.92,23.22,0.58,21.64,12.65,23.67,30.51,27.17,25.85,8.4,42.03,5.2,3.25
23.94,8.34,28.43,11.63,12.74,18.65,11.42,8.87,19.8,10.83,21.12,4.55,0.0,9.92,35.48,6.98,22.6,1.92,22.07,8.5,6.12,26.5,8.95,15.32,30.29,12.52,19.18,20.73,16.48,22.99,24.34,29.79,16.94,20.25,3.71,18.66,9.67,20.69,27.53,24.19,22.88,12.09,39.05,5.52,1.36
23.16,9.88,32.16,7.8,10.18,26.77,19.54,5.69,27.92,1.52,20.34,4.06,9.53,0.0,43.6,7.33,31.52,5.45,21.74,16.62,4.74,30.23,6.38,19.65,38.41,20.64,27.3,19.95,19.77,31.11,23.56,29.86,17.99,28.37,4.13,17.88,17.79,18.92,33.3,25.35,22.39,4.08,47.17,10.34,8.4
21.06,41.92,13.94,45.2,46.32,23.64,25.63,42.45,20.35,44.4,25.82,38.13,34.56,43.49,0.0,41.22,17.67,37.16,17.96,37.83,39.17,14.99,42.52,31.0,5.03,41.85,22.51,21.02,22.11,14.59,22.86,14.7,21.0,19.91,38.11,25.14,39.0,21.48,12.52,18.77,19.64,45.67,4.96,39.17,35.19
19.0,15.3,28.0,13.28,15.6,24.39,17.16,8.35,15.58,8.93,16.18,8.61,6.97,7.44,40.78,0.0,17.44,5.6,15.75,14.1,2.66,26.06,11.81,13.66,38.36,18.12,15.53,12.67,11.54,29.35,19.39,25.69,12.0,16.03,8.01,13.71,15.27,12.93,29.13,21.18,13.9,11.57,44.34,15.16,6.72
7.9,29.43,5.31,32.71,33.83,16.16,13.15,29.96,2.83,31.92,12.69,25.64,22.07,22.03,18.09,16.25,0.0,24.67,1.31,25.34,19.09,3.33,30.03,14.14,15.67,29.37,3.33,7.84,7.97,3.38,9.74,8.12,6.09,2.35,25.63,11.96,26.51,4.53,6.45,5.35,6.46,33.18,21.66,26.68,22.71
25.59,7.1,30.08,10.39,11.51,20.3,13.07,7.64,21.45,9.59,22.77,2.63,1.92,5.43,37.13,5.61,24.25,0.0,23.72,10.15,4.37,28.15,7.71,16.97,31.94,14.17,20.83,22.38,16.39,24.64,25.99,31.44,16.86,21.9,2.64,20.31,11.32,22.34,29.18,25.84,24.53,10.86,40.7,5.6,1.66
6.26,28.89,5.6,32.17,33.29,15.62,12.6,29.42,2.31,31.37,11.17,25.1,21.53,21.67,18.38,15.9,1.31,24.13,0.0,24.8,18.74,3.62,29.49,13.6,15.96,28.82,2.81,6.05,6.45,4.59,8.21,8.41,4.41,1.83,25.08,10.17,25.97,3.47,6.73,3.97,4.67,32.64,21.94,26.14,22.16
26.82,6.31,31.33,17.99,8.85,21.54,14.31,15.24,22.69,17.2,24.0,10.92,7.35,16.29,38.38,14.01,25.49,9.95,24.96,0.0,16.85,29.39,15.32,17.11,33.18,4.76,22.08,23.61,19.36,25.89,27.22,32.68,19.82,23.14,10.91,21.54,1.24,23.58,30.42,27.08,25.77,18.46,41.94,5.12,7.99
20.01,12.68,29.01,10.66,12.98,27.1,19.88,5.72,18.3,6.31,17.19,5.32,6.11,4.82,41.79,4.06,20.15,4.37,18.47,16.82,0.0,27.07,9.19,16.38,39.37,20.84,18.25,16.79,14.25,30.36,20.4,26.7,14.72,18.75,4.89,14.73,17.99,15.64,30.14,22.19,16.61,8.95,45.35,8.67,5.86
7.78,33.02,2.0,36.3,37.42,19.75,16.74,28.22,6.05,28.8,11.52,29.23,25.66,27.31,14.83,19.46,3.38,28.26,3.66,28.93,24.87,0.0,33.62,17.73,12.41,32.95,8.21,6.72,7.82,3.4,8.56,4.58,6.7,5.61,29.22,10.84,30.1,7.18,3.18,4.39,5.34,31.44,18.39,30.27,26.3
27.5,4.14,35.95,8.13,5.55,26.16,18.93,5.44,27.31,7.4,24.68,5.26,8.92,6.49,43.0,11.67,30.11,7.73,29.58,16.01,9.08,34.01,0.0,22.83,37.8,20.04,26.7,24.29,24.11,30.5,27.9,34.2,22.33,27.76,5.77,22.22,17.18,28.2,35.04,29.69,30.39,8.67,46.56,5.7,7.79
17.31,21.15,20.51,24.43,25.55,14.27,6.41,20.26,11.88,20.84,23.57,17.36,13.79,19.35,31.11,13.58,14.68,16.39,14.15,17.03,16.42,18.58,21.75,0.0,25.91,21.05,11.26,16.33,16.33,18.62,18.1,23.32,14.29,12.33,17.34,21.11,18.2,12.77,21.64,16.27,14.96,23.48,34.67,18.09,14.42
18.78,39.63,11.66,42.91,44.03,21.35,23.35,40.16,18.06,42.12,23.53,35.84,32.27,41.21,5.95,38.94,15.39,34.87,15.67,35.54,36.88,12.71,40.24,28.71,0.0,39.57,20.22,18.73,19.83,12.31,20.57,12.42,18.71,17.62,35.83,22.85,36.71,19.19,10.23,16.48,17.35,43.38,9.52,36.88,32.91
31.13,10.62,35.63,22.3,13.15,25.85,18.62,19.55,26.99,21.5,28.31,15.23,11.66,20.59,42.68,18.32,29.79,14.26,29.27,5.15,21.15,33.69,19.62,21.42,37.49,0.0,26.38,27.91,23.66,30.19,31.52,36.98,24.12,27.44,15.21,25.84,3.21,27.89,34.73,31.38,30.07,22.77,46.25,8.95,12.3
7.1,25.95,8.52,29.24,30.36,12.69,9.67,26.48,0.76,28.44,10.84,22.16,18.6,20.37,21.3,14.6,3.33,21.2,2.81,21.87,17.44,6.59,26.56,10.67,18.88,25.89,0.0,6.12,6.12,6.65,7.88,11.33,4.19,1.21,22.15,10.24,23.04,2.68,9.66,6.05,4.74,29.7,24.87,23.2,19.23
2.66,27.69,8.57,25.67,27.99,17.21,14.2,20.74,5.39,21.32,6.8,21.0,20.22,19.83,21.35,15.87,7.93,20.3,5.71,23.46,17.39,6.63,24.2,15.19,18.93,27.49,5.67,0.0,1.27,9.92,6.39,11.38,1.96,5.84,20.68,4.24,24.63,3.4,9.7,4.56,1.62,25.54,24.91,24.52,20.86
4.0,27.95,9.67,25.92,28.25,17.94,14.93,20.99,6.12,21.57,7.06,19.57,16.0,20.08,22.45,11.66,7.98,16.08,6.43,19.24,17.64,7.73,24.45,12.01,20.02,23.26,6.4,1.27,0.0,11.02,6.22,12.48,2.17,6.57,20.94,4.5,20.41,3.61,10.8,6.56,2.72,25.8,26.01,20.3,16.64
