in,Node
1,1428
2,2778
3,2597
4,1183
5,2631
6,2623
7,2623
8,2629
9,2524
10,2523
11,2516
12,2520
13,2517
14,2525
15,2787
16,2525
17,2595
18,2595
19,2521
20,2593
21,2521
22,2595
23,2571
24,2567
25,2567
26,2562
27,2568
28,2552
29,2562
30,2551
31,2548
32,493
33,484
34,495
35,495
36,2561
37,2561
38,494
39,484
40,480
41,494
42,2787
43,1244
44,2526
45,2496
46,2511
47,2485
48,2482
49,2482
50,490
51,491
52,1042
53,491
54,483
55,483
56,489
57,489
58,489
59,489
60,476
61,473
62,472
63,469
64,469
65,1242
66,1238
67,469
68,477
69,476
70,2787
71,1182
72,471
73,478
74,470
75,471
76,486
77,482
78,482
79,482
80,482
81,478
82,478
83,485
84,481
85,481
86,2473
87,2787
88,2474
89,488
90,486
91,488
92,2467
93,2475
94,2470
95,2467
96,2473
97,1247
98,2517
99,2503
100,2498
101,2504
102,2498
103,2476
104,2476
105,2502
106,2500
107,2502
108,2501
109,2465
110,2469
111,2497
112,2472
113,2472
114,2472
115,2469
116,2500
117,2573
118,2581
119,2590
120,2591
121,2434
122,2582
123,1248
124,2572
125,2459
126,2459
127,1248
128,2616
129,2457
130,2457
131,1239
132,2439
133,2440
134,2435
135,2435
136,2400
137,2400
138,2433
139,2426
140,2432
141,2427
142,2426
143,2430
144,2442
145,1239
146,2444
147,2453
148,2399
149,2401
150,2389
151,2391
152,2390
153,2464
154,467
155,2380
156,2386
157,1145
158,2382
159,2391
160,2389
161,2385
162,2385
163,2398
164,1157
165,2401
166,2400
167,1157
168,2387
169,2387
170,2373
171,2377
172,2377
173,1153
174,1153
175,481
176,481
177,458
178,485
179,485
180,481
181,481
182,471
183,451
184,458
185,458
186,465
187,466
188,465
189,466
190,458
191,458
192,458
193,457
194,451
195,457
196,449
197,451
198,471
199,469
200,436
201,449
202,469
203,469
204,431
205,449
206,451
207,1168
208,451
209,451
210,454
211,450
212,448
213,428
214,429
215,425
216,447
217,443
218,427
219,424
220,429
221,1168
222,443
223,1166
224,446
225,2403
226,442
227,453
228,456
229,456
230,455
231,360
232,455
233,459
234,757
235,461
236,455
237,459
238,814
239,452
240,2394
241,2392
242,2392
243,2357
244,2348
245,2355
246,763
247,2394
248,2450
249,2441
250,2425
251,2404
252,2421
253,2424
254,2421
255,2403
256,2834
257,2833
258,2834
259,2834
260,2834
261,2837
262,2829
263,2829
264,2829
265,2829
266,2829
267,2828
268,2745
269,2749
270,2749
271,2831
272,2831
273,2831
274,2754
275,2755
276,2743
277,2743
278,2743
279,2738
280,2737
281,2736
282,2726
283,2667
284,2667
285,2646
286,2661
287,2660
288,2658
289,2657
290,780
291,2664
292,2663
293,777
294,777
295,2655
296,2656
297,2640
298,922
299,1233
300,2655
301,1355
302,745
303,2356
304,749
305,2712
306,734
307,2708
308,744
309,1363
310,1358
311,735
312,2709
313,2734
314,741
315,1422
316,1939
317,1948
318,1947
319,1939
320,1948
321,2827
322,818
323,1938
324,2835
325,1948
326,1948
327,2830
328,1948
329,1972
330,2835
331,2835
332,1974
333,1945
334,1940
335,1925
336,1926
337,1924
338,1919
339,1916
340,1919
341,1918
342,1910
343,1921
344,1920
345,1921
346,1887
347,1911
348,2776
349,1868
350,1439
351,1927
352,1420
353,1432
354,1378
355,2778
356,1364
357,1364
358,1359
359,1360
360,1359
361,1358
362,1122
363,1352
364,1354
365,1354
366,1361
367,1111
368,1354
369,1342
370,1354
371,1354
372,1353
373,1341
374,1342
375,1214
376,995
377,581
378,1237
379,581
380,1233
381,1232
382,1232
383,1236
384,1236
385,1235
386,1352
387,1235
388,1235
389,1232
390,1213
391,1211
392,1231
393,1222
394,1235
395,1234
396,1210
397,2787
398,1210
399,975
400,1209
401,934
402,933
403,933
404,933
405,933
406,1194
407,2785
408,1204
409,1212
410,1196
411,1194
412,1202
413,1202
414,1181
415,962
416,951
417,961
418,1192
419,1317
420,1314
421,1220
422,624
423,1220
424,1220
425,1222
426,1218
427,1225
428,1224
429,1215
430,2622
431,620
432,1215
433,1224
434,629
435,629
436,1337
437,1321
438,1371
439,636
440,609
441,612
442,1322
443,1329
444,1374
445,1278
446,1266
447,1266
448,573
449,1278
450,1280
451,1285
452,1277
453,1265
454,1264
455,1264
456,1264
457,1264
458,1303
459,562
460,1189
461,1223
462,1187
463,1187
464,1257
465,1256
466,1258
467,585
468,1188
469,1256
470,1189
471,1188
472,1187
473,1186
474,1186
475,1252
476,1256
477,1177
478,1177
479,1177
480,1177
481,912
482,1176
483,1176
484,561
485,561
486,913
487,1180
488,1190
489,1190
490,1190
491,914
492,2385
493,2377
494,2660
495,1352
496,621
497,2568
498,2439
499,1263
500,814
501,1945
502,1225
503,1318
504,817
505,1925
506,471
507,1300
508,2837
509,495
510,457
511,2472
512,827
513,2372
514,468
515,1278
516,1210
517,2525
518,2433
519,469
520,2834
521,1230
522,2535
523,492
524,1188
525,478
526,2431
527,1177
528,458
529,1443
530,1227
531,882
532,2497
533,2439
534,476
535,2456
536,1189
537,961
538,1259
539,1252
540,480
541,585
542,2584
543,642
544,2456
545,1146
546,360
547,472
548,428
549,1221
550,2627
551,484
552,1237
553,2456
554,2709
555,2577
556,2665
557,1231
558,1216
559,1354
560,2787
561,2786
562,2472
563,1921
564,2561
565,1188
566,2655
567,1351
568,457
569,2544
570,1357
571,1206
572,587
573,466
574,1232
575,738
576,1939
577,2661
578,1192
579,1929
580,1202
581,1179
582,1926
583,1432
584,2662
585,763
586,2657
587,1943
588,1369
589,2785
590,1211
591,430
592,352
593,2441
594,1165
595,2622
596,2787
597,2476
598,2785
599,448
600,1232
601,2524
